"ID","tag_image","respect","name","leader","age","tag","co_leader","capacity","members","rank","division","level","position","wins","leader_name","co_leader_name","leader_last_action"
40965,"40965-0.png",5908,"The house of LA FAMILIA",2119243,2018,"LF",0,15,1,"Unranked",0,1,0,0,"SOULREAPER182",NA,1685374489
40968,"40968-0.png",5229,"The Factionless",2137440,2018,"",0,15,1,"Unranked",0,1,0,0,"Dykeo",NA,1529540351
40972,"40972-8221.png",25782,"Devil Dogs",2138527,2017,"DD",0,15,4,"Unranked",0,1,0,0,"Fuzz_Nutz",NA,1702486558
40974,"40974-0.png",5018,"iron-man World",2137087,2017,"",0,5,1,"Unranked",0,1,0,0,"Iron-Mann",NA,1528247275
40976,"40976-0.png",5082,"FMS",2112173,2017,"",0,5,4,"Unranked",0,1,0,0,"beardon",NA,1634966635
40977,"40977-0.png",0,"Thegoodbois",2131695,2017,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
40982,"40982-0.png",14751,"GiveMercy",1096622,2017,"",0,10,5,"Unranked",0,1,0,0,"DaymMyBad",NA,1702295294
40983,"40983-50504.png",14672,"ThreeDimensions",1949117,2016,"3 D",2077228,15,2,"Unranked",0,1,0,0,"switch808","Elrohirfindican",1702386035
40984,"40984-0.png",0,"The",1031872,2016,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
40985,"40985-0.png",0,"Useless",1800347,2016,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
40988,"40988-0.png",5396,"The Scourge",2097968,2016,"",0,15,1,"Unranked",0,1,0,0,"Amber_9001",NA,1702261244
40990,"40990-0.png",0,"Mercator Mortalis",2344449,2016,"MM",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
40991,"40991-0.png",7694,"CLIT MOB",2129310,2016,"{*}",0,15,2,"Unranked",0,1,0,0,"Bstrd13",NA,1603634809
40992,"40992-7551.png",2651198,"Medic!!",2167612,2016,"MED!",2330087,100,90,"Gold",3,13,0,11,"Jairyll","WaywardSquid",1702487814
40994,"40994-0.png",1445,"BoA-Faction",737529,2016,"BoA",0,5,1,"Unranked",0,1,0,0,"BoA_CTNT",NA,1661231733
40995,"40995-0.png",6260,"WeDontEvenPlay",2154795,2016,"",0,15,1,"Unranked",0,1,0,0,"YourNaGay",NA,1561614194
40997,"40997-0.png",4522,"Agents of Sin",1700016,2015,"AoS",2122579,15,12,"Unranked",0,1,0,0,"Adolf","MankeyMalvin",1686062731
40998,"40998-0.png",4854,"ZUPSHARA",1570568,2015,"",2136915,15,5,"Unranked",0,1,0,0,"Usoebo","RYUE",1547528039
40999,"40999-0.png",5262,"Last resort",2131249,2015,"",0,15,2,"Unranked",0,1,0,0,"Jj98989",NA,1654399062
41000,"41000-0.png",4710,"Light32",420639,2015,"",0,5,1,"Unranked",0,1,0,0,"The_Light",NA,1659859121
41001,"41001-0.png",3944,"The Fox Squad",1983026,2015,"",0,15,1,"Unranked",0,1,0,0,"Lancefox123",NA,1604540800
41003,"41003-0.png",4905,"Faunaic",2096018,2015,"",0,5,1,"Unranked",0,1,0,0,"Corruption",NA,1532256183
41004,"41004-0.png",0,"Zello and Associates",1324307,2014,"Z&A",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41005,"41005-45611.png",50737,"Dusk",2385616,2014,"Dusk",0,20,1,"Unranked",0,1,0,0,"Khriwa",NA,1699735426
41009,"41009-23779.png",10529,"Trying",2136072,2014,"",0,20,2,"Unranked",0,1,0,0,"Secant",NA,1702449936
41014,"41014-0.png",5539,"Unicorn Tacos",2115350,2014,"",0,15,3,"Unranked",0,1,0,0,"GavinRourke",NA,1579475057
41015,"41015-0.png",0,"Travel",1878519,2013,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41018,"41018-0.png",2525,"Baby Alive",956287,2013,"",0,5,1,"Unranked",0,1,0,0,"Cede",NA,1702337389
41019,"41019-23811.png",0,"Plumbers R' Us",2138091,2013,"KoF",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41021,"41021-56822.png",0,"THE RAID REDEMPTION",2086394,2012,"RAID",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41022,"41022-0.png",4871,"Kaylois",2033784,2012,"",2099191,15,9,"Unranked",0,1,0,0,"Kayloi","Januaryi",1543330118
41024,"41024-0.png",4687,"Vault-961",980000,2011,"",0,5,1,"Unranked",0,1,0,0,"Frank-Castle",NA,1621180372
41025,"41025-2513.png",0,"Durarara!! x2",452749,2011,"DRR2",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41026,"41026-0.png",4838,"Dixie Normus",2125080,2011,"",0,15,2,"Unranked",0,1,0,0,"ethanjhw",NA,1542296664
41027,"41027-0.png",4989,"don don",469227,2011,"",0,5,1,"Unranked",0,1,0,0,"Donjuleo",NA,1559637835
41028,"41028-57359.png",848735,"Bloodline",2060608,2011,"BL",0,50,36,"Gold",0,10,0,17,"CULT_PAPA",NA,1702486125
41032,"41032-0.png",0,"Nr94x",1021775,2011,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41033,"41033-0.png",3654,"Daffys Bank",1519421,2010,"",0,5,1,"Unranked",0,1,0,0,"Daffy",NA,1663316973
41034,"41034-0.png",4634,"warriors",2130647,2010,"",0,10,1,"Unranked",0,1,0,0,"Nickblanz",NA,1531665183
41035,"41035-0.png",10115,"DankeSt FaCCtiOn",1980550,2010,"DTGH",0,15,6,"Unranked",0,1,0,0,"TickleMeElmo420",NA,1702425170
41036,"41036-0.png",4725,"Royal Canadian volunteers",2092535,2010,"",2158791,15,8,"Unranked",0,1,0,0,"Skylenwing","Slyzear",1680612523
41037,"41037-0.png",4936,"The Vercetti Family",2092650,2010,"",0,15,5,"Unranked",0,1,0,0,"MrVercetti",NA,1701075549
41038,"41038-0.png",4658,"The Willy Wangers II",332498,2009,"",0,5,1,"Unranked",0,1,0,0,"Accelerator",NA,1702406338
41044,"41044-22901.png",0,"Geschft ist Macht",2124917,2008,"$$$$",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41045,"41045-0.png",4868,"SAP",1981697,2008,"",0,5,1,"Unranked",0,1,0,0,"Sappers",NA,1690158021
41047,"41047-0.png",4961,"The Banks",1806016,2008,"",0,5,1,"Unranked",0,1,0,0,"Meeker",NA,1648027596
41048,"41048-94539.png",5753,"Petrichor",2142659,2008,"",0,15,1,"Unranked",0,1,0,0,"itstate",NA,1530530769
41050,"41050-0.png",6016,"Order Of Phoenix",2144949,2007,"fagt",0,15,2,"Unranked",0,1,0,0,"audigy",NA,1594750271
41056,"41056-0.png",4976,"Solo hell",230426,2006,"",0,5,1,"Unranked",0,1,0,0,"Ellina",NA,1647405403
41057,"41057-0.png",5156,"Bad Manz",2125868,2006,"",0,15,1,"Unranked",0,1,0,0,"rolink-iwnl-",NA,1557726522
41060,"41060-0.png",5129,"TAC",2117714,2005,"TAC",0,10,1,"Unranked",0,1,0,0,"FallenAngel24",NA,1622160116
41061,"41061-0.png",5155,"new player need",2067650,2005,"",2069740,15,6,"Unranked",0,1,0,0,"DRUGGY-KILLER","baryazeed",1565071240
41062,"41062-54533.png",8158,"2:10 Pypie",2119917,2005,"420",0,15,3,"Unranked",0,1,0,0,"CharlieSkipper",NA,1600576656
41063,"41063-0.png",4970,"Squal",667368,2005,"",0,5,1,"Unranked",0,1,0,0,"Squallionheart",NA,1647405370
41065,"41065-0.png",12791,"Torn City Crusaders",278255,2005,"",0,15,1,"Unranked",0,1,0,0,"Lord_Crusader",NA,1702430061
41066,"41066-85855.png",1657418,"Death by Chance",2673952,2004,"DbC",2519868,100,50,"Bronze",1,3,0,14,"BrightHope","NetSecNolan",1700604096
41067,"41067-68025.png",1202794,"Demigods",2101897,2004,"NEo",2091043,100,41,"Gold",3,13,0,25,"Lynxie","MorSeth",1702462810
41069,"41069-0.png",11822,"The House Of Wolves",2141786,2004,"GWOT",0,15,8,"Unranked",0,1,0,0,"Bandit1",NA,1702248676
41071,"41071-69771.png",120847,"The Dark Brotherhood",2214993,2003,"",2081019,30,16,"Unranked",0,1,0,0,"Owehub777","thywar",1702475828
41073,"41073-0.png",10580,"Underground Network",2200886,2003,"UNet",0,15,1,"Unranked",0,1,0,0,"Steelstephens",NA,1702455193
41074,"41074-0.png",0,"KabutoJonin",1536356,2003,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41075,"41075-0.png",6992,"ForFunAndProfit",2246860,2003,"",0,10,1,"Unranked",0,1,0,0,"Torn13",NA,1595854692
41076,"41076-0.png",8109,"AlphaOmega",2112348,2002,"",0,10,4,"Unranked",0,1,0,0,"Viscountsfawr",NA,1671421646
41077,"41077-0.png",0,"Fraction",2101367,2002,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41078,"41078-0.png",76472,"MultiFredded",2105559,2002,"",2396824,20,13,"Unranked",0,1,0,0,"Freds","Greety",1702484518
41079,"41079-0.png",8790,"The losers club",2067282,2002,"",2946843,15,2,"Unranked",0,1,0,0,"brian1120","W1k3d",1702427001
41080,"41080-0.png",4151,"Mo Bank",894720,2002,"",0,10,1,"Unranked",0,1,0,0,"shorty6",NA,1701625907
41081,"41081-0.png",4787,"All might",1073428,2002,"",0,15,1,"Unranked",0,1,0,0,"CGFxSamanoske",NA,1679691142
41082,"41082-0.png",4946,"T-Empire",2078833,2001,"",0,5,2,"Unranked",0,1,0,0,"lickofwitch",NA,1590547547
41083,"41083-0.png",4957,"Its a Faction",205650,2001,"",0,5,1,"Unranked",0,1,0,0,"cardiac",NA,1536828553
41084,"41084-0.png",5630,"YRN",2128520,2001,"",0,15,4,"Unranked",0,1,0,0,"Loneliestorphan",NA,1650392620
41085,"41085-41436.png",15579,"World Class N00bS",2157089,2001,"WCN",0,15,2,"Unranked",0,1,0,0,"da_god_o_stickz",NA,1660561246
41087,"41087-0.png",0,"healer",2050457,2001,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41088,"41088-0.png",5212,"ZeroNine",2084419,2001,"",0,10,1,"Unranked",0,1,0,0,"GGMU",NA,1603803684
41089,"41089-0.png",4980,"Before",2079762,2000,"",0,5,1,"Unranked",0,1,0,0,"RoyalB",NA,1671035957
41090,"41090-57952.png",0,"Delphi",450506,2000,"DLPH",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41091,"41091-0.png",5728,"ButcherShop",2135335,2000,"",0,15,7,"Unranked",0,1,0,0,"Moshlife",NA,1546580739
41092,"41092-0.png",4981,"7LostKings",2141792,2000,"",0,15,1,"Unranked",0,1,0,0,"HiemsLupus",NA,1540558718
41093,"41093-0.png",5987,"Broke Lads",2137681,2000,"",0,10,6,"Unranked",0,1,0,0,"Tonytaylor11",NA,1692962617
41094,"41094-0.png",0,"Fortnite royal",1626584,1999,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41095,"41095-0.png",4852,"atnBank",2074175,1999,"",0,5,1,"Unranked",0,1,0,0,"atn",NA,1673115388
41096,"41096-0.png",0,"Savings",1164006,1999,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41100,"41100-38156.png",0,"CounterPain Force",2129024,1997,"",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
41101,"41101-0.png",4621,"TVAT",2074209,1997,"",0,5,1,"Unranked",0,1,0,0,"-Victory",NA,1658251684
41102,"41102-62739.png",0,"IRISH MAFIA",2130967,1997,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41104,"41104-0.png",4993,"Syndicate",1999271,1997,"",0,15,1,"Unranked",0,1,0,0,"liam2016",NA,1598763333
41105,"41105-0.png",4980,"Anyone can join",190792,1997,"",0,10,1,"Unranked",0,1,0,0,"Chief_Roberts",NA,1533202802
41106,"41106-0.png",4336,"E.N.D.O",1517400,1997,"",0,5,1,"Unranked",0,1,0,0,"wyoso2",NA,1702468081
41110,"41110-0.png",0,"enforcers bank",1391605,1996,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41111,"41111-0.png",4872,"Black Panters",856577,1996,"",0,5,1,"Unranked",0,1,0,0,"quietgurl",NA,1599711050
41112,"41112-0.png",5026,"xoifieih",2144944,1995,"",0,5,2,"Unranked",0,1,0,0,"-Mike--",NA,1530625720
41113,"41113-0.png",5000,"donn",2144720,1995,"",0,5,1,"Unranked",0,1,0,0,"Paster",NA,1530087990
41117,"41117-0.png",6166,"DADDY SHAMROCK",2123343,1995,"",0,15,3,"Unranked",0,1,0,0,"KingWackoJacko",NA,1592992268
41119,"41119-0.png",4920,"CHURCH OF MYG WORSHIP",2043803,1995,"",0,5,2,"Unranked",0,1,0,0,"Biophotonic",NA,1690063858
41120,"41120-83988.png",0,"Wonkru",1984995,1994,"WNKR",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41123,"41123-29819.png",284983,"Rise",2082785,1994,"RISE",2698343,50,40,"Bronze",1,3,0,21,"SkinnyBigWalter","X_Disastrous_X",1702449901
41125,"41125-0.png",5538,"-KD-Family",2132066,1994,"-KD-",0,15,3,"Unranked",0,1,0,0,"Cpharaoh95",NA,1534316496
41128,"41128-0.png",6011,"Pwnography",723678,1993,"",0,15,2,"Unranked",0,1,0,0,"Caeria",NA,1674826721
41129,"41129-0.png",0,"The Flogging Irish",2071139,1993,"TFI",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41130,"41130-64894.png",5080,"Rising Phoenix",2010143,1992,"RP",0,15,1,"Unranked",0,1,0,0,"Liavara2",NA,1545131368
41131,"41131-0.png",7117,"BROTHERHOOD OF DEATH",2115108,1992,"BOD",0,15,1,"Unranked",0,1,0,0,"CommanderWF",NA,1545529607
41133,"41133-0.png",4960,"Kingsman Tailor's",2028186,1991,"",0,15,2,"Unranked",0,1,0,0,"kingsmen_1",NA,1664026416
41134,"41134-0.png",0,"Valentino",22707,1991,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41135,"41135-0.png",5095,"Good to go",1878866,1991,"",0,5,1,"Unranked",0,1,0,0,"raceejs",NA,1613361562
41137,"41137-0.png",4950,"bigt102837465",2126308,1991,"",0,5,1,"Unranked",0,1,0,0,"tdog7",NA,1702246337
41139,"41139-0.png",0,"FYG",1633835,1990,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41141,"41141-0.png",14504,"Currently on Hold",2196164,1989,"COH",0,15,1,"Unranked",0,1,0,0,"Xotol",NA,1678116647
41144,"41144-29032.png",29488,"Militaires Sans Frontire",1134541,1988,"MSF",2139114,20,18,"Unranked",0,1,0,0,"Shooterman6y","xstigx",1702461186
41149,"41149-0.png",5009,"xxxxxxx",2147431,1987,"",0,10,2,"Unranked",0,1,0,0,"Kumaar",NA,1536245325
41150,"41150-0.png",5000,"Nmo",2147423,1987,"",0,10,1,"Unranked",0,1,0,0,"Tokoya-",NA,1530782797
41151,"41151-0.png",6350,"Terashi",2119802,1987,"",0,15,1,"Unranked",0,1,0,0,"Aldraiden",NA,1604848323
41152,"41152-0.png",5423,"The Terrorize-rs",2049368,1987,"T.T",0,10,2,"Unranked",0,1,0,0,"xXDragonox492Xx",NA,1667922636
41153,"41153-89873.png",24248,"Beginners Luck",2256197,1986,"Lash",0,20,4,"Unranked",0,1,0,0,"Shion1",NA,1702451509
41154,"41154-71652.png",7631,"PowerPoint",1411709,1986,"CORP",0,10,8,"Unranked",0,1,0,0,"PowerPoint",NA,1702451599
41155,"41155-59397.png",0,"FREE THE POLAR BEAR TOYS",2106168,1986,"marx",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41156,"41156-17509.png",22708,"City Runners",1670742,1985,"",2079321,15,2,"Unranked",0,1,0,0,"sipi23sapa","Sekigan_no_O",1702413841
41157,"41157-0.png",18539,"Hand Solo",2179541,1985,"Lost",0,20,1,"Unranked",0,1,0,0,"Shedao",NA,1702238216
41158,"41158-0.png",4997,"Bank ha",2103941,1985,"",0,5,1,"Unranked",0,1,0,0,"2103941",NA,1531685333
41159,"41159-0.png",0,"Xul Mavis",1986894,1984,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41160,"41160-14694.png",166986,"AKATSUKI",2700129,1984,"AKA",0,20,7,"Gold",2,12,0,21,"mrs_panda",NA,1702232360
41163,"41163-0.png",5000,"roy",2148473,1983,"",0,15,1,"Unranked",0,1,0,0,"Eric_smith",NA,1531130785
41164,"41164-44778.png",212266,"UNiTed Flying Doctors",508375,1983,"UFD",2539511,40,26,"Gold",0,10,0,9,"Macca","GR33NM4MB4",1702482432
41165,"41165-0.png",4984,"GROVE STREET OG'S",1981060,1983,"",0,5,1,"Unranked",0,1,0,0,"eliaslmonaghan",NA,1542046671
41166,"41166-0.png",4964,"trincelords",109668,1983,"",0,5,1,"Unranked",0,1,0,0,"applestore",NA,1602609853
41167,"41167-0.png",6551,"Muwigara Pirates",561120,1982,"MWP",0,15,1,"Unranked",0,1,0,0,"Mr_Mime",NA,1647918141
41168,"41168-84650.png",6743,"End",2140302,1982,"END",0,15,1,"Unranked",0,1,0,0,"Tarot",NA,1534772663
41169,"41169-0.png",0,"xxxxxxxxxxxxxxxxxxxxxxxxx",2027409,1981,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41170,"41170-0.png",6675,"Top Gun",2018771,1981,"TG",0,15,7,"Unranked",0,1,0,0,"TKChino",NA,1642614779
41171,"41171-0.png",5542,"Artha Sekuriti",2145218,1981,"",0,15,5,"Unranked",0,1,0,0,"Bajinganz",NA,1602082935
41172,"41172-0.png",5009,"Apex Group",2008832,1981,"Apex",0,5,2,"Unranked",0,1,0,0,"MoStack",NA,1650225029
41173,"41173-0.png",4582,"Bellato",205741,1981,"",0,10,1,"Unranked",0,1,0,0,"Unbelievable",NA,1614281783
41177,"41177-0.png",0,"501st Legion",2046195,1980,"501",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41178,"41178-0.png",5032,"test test",2156050,1980,"",0,15,1,"Unranked",0,1,0,0,"test_test",NA,1693821706
41179,"41179-0.png",5003,"Nano Age",1506902,1980,"",0,5,1,"Unranked",0,1,0,0,"Shadrax",NA,1602006444
41180,"41180-0.png",0,"weirdnwonderful",2090119,1980,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41182,"41182-0.png",0,"Old Farts Society",1284243,1980,"",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41183,"41183-0.png",3312,"Hexagram",1929096,1979,"",0,15,1,"Unranked",0,1,0,0,"Deadshot",NA,1690279742
41185,"41185-0.png",4928,"MBBS",2106409,1978,"",0,5,1,"Unranked",0,1,0,0,"Ertugrul",NA,1648962123
41186,"41186-0.png",5001,"Bank-",2149700,1978,"",0,15,1,"Unranked",0,1,0,0,"DR-Strangee",NA,1531560177
41189,"41189-0.png",5140,"GLOCK BOYZ",2149661,1978,"9MM",0,5,4,"Unranked",0,1,0,0,"Stevenk63",NA,1537455319
41192,"41192-0.png",5003,"SABR",2065557,1978,"IF01",0,15,1,"Unranked",0,1,0,0,"Uganda_Sonic",NA,1605946375
41193,"41193-85535.png",0,"The OG SellSwords",2148401,1978,"",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
41194,"41194-17006.png",0,"Fags Heaven",2149500,1978,"SSR",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41197,"41197-0.png",5038,"Living dead",2102753,1977,"",2093905,10,2,"Unranked",0,1,0,0,"Voldemort_","ThuG-GameR",1532164989
41201,"41201-0.png",0,"Lord Virgin Pecker",470597,1977,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41202,"41202-0.png",8592,"Space fighters",2807110,1976,"",0,15,4,"Unranked",0,1,0,0,"donnSLO",NA,1682343401
41204,"41204-13955.png",0,"Faction Brewing",2138017,1976,"FaBr",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41206,"41206-86064.png",4936,"G-Team",2151459,1976,"TGT",0,15,7,"Unranked",0,1,0,0,"Beyon",NA,1657787482
41207,"41207-0.png",4945,"Whitewolves",2147263,1976,"WW",0,10,2,"Unranked",0,1,0,0,"Alldaylong1998",NA,1532966305
41208,"41208-0.png",5000,"testfraction",2150250,1975,"",0,10,1,"Unranked",0,1,0,0,"testuser1",NA,1538399160
41210,"41210-12709.png",26511,"The Spartans",2264424,1975,"TS",0,20,2,"Unranked",0,1,0,0,"MrNat",NA,1675113159
41212,"41212-14986.png",0,"Chain Smokers apply",1876875,1975,"CHSM",0,25,0,"Unranked",0,1,0,0,NA,NA,NA
41214,"41214-0.png",7809,"Bangkok Dangerous",1723136,1975,"",0,10,2,"Unranked",0,1,0,0,"MrBenChai",NA,1702366924
41217,"41217-0.png",4992,"12345",1964784,1974,"",0,10,1,"Unranked",0,1,0,0,"Cleiona",NA,1576427682
41218,"41218-39477.png",584016,"Camelot",2488153,1974,"CAM",2800561,100,55,"Bronze",2,4,0,8,"Epimethys","goodfriend",1702459555
41219,"41219-0.png",0,"Monster Energy",2077887,1974,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41220,"41220-0.png",5000,"Flower Power",2113374,1973,"",0,15,1,"Unranked",0,1,0,0,"arielbarbanegra",NA,1561244547
41221,"41221-0.png",0,"Waste Your E",1732130,1973,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41222,"41222-0.png",0,"TheTwoFacedTrolls",2137600,1973,"TFT",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41223,"41223-0.png",5207,"Slick Willy",1982587,1973,"SWO",0,15,3,"Unranked",0,1,0,0,"MrLeonhart",NA,1702304535
41225,"41225-97044.png",459982,"Crazy but Fun",107453,1972,"CBF",2823342,30,21,"Bronze",1,3,0,14,"Miss_Lia","CooperLee",1702471313
41226,"41226-0.png",0,"The Forgotten 0nes",1001325,1972,"TFO",0,10,0,"Unranked",0,1,0,0,NA,NA,NA
41227,"41227-68507.png",184185,"THE PRIDE",2366313,1972,"PRD",2471181,30,12,"Bronze",2,4,0,8,"kingofbishops","Sedatve",1702474659
41228,"41228-0.png",3998,"Cinder",1453853,1972,"",0,15,1,"Unranked",0,1,0,0,"MadClownx",NA,1540010717
41230,"41230-98105.png",5363,"Silent Whisperer",2152237,1972,"",2148272,15,6,"Unranked",0,1,0,0,"CladesIx","HazelHope",1539001122
41231,"41231-68426.png",17436,"Jm crime family",1800313,1972,"",0,15,1,"Unranked",0,1,0,0,"BukoPanda",NA,1702483912
41232,"41232-0.png",4861,"BOSS1",2107524,1971,"",0,5,1,"Unranked",0,1,0,0,"5MOrc",NA,1673371274
41234,"41234-23210.png",514931,"Peaky CS",1790434,1971,"P CS",1546551,50,45,"Platinum",0,14,0,18,"Newyyyx","Piercyy",1702487922
41236,"41236-0.png",0,"Dealership",1712762,1970,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41238,"41238-74990.png",1462175,"The Mile High Club",2127595,1970,"TMHC",1349907,100,99,"Silver",3,9,0,21,"Choco180","Elitelixir",1702487385
41239,"41239-0.png",4848,"The Glitch",2110192,1970,"PTGA",2103335,15,3,"Unranked",0,1,0,0,"Elwoodthebear","AlcoholicDino",1635342522
41242,"41242-0.png",4960,"Length Only",2134513,1969,"",2145350,5,2,"Unranked",0,1,0,0,"motters16","Rxmmy",1536800988
41243,"41243-0.png",4982,"Mybank-",2106847,1969,"",0,5,1,"Unranked",0,1,0,0,"Doedoo",NA,1600621597
41244,"41244-0.png",4858,"Austin",2029881,1969,"",0,5,1,"Unranked",0,1,0,0,"Duke_",NA,1542498442
41245,"41245-0.png",4754,"Church of Hypnosis",2152838,1969,"",0,10,8,"Unranked",0,1,0,0,"innerDesign",NA,1535602350
41246,"41246-0.png",4999,"DnD - Do not Disturb",2152577,1969,"",0,15,2,"Unranked",0,1,0,0,"Build_two_bears",NA,1533709030
41247,"41247-0.png",4729,"YEET Squadron",2147642,1969,"",0,15,1,"Unranked",0,1,0,0,"FlyFadez",NA,1686877471
41248,"41248-38213.png",7274,"F13",2179059,1969,"F13",0,15,2,"Unranked",0,1,0,0,"AOdyssey",NA,1558011443
41250,"41250-0.png",4820,"Minds of The Wilted",2002956,1968,"",0,10,1,"Unranked",0,1,0,0,"Identified",NA,1664058388
41251,"41251-0.png",5264,"Xekovi",2741154,1967,"XvX",0,15,2,"Unranked",0,1,0,0,"talondude",NA,1684777261
41252,"41252-0.png",5047,"The-Thrones",2152951,1967,"",0,15,2,"Unranked",0,1,0,0,"Bone_Doctor",NA,1533153889
41253,"41253-0.png",4995,"garys crew",2146896,1967,"",0,15,2,"Unranked",0,1,0,0,"garymc1234",NA,1535797042
41254,"41254-0.png",5768,"1927",1432273,1967,"",0,15,3,"Unranked",0,1,0,0,"badmantaffy",NA,1674798725
41255,"41255-19402.png",5734,"Penguin Army",2151171,1967,"PNGN",0,15,1,"Unranked",0,1,0,0,"Birujo",NA,1596438827
41258,"41258-0.png",5006,"Theblazeclan",2141112,1966,":):)",2153198,15,2,"Unranked",0,1,0,0,"the_blaze_man","Theblazewoman",1533421936
41259,"41259-37801.png",268457,"New Republic",2412186,1966,"NR",2882490,50,15,"Gold",0,10,0,14,"Syis","Dtuned",1702485439
41260,"41260-99768.png",4300,"The Forsaken Psycopath",1384454,1966,"",0,10,3,"Unranked",0,1,0,0,"NaFii",NA,1593566588
41261,"41261-0.png",0,"Retirement Village",1591761,1965,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41263,"41263-0.png",4996,"Yokery",2079185,1965,"",0,5,1,"Unranked",0,1,0,0,"Jorden_Core",NA,1549907897
41264,"41264-0.png",4996,"KFC",2096428,1965,"",0,5,1,"Unranked",0,1,0,0,"John_",NA,1576464236
41267,"41267-0.png",4886,"orCkiller",1295129,1964,"",0,10,1,"Unranked",0,1,0,0,"orCaptain",NA,1702487447
41268,"41268-1817.png",0,"Legio X Fretensis",2296527,1964,"SPQR",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
41269,"41269-55900.png",271227,"Nothing Fibonacci",1604728,1964,"NFIB",2899992,50,31,"Bronze",1,3,0,11,"SengLatAung","Fffreak",1700031325
41270,"41270-0.png",2716,"Michaela's",1624648,1963,"",0,10,1,"Unranked",0,1,0,0,"Michaela09",NA,1642963279
41271,"41271-0.png",0,"YURKY WOLFS",2108754,1963,"",0,5,0,"Unranked",0,1,0,0,NA,NA,NA
41272,"41272-0.png",0,"Doctor Zoidberg",2142811,1962,"ZOID",0,20,0,"Unranked",0,1,0,0,NA,NA,NA
41274,"41274-0.png",4971,"b3nk",762464,1962,"",0,5,1,"Unranked",0,1,0,0,"chott3r",NA,1606039198
41275,"41275-0.png",4839,"PlanetP",454452,1962,"",0,10,1,"Unranked",0,1,0,0,"PlanetPotato",NA,1702012551
41276,"41276-0.png",5888,"Draconian Mafia",2155832,1962,"",0,15,1,"Unranked",0,1,0,0,"SketchyGoblin",NA,1537078358
41278,"41278-0.png",1943,"DTR 4 LIFE",1457144,1961,"",0,10,4,"Unranked",0,1,0,0,"piece196",NA,1696356375
41279,"41279-63103.png",6326,"Anime Maniac CO",2090583,1961,"GOKU",0,15,2,"Unranked",0,1,0,0,"SCDoezstuff",NA,1625875228
41280,"41280-0.png",9007,"Fxxk Off Xerxez! ",1855110,1961,"FOX!",0,15,3,"Unranked",0,1,0,0,"Doxxy",NA,1647027611
41281,"41281-0.png",4915,"Night Runners",2151738,1960,"",0,15,2,"Unranked",0,1,0,0,"Zukafu123",NA,1599683888
41283,"41283-0.png",7376,"Akki",1918119,1960,"AKKI",0,15,8,"Unranked",0,1,0,0,"dogmachain",NA,1701829435
41284,"41284-78636.png",0,"So Cool",1785088,1960,"",0,15,0,"Unranked",0,1,0,0,NA,NA,NA
41285,"41285-0.png",4838,"Torn Torn Torn!",158107,1959,"",0,10,1,"Unranked",0,1,0,0,"Sofhy_Vhy",NA,1606556492
41286,"41286-0.png",5169,"28 Group",2654195,1959,"28G",0,15,6,"Unranked",0,1,0,0,"rjc1634",NA,1687111150
