fac1,fac2,fac1_name,fac2_name,wstart,wid,week
48743,53542,Eternal War,Chicago Outfit.,1744873200,24590,2025_16
16312,16628,39th Street Killers X,Chain Reaction,1745002800,24589,2025_16
89,11796,Catalysis,SMTH - Bright Summit,1744898400,24588,2025_16
19,22781,39th Street Killers,The Wolverines,1745006400,24587,2025_16
937,18736,Sport Club,Monarch Research,1744902000,24586,2025_16
8336,8989,Monarch HQ,JUX HQ,1744999200,24585,2025_16
53350,53526,Mild Inconvenience,The Blackout Syndicate,1745089200,24584,2025_16
366,41929,Evolution,Valor,1744902000,24583,2025_16
7835,21368,Monarch Mutation,Escensio Incursus,1744992000,24582,2025_16
11747,13665,Natural Selection II,PT-Penguins,1744923600,24581,2025_16
15961,50208,Raven Peaks,PR - Pontifical Guard,1745096400,24580,2025_16
50479,52916,Knights Templar,Brothers faction,1745010000,24579,2025_16
52026,53726,Savage Warlords,Dr7,1744916400,24578,2025_16
53683,53737,Concrete Soldiers,XOTCCREW,1744959600,24577,2025_16
6731,10174,The Next Level,AQUA-Poseidon,1744912800,24576,2025_16
46022,51926,Chrondawgs,Inglorious Basterds,1745013600,24575,2025_16
37595,50844,Firequackers,{Wars} 2.0,1744909200,24574,2025_16
53459,53652,Jamaican Cruise Lines,Torn Exchange (T-EX),1745010000,24573,2025_16
52875,53704,TS (ThinkStation),Taco Johns,1744909200,24572,2025_16
2013,14821,Subversive  Alliance,JFK - Future Killers,1745002800,24571,2025_16
48433,51054,THE RICK HORRORS,Jovangers union,1744855200,24570,2025_16
52042,53249,Perfectly Violent Society,55th St Asylum,1745013600,24569,2025_16
48243,52870,Little Lizards,Department of Injustice,1744855200,24568,2025_16
3241,9041,JFK,PT-Calculated,1744995600,24567,2025_16
52418,53469,The BellaNostra Family,Brilliant Star,1744923600,24566,2025_16
8422,8867,Monarch Cupid,Monarch Chrysalis,1744999200,24565,2025_16
8468,23952,Bloodbath and Beyond,Midnight Plague,1744912800,24564,2025_16
15256,18963,Defenestration,Search &amp; Destroy,1745002800,24563,2025_16
48805,51516,The Next Episode,Vault 99,1744851600,24562,2025_16
46673,50975,Mechanized Midgets,BASH BACK,1745092800,24561,2025_16
48815,53100,Monolith,Menacing Monkeys,1745013600,24560,2025_16
49437,50433,The Bulwark,Golden Dawn Mafia,1744920000,24559,2025_16
8869,48087,Bendetti,Endless Euphoria,1744995600,24558,2025_16
49710,53465,HellSpawn,Rift of Ruin,1745060400,24557,2025_16
