"start","end","winner","forfeit","ID","fid1","score1","atk1","resp1","pts1","cache1","rb1","ra1","membs1","fid2","score2","atk2","resp2","pts2","cache2","rb2","ra2","membs2","win1","win2","rew1","rew2"
1631438852,1631968062,42485,0,72,"42485",0,0,3777,56693000,6.8e+08,"Unranked","Silver II",49,"45171",0,0,2273,34125000,4.15e+08,"Unranked","Silver",46,TRUE,FALSE,736693000,0
1632240000,1632494950,45171,0,74,"42485",280,20,2598,38993500,6.15e+08,"Diamond V","Diamond IV",45,"45171",2584,213,25382,381108000,4.96e+09,"Diamond V","Diamond VI",45,FALSE,TRUE,0,5341108000
1633072535,1603102404,42113,0,75,"37706",1806,240,1062,15925000,1.8e+08,"Bronze I","Bronze",13,"42113",3607,483,1429,21476000,0,"Unranked","Bronze I",13,FALSE,TRUE,0,21476000
1633619759,1633621081,37706,1,79,"37706",0,0,3823,57421000,7.35e+08,"Gold II","Gold III",12,"42113",0,0,0,0,0,"Gold II","Gold I",10,TRUE,FALSE,792421000,0
1634735790,1634740975,37706,0,81,"37706",2503,1,2941,44180500,5e+08,"Gold III","Gold III",12,"42113",100,0,365,5460000,0,"Silver III","Silver I",9,TRUE,FALSE,544180500,0
1635940800,1635955987,11747,0,89,"231",7263,554,1543,23159500,2.35e+08,"Unranked","Unranked",94,"11747",12287,807,4959,74438000,9.45e+08,"Unranked","Bronze I",99,FALSE,TRUE,0,1019438000
1636386900,1636916105,37706,0,90,"37706",48,6,4006,60151000,1.53e+09,"Gold III","Gold III",12,"42113",29,9,679,10192000,0,"Bronze","Bronze",9,TRUE,FALSE,1590151000,0
1636560000,1636591438,8989,0,92,"8989",16882,1352,2499,37537500,9.15e+08,"Unranked","Bronze I",92,"27370",4877,431,1023,15379000,0,"Unranked","Unranked",92,TRUE,FALSE,952537500,0
1636452000,1636981211,42485,0,93,"42485",0,0,2536,38083500,8.75e+08,"Bronze I","Bronze II",32,"45171",0,0,3640,54645500,1.39e+09,"Gold I","Gold",43,TRUE,FALSE,913083500,0
1636642800,1636862132,15446,0,94,"8819",19906,2770,1741,26162500,6.25e+08,"Unranked","Unranked",80,"15446",29809,3557,2772,41632500,1.125e+09,"Unranked","Bronze I",87,FALSE,TRUE,0,1166632500
1637172000,1637214459,44762,0,95,"38482",2247,365,581,8736000,1.8e+08,"Unranked","Unranked",39,"44762",6448,837,1443,21658000,5.95e+08,"Unranked","Bronze I",37,FALSE,TRUE,0,616658000
1637161200,1637180920,31764,0,96,"8795",1373,273,813,12194000,2.35e+08,"Unranked","Unranked",86,"31764",8174,1063,2397,35990500,0,"Unranked","Bronze I",89,FALSE,TRUE,0,35990500
1637251200,1637287684,43325,0,97,"13307",466,114,464,6961500,1.8e+08,"Unranked","Unranked",69,"43325",6267,986,2528,37947000,0,"Unranked","Bronze I",69,FALSE,TRUE,0,37947000
1637395200,1637838010,42113,0,98,"37706",0,0,832,12512500,2.35e+08,"Gold III","Gold I",12,"42113",10,2,2399,36036000,0,"Bronze","Bronze I",9,FALSE,TRUE,0,36036000
1637438400,1637491364,8938,0,99,"6731",10391,1119,1865,27982500,6.8e+08,"Unranked","Unranked",98,"8938",17893,1613,3240,48639500,1.235e+09,"Unranked","Bronze I",100,FALSE,TRUE,0,1283639500
1637769600,1637898387,13502,0,100,"9100",38353,3529,1390,20884500,4.45e+08,"Unranked","Unranked",97,"13502",44866,3469,2961,44453500,1.085e+09,"Unranked","Bronze I",95,FALSE,TRUE,0,1129453500
1638388800,1638405336,12893,0,101,"12893",9814,1021,3252,48821500,1.11e+09,"Unranked","Bronze I",96,"14760",2506,318,1081,16243500,4.15e+08,"Unranked","Unranked",91,TRUE,FALSE,1158821500,0
1638381600,1638410299,22492,0,102,"22492",12644,1072,2838,42633500,1.07e+09,"Unranked","Bronze I",96,"33458",5237,475,1142,17153500,0,"Unranked","Unranked",93,TRUE,FALSE,1112633500,0
1639047600,1639490411,37706,0,105,"37706",0,0,1181,17745000,3.2e+08,"Unranked","Bronze I",13,"42485",0,0,1088,16334500,0,"Unranked","Unranked",31,TRUE,FALSE,337745000,0
1639159200,1639195410,16040,0,106,"16040",9193,1456,2756,41359500,1.07e+09,"Unranked","Bronze I",92,"40420",1691,271,779,11693500,0,"Unranked","Unranked",99,TRUE,FALSE,1111359500,0
1639148400,1639162212,8422,0,107,"19",1993,220,904,13559000,3.2e+08,"Unranked","Unranked",93,"8422",9304,743,2739,41132000,8.75e+08,"Unranked","Bronze I",88,FALSE,TRUE,0,916132000
1639144800,1639259545,10566,0,108,"10566",19688,2207,2380,35717500,9.45e+08,"Unranked","Bronze I",84,"42125",12947,1521,1534,23023000,5.55e+08,"Unranked","Unranked",94,TRUE,FALSE,980717500,0
1639152000,1639177681,9412,0,109,"9412",9520,878,2688,40358500,9.15e+08,"Unranked","Bronze I",85,"10856",2212,289,812,12194000,0,"Unranked","Unranked",96,TRUE,FALSE,955358500,0
1639159200,1639178136,9533,0,110,"9533",16870,974,3120,46865000,1.15e+09,"Unranked","Bronze I",100,"16628",9361,621,1424,21385000,5e+08,"Unranked","Unranked",93,TRUE,FALSE,1196865000,0
1639144800,1639188355,16335,0,111,"15226",516,120,706,10601500,2.35e+08,"Unranked","Unranked",100,"16335",8024,1257,2797,41996500,1e+09,"Unranked","Bronze I",100,FALSE,TRUE,0,1041996500
1639148400,1639190577,36891,0,112,"15446",4782,586,1430,21476000,4.7e+08,"Unranked","Unranked",99,"36891",12184,1188,2986,44817500,1.095e+09,"Unranked","Bronze I",100,FALSE,TRUE,0,1139817500
1639155600,1639239589,15929,0,113,"8537",6203,1156,1197,17972500,4.15e+08,"Unranked","Unranked",97,"15929",13613,1865,2747,41268500,1.07e+09,"Unranked","Bronze I",85,FALSE,TRUE,0,1111268500
1639152000,1639176437,89,0,114,"89",14396,1014,3045,45727500,1.085e+09,"Unranked","Bronze I",97,"11581",7084,531,1577,23660000,0,"Unranked","Unranked",95,TRUE,FALSE,1130727500,0
1639148400,1639228467,36134,0,115,"13842",8160,1023,1531,22977500,5.95e+08,"Unranked","Unranked",92,"36134",15663,2150,3567,53553500,1.39e+09,"Unranked","Bronze I",99,FALSE,TRUE,0,1443553500
1639238400,1639271466,30009,0,116,"26312",2428,460,804,12057500,2.35e+08,"Unranked","Unranked",81,"30009",9331,1054,3227,48457500,1.125e+09,"Unranked","Bronze I",81,FALSE,TRUE,0,1173457500
1639242000,1639303486,5431,0,117,"5431",14581,1500,3536,53098500,1.39e+09,"Unranked","Bronze I",98,"9305",7276,1287,1263,18973500,4.15e+08,"Unranked","Unranked",93,TRUE,FALSE,1443098500,0
1639242000,1639666810,46529,0,118,"46529",3523,1009,1060,15925000,3.2e+08,"Unranked","Bronze I",22,"46763",3362,1160,579,8690500,0,"Unranked","Unranked",18,TRUE,FALSE,335925000,0
1639245600,1639294092,15644,0,119,"15644",10733,1515,3096,46501000,1.25e+09,"Unranked","Bronze I",99,"36660",3330,624,1133,17017000,0,"Unranked","Unranked",91,TRUE,FALSE,1296501000,0
1639256400,1639507750,16696,0,120,"16696",12952,2202,2486,37310000,9.85e+08,"Unranked","Bronze I",58,"39788",9602,1981,1151,17290000,4.15e+08,"Unranked","Unranked",70,TRUE,FALSE,1022310000,0
1639353600,1639538828,43699,0,121,"43699",3424,574,1479,22204000,5e+08,"Unranked","Bronze I",30,"46127",1184,293,481,7234500,0,"Unranked","Unranked",21,TRUE,FALSE,522204000,0
1639339200,1639359231,8400,0,122,"8400",9908,975,2892,43407000,1.095e+09,"Unranked","Bronze I",97,"27223",2508,296,1087,16334500,0,"Unranked","Unranked",98,TRUE,FALSE,1138407000,0
1639324800,1639349490,21234,0,123,"21234",7992,898,2688,40358500,1e+09,"Unranked","Bronze I",90,"30085",1091,225,723,10874500,0,"Unranked","Unranked",84,TRUE,FALSE,1040358500,0
1639339200,1639546286,8944,0,124,"8944",4200,1260,1575,23660000,5.55e+08,"Unranked","Bronze I",42,"19764",1290,327,805,12103000,0,"Unranked","Unranked",47,TRUE,FALSE,578660000,0
1639332000,1639452696,9055,0,125,"9055",19004,2431,1879,28210000,8.05e+08,"Unranked","Bronze I",65,"21665",13690,1529,1088,16334500,0,"Unranked","Unranked",67,TRUE,FALSE,833210000,0
1639504800,1639519247,9036,0,126,"9036",11535,929,2497,37492000,8.75e+08,"Unranked","Bronze I",96,"22781",4070,407,1582,23751000,6.25e+08,"Unranked","Unranked",97,TRUE,FALSE,912492000,0
1639450800,1639790932,37838,0,127,"37838",6628,1648,1971,29575000,6.8e+08,"Unranked","Bronze I",49,"38741",5350,1366,931,13968500,0,"Unranked","Unranked",42,TRUE,FALSE,709575000,0
1639483200,1639677972,46805,0,128,"37803",896,254,393,5915000,1.8e+08,"Unranked","Unranked",21,"46805",2967,539,1239,18609500,0,"Unranked","Bronze I",21,FALSE,TRUE,0,18609500
1639483200,1639497905,44625,1,129,"38319",806,136,0,0,0,"Unranked","Unranked",28,"44625",923,156,1557,23387000,0,"Unranked","Bronze I",38,FALSE,TRUE,0,23387000
1639508400,1639661391,37530,0,130,"32535",691,197,494,7416500,1.8e+08,"Unranked","Unranked",57,"37530",4832,1274,2074,31122000,7.65e+08,"Unranked","Bronze I",58,FALSE,TRUE,0,796122000
1639612800,1639965611,42188,0,131,"42188",1369,426,1031,15470000,3.2e+08,"Unranked","Bronze I",14,"46568",743,196,497,7462000,0,"Unranked","Unranked",13,TRUE,FALSE,335470000,0
1639602000,1639625915,10818,0,132,"7969",730,177,541,8144500,1.8e+08,"Unranked","Unranked",91,"10818",7940,1104,2983,44772000,1.24e+09,"Unranked","Bronze I",84,FALSE,TRUE,0,1284772000
1639602000,1639647590,26043,0,133,"8766",4893,511,1111,16698500,3.2e+08,"Unranked","Unranked",89,"26043",11893,1271,3426,51460500,1.305e+09,"Unranked","Bronze I",93,FALSE,TRUE,0,1356460500
1639612800,1639718681,8566,0,134,"8566",8424,1362,1958,29393000,6.4e+08,"Unranked","Bronze I",57,"45040",3904,601,891,13377000,0,"Unranked","Unranked",44,TRUE,FALSE,669393000,0
1639587600,1639600623,22492,0,135,"8085",870,151,718,10783500,1.8e+08,"Unranked","Unranked",91,"22492",8385,620,3021,45363500,1.11e+09,"Unranked","Bronze I",100,FALSE,TRUE,0,1155363500
1639576800,1639651781,38847,1,136,"8255",6264,811,0,0,0,"Unranked","Unranked",44,"38847",5207,799,1898,28483000,8.05e+08,"Unranked","Bronze I",55,FALSE,TRUE,0,833483000
1639580400,1639607782,9176,0,137,"9176",10976,1322,3011,45227000,1.15e+09,"Unranked","Bronze I",99,"25025",3574,557,1148,17244500,0,"Unranked","Unranked",93,TRUE,FALSE,1195227000,0
1639576800,1639614383,43325,0,138,"10741",13,3,411,6188000,1.8e+08,"Unranked","Unranked",81,"43325",6313,912,2211,33215000,7.35e+08,"Unranked","Bronze I",69,FALSE,TRUE,0,768215000
1639666800,1639758513,35739,0,139,"7935",7921,1344,1709,25662000,6.25e+08,"Unranked","Unranked",87,"35739",15174,2484,2863,42997500,1.125e+09,"Unranked","Bronze I",100,FALSE,TRUE,0,1167997500
1639666800,1639917149,8437,0,140,"8437",3342,792,1395,20930000,4.45e+08,"Unranked","Bronze I",25,"38887",1668,456,564,8463000,0,"Unranked","Unranked",25,TRUE,FALSE,465930000,0
1639677600,1639875953,35831,0,141,"35831",8953,2291,2264,33988500,8.9e+08,"Unranked","Bronze I",64,"37450",5077,1082,1585,23796500,6.25e+08,"Unranked","Unranked",69,TRUE,FALSE,923988500,0
1639717200,1639992867,47618,0,142,"47053",219,74,427,6415500,1.8e+08,"Unranked","Unranked",19,"47618",1441,446,784,11784500,0,"Unranked","Bronze I",14,FALSE,TRUE,0,11784500
1639764000,1640020723,39549,0,143,"39549",5265,1216,1963,29484000,6.8e+08,"Unranked","Bronze I",50,"42573",2923,717,842,12649000,0,"Unranked","Unranked",41,TRUE,FALSE,709484000,0
1639684800,1639752318,13789,0,144,"13377",7034,1113,1346,20202000,4.45e+08,"Unranked","Unranked",85,"13789",14034,1517,2843,42679000,1.025e+09,"Unranked","Bronze I",87,FALSE,TRUE,0,1067679000
1639717200,1639918837,44579,0,145,"44579",2111,421,1273,19110000,4.15e+08,"Unranked","Bronze I",14,"47229",566,170,355,5323500,0,"Unranked","Unranked",13,TRUE,FALSE,434110000,0
1639764000,1639797409,41419,0,146,"40692",2156,385,1021,15333500,3.2e+08,"Unranked","Unranked",79,"41419",8656,1817,2336,35080500,7.9e+08,"Unranked","Bronze I",84,FALSE,TRUE,0,825080500
1639756800,1639786604,37595,0,147,"37595",6759,1110,2518,37810500,1.04e+09,"Unranked","Bronze I",81,"38547",356,85,500,7507500,0,"Unranked","Unranked",78,TRUE,FALSE,1077810500,0
1639767600,1639805914,22295,0,148,"22295",9392,1130,2764,41496000,1e+09,"Unranked","Bronze I",95,"28205",2089,379,977,14651000,0,"Unranked","Unranked",88,TRUE,FALSE,1041496000,0
1639756800,1639769025,36891,0,149,"8076",689,106,605,9100000,1.8e+08,"Unranked","Unranked",95,"36891",9290,918,4926,73983000,1.915e+09,"Bronze I","Bronze II",95,FALSE,TRUE,0,1988983000
1639836000,1639914884,16040,0,150,"16040",16687,2001,4205,63154000,1.555e+09,"Bronze I","Bronze II",94,"16335",7687,1186,1942,29165500,7.35e+08,"Bronze I","Bronze",100,TRUE,FALSE,1618154000,0
1639843200,1639872378,41853,0,151,"41853",5608,845,1758,26390000,6.8e+08,"Unranked","Bronze I",49,"41929",407,119,442,6643000,0,"Unranked","Unranked",62,TRUE,FALSE,706390000,0
1639875600,1639944324,30009,0,152,"27902",6102,955,1264,18973500,4.15e+08,"Unranked","Unranked",83,"30009",14311,1776,3714,55783000,1.415e+09,"Bronze I","Bronze II",84,FALSE,TRUE,0,1470783000
1639936800,1640109041,43428,0,153,"38761",8688,1613,1373,20611500,4.45e+08,"Unranked","Unranked",81,"43428",13558,2260,2923,43907500,1.085e+09,"Unranked","Bronze I",73,FALSE,TRUE,0,1128907500
1639958400,1639962207,13665,0,154,"13665",7754,660,3124,46910500,1.18e+09,"Unranked","Bronze I",95,"20465",214,26,453,6779500,0,"Unranked","Unranked",91,TRUE,FALSE,1226910500,0
1639929600,1639965626,15446,0,155,"14432",4119,672,1243,18655000,4.45e+08,"Unranked","Unranked",96,"15446",11522,1358,3294,49458500,1.15e+09,"Unranked","Bronze I",99,FALSE,TRUE,0,1199458500
1639965600,1639997797,37426,1,156,"37426",606,170,1271,19064500,4.45e+08,"Unranked","Bronze I",30,"44538",36,11,0,0,0,"Unranked","Unranked",21,TRUE,FALSE,464064500,0
1640044800,1640227196,41889,0,157,"41803",551,171,246,3685500,0,"Unranked","Unranked",11,"41889",2234,330,840,12603500,0,"Unranked","Bronze I",13,FALSE,TRUE,0,12603500
1640019600,1640095318,37132,0,158,"21368",9275,1443,1437,21567000,5e+08,"Unranked","Unranked",97,"37132",16684,2280,2839,42633500,1.095e+09,"Unranked","Bronze I",95,FALSE,TRUE,0,1137633500
1640041200,1640046133,37933,1,159,"37933",403,91,1416,21248500,5e+08,"Unranked","Bronze I",33,"42830",0,0,0,0,0,"Unranked","Unranked",28,TRUE,FALSE,521248500,0
1640005200,1640050986,7282,0,160,"7282",8425,1136,2404,36081500,9.15e+08,"Unranked","Bronze I",61,"21040",2521,505,918,13786500,0,"Unranked","Unranked",69,TRUE,FALSE,951081500,0
1640098800,1640134902,36134,0,161,"9405",1762,336,813,12194000,2.35e+08,"Unranked","Unranked",96,"36134",10662,1405,4805,72163000,1.935e+09,"Bronze I","Bronze II",99,FALSE,TRUE,0,2007163000
1640156400,1640241223,27266,0,162,"27266",5812,833,2623,39403000,9.45e+08,"Unranked","Bronze I",68,"40200",309,84,450,6779500,0,"Unranked","Unranked",62,TRUE,FALSE,984403000,0
1639985946,1640088329,42485,0,163,"42485",4290,3,2782,41769000,9.6e+08,"Unranked","Bronze I",31,"45171",300,1,369,5551000,0,"Unranked","Unranked",45,TRUE,FALSE,1001769000,0
1640228400,1640410600,43707,0,164,"43707",3313,724,1187,17836000,4.45e+08,"Unranked","Bronze I",25,"46088",1122,342,365,5460000,0,"Unranked","Unranked",13,TRUE,FALSE,462836000,0
1640188800,1640200506,2736,0,165,"2736",7408,664,2568,38538500,9.15e+08,"Unranked","Bronze I",98,"18569",0,0,502,7553000,0,"Unranked","Unranked",64,TRUE,FALSE,953538500,0
1640278800,1640509209,37530,0,166,"37530",6290,1334,2799,42042000,1e+09,"Bronze I","Bronze II",59,"41545",2550,648,1047,15743000,0,"Unranked","Unranked",60,TRUE,FALSE,1042042000,0
1640293200,1640366641,45040,0,167,"32535",739,171,387,5824000,1.8e+08,"Unranked","Unranked",37,"45040",5538,783,2180,32714500,7.65e+08,"Unranked","Bronze I",45,FALSE,TRUE,0,797714500
1640361600,1640374750,18736,0,168,"8076",859,123,707,10601500,1.8e+08,"Unranked","Unranked",99,"18736",8359,819,2715,40768000,8.75e+08,"Unranked","Bronze I",100,FALSE,TRUE,0,915768000
1640350800,1640556010,41066,0,169,"37803",137,50,241,3640000,0,"Unranked","Unranked",16,"41066",1799,620,1027,15424500,0,"Unranked","Bronze I",38,FALSE,TRUE,0,15424500
1640462400,1640508168,38847,0,170,"28205",1371,361,761,11420500,2.35e+08,"Unranked","Unranked",79,"38847",8873,1138,2959,44408000,1.095e+09,"Bronze I","Bronze II",71,FALSE,TRUE,0,1139408000
1640455200,1640549745,40692,0,171,"7969",3264,857,1188,17836000,3.2e+08,"Unranked","Unranked",93,"40692",10155,1621,2765,41496000,1e+09,"Unranked","Bronze I",75,FALSE,TRUE,0,1041496000
1640548800,1640857298,37450,0,172,"37450",7860,1891,2156,32350500,8.6e+08,"Unranked","Bronze I",53,"40774",5841,1411,1231,18473000,0,"Unranked","Unranked",53,TRUE,FALSE,892350500,0
1640577600,1640626911,41929,0,173,"9110",477,141,360,5414500,0,"Unranked","Unranked",50,"41929",5477,906,3019,45318000,1.125e+09,"Unranked","Bronze I",54,FALSE,TRUE,0,1170318000
1640541600,1640923211,41291,0,174,"8536",1554,517,555,8326500,1.8e+08,"Unranked","Unranked",16,"41291",2056,489,1503,22568000,6.25e+08,"Unranked","Bronze I",23,FALSE,TRUE,0,647568000
1640613600,1640823248,44404,0,175,"42685",1072,350,440,6597500,1.8e+08,"Unranked","Unranked",20,"44404",2762,661,1441,21658000,0,"Unranked","Bronze I",19,FALSE,TRUE,0,21658000
1640703600,1640740216,9176,0,176,"9176",11437,1277,4406,66157000,1.585e+09,"Bronze I","Bronze II",97,"15446",2636,400,1501,22522500,5e+08,"Bronze I","Bronze",91,TRUE,FALSE,1651157000,0
1640700000,1640890810,7282,0,177,"7282",3982,672,1573,23614500,5.55e+08,"Bronze I","Bronze II",24,"14035",1507,342,432,6506500,0,"Unranked","Unranked",18,TRUE,FALSE,578614500,0
1640696400,1640713242,8836,0,178,"8836",10934,961,2811,42224000,1.125e+09,"Unranked","Bronze I",98,"20465",3372,366,907,13604500,0,"Unranked","Unranked",89,TRUE,FALSE,1167224000,0
1640782800,1640865359,16247,0,179,"16247",14696,2093,2636,39585000,1e+09,"Unranked","Bronze I",78,"16424",7595,1154,1301,19519500,0,"Unranked","Unranked",89,TRUE,FALSE,1039585000,0
1640790000,1640849223,36134,0,180,"21234",11644,1338,1887,28346500,7.35e+08,"Bronze I","Bronze",84,"36134",20249,2261,5403,81126500,2.085e+09,"Bronze II","Bronze III",94,FALSE,TRUE,0,2166126500
1640808000,1640854547,46763,1,181,"41225",817,180,0,0,0,"Unranked","Unranked",13,"46763",899,262,1772,26617500,6.8e+08,"Unranked","Bronze I",24,FALSE,TRUE,0,706617500
1640804400,1640832986,22492,0,182,"22492",16457,1384,4345,65247000,1.585e+09,"Bronze I","Bronze II",100,"36891",7452,711,2152,32305000,7.35e+08,"Bronze II","Bronze I",90,TRUE,FALSE,1650247000,0
1640876400,1641218410,43793,0,183,"37933",3363,1152,940,14105000,3.2e+08,"Bronze I","Bronze",30,"43793",4527,1062,1393,20930000,5.95e+08,"Unranked","Bronze I",26,FALSE,TRUE,0,615930000
1640959200,1640977291,42125,0,184,"15226",601,140,676,10146500,0,"Unranked","Unranked",93,"42125",8014,896,3259,48912500,1.265e+09,"Unranked","Bronze I",98,FALSE,TRUE,0,1313912500
1640995200,1641280362,47696,0,185,"47696",3488,645,856,12831000,2.35e+08,"Unranked","Bronze I",10,"47697",2556,365,486,7280000,0,"Unranked","Unranked",10,TRUE,FALSE,247831000,0
1640962800,1641020299,7049,0,186,"7049",12459,1993,3125,46910500,1.125e+09,"Unranked","Bronze I",100,"10960",4957,720,1115,16744000,4.15e+08,"Unranked","Unranked",77,TRUE,FALSE,1171910500,0
1640966400,1641064237,18736,0,187,"8397",12971,1418,1462,21931000,4.7e+08,"Unranked","Unranked",97,"18736",22627,2316,4770,71617000,1.735e+09,"Bronze I","Bronze II",100,FALSE,TRUE,0,1806617000
1641045600,1641193562,10741,0,188,"7074",2295,577,1043,15652000,4.15e+08,"Unranked","Unranked",81,"10741",7789,2074,4122,61880000,1.57e+09,"Unranked","Bronze I",88,FALSE,TRUE,0,1631880000
1641049200,1641069182,21665,0,189,"10610",1494,330,908,13650000,3.2e+08,"Unranked","Unranked",92,"21665",8798,1187,3704,55601000,1.39e+09,"Unranked","Bronze I",93,FALSE,TRUE,0,1445601000
1641042000,1641318447,39863,0,190,"39863",1396,605,1086,16289000,4.15e+08,"Unranked","Bronze I",22,"47695",174,71,231,3458000,0,"Unranked","Unranked",12,TRUE,FALSE,431289000,0
1641078000,1641145014,8537,0,191,"8537",17492,2626,4214,63290500,1.625e+09,"Unranked","Bronze I",93,"38847",8885,1199,2116,31759000,7.35e+08,"Bronze II","Bronze I",90,TRUE,FALSE,1688290500,0
1641153600,1641351150,35831,0,192,"35831",9065,1942,4164,62517000,1.7e+09,"Bronze I","Bronze II",62,"37530",4698,1070,1453,21794500,5e+08,"Bronze II","Bronze I",61,TRUE,FALSE,1762517000,0
1641135600,1641276529,10877,0,193,"10877",8099,1653,2114,31759000,7.65e+08,"Unranked","Bronze I",64,"15595",3310,756,957,14378000,0,"Unranked","Unranked",66,TRUE,FALSE,796759000,0
1641153600,1641445210,46529,0,194,"46529",1909,585,2165,32487000,7.65e+08,"Bronze I","Bronze II",19,"46568",586,204,311,4686500,0,"Unranked","Unranked",13,TRUE,FALSE,797487000,0
1641135600,1641262224,41066,0,195,"41066",6429,1365,2434,36536500,8.6e+08,"Bronze I","Bronze II",70,"44040",1763,409,846,12694500,0,"Unranked","Unranked",48,TRUE,FALSE,896536500,0
1641139200,1641149734,9041,0,196,"9036",2275,221,1216,18245500,3.2e+08,"Bronze I","Bronze",95,"9041",10875,811,3030,45500000,1.125e+09,"Unranked","Bronze I",93,FALSE,TRUE,0,1170500000
1641178800,1641404999,37426,1,197,"21973",2415,512,0,0,0,"Unranked","Unranked",21,"37426",2217,630,2550,38311000,1e+09,"Bronze I","Bronze II",30,FALSE,TRUE,0,1038311000
1641160800,1641262897,30820,0,198,"23952",18341,2088,1369,20566000,4.45e+08,"Unranked","Unranked",96,"30820",25474,3282,2810,42178500,1.025e+09,"Unranked","Bronze I",98,FALSE,TRUE,0,1067178500
1641218400,1641232040,44579,1,199,"43752",50,16,0,0,0,"Unranked","Unranked",20,"44579",757,144,1684,25298000,6.25e+08,"Bronze I","Bronze II",20,FALSE,TRUE,0,650298000
1641229200,1641278263,9533,0,200,"230",27258,1430,1777,26663000,6.8e+08,"Unranked","Unranked",97,"9533",36267,2443,3915,58786000,1.445e+09,"Bronze I","Bronze II",100,FALSE,TRUE,0,1503786000
1641214800,1641250676,21040,0,201,"21040",5512,748,2472,37128000,8.9e+08,"Unranked","Bronze I",60,"26312",405,113,346,5187000,0,"Unranked","Unranked",49,TRUE,FALSE,927128000,0
1641214800,1641254402,15837,0,202,"15837",7689,1216,2522,37856000,8.9e+08,"Unranked","Bronze I",69,"41929",789,161,918,13786500,0,"Bronze I","Bronze",51,TRUE,FALSE,927856000,0
1641250800,1641369092,10566,0,203,"10566",15571,2894,3166,47547500,1.295e+09,"Bronze I","Bronze II",75,"40692",8653,1255,1675,25161500,6.5e+08,"Bronze I","Bronze",74,TRUE,FALSE,1342547500,0
1641236400,1641278129,39788,0,204,"32535",27,13,272,4095000,0,"Unranked","Unranked",38,"39788",3830,631,1330,19974500,5e+08,"Unranked","Bronze I",32,FALSE,TRUE,0,519974500
1641222000,1641282411,16335,0,205,"12249",4296,633,957,14378000,2.35e+08,"Unranked","Unranked",85,"16335",12799,2003,5645,84766500,2.17e+09,"Bronze","Bronze I",85,FALSE,TRUE,0,2254766500
1641322800,1641468904,15655,0,206,"7818",8370,1334,1199,18018000,4.45e+08,"Unranked","Unranked",77,"15655",13682,1905,2802,42087500,1.095e+09,"Unranked","Bronze I",78,FALSE,TRUE,0,1137087500
1641304800,1641324974,33007,0,207,"20465",1739,221,840,12603500,2.35e+08,"Unranked","Unranked",92,"33007",9044,731,3424,51415000,1.235e+09,"Unranked","Bronze I",93,FALSE,TRUE,0,1286415000
1641322800,1641345223,30009,0,208,"13343",1135,229,841,12649000,2.35e+08,"Unranked","Unranked",84,"30009",9135,1041,3570,53599000,1.235e+09,"Bronze II","Bronze III",84,FALSE,TRUE,0,1288599000
1641304800,1641349659,28073,0,209,"7969",5607,826,1351,20293000,5e+08,"Unranked","Unranked",89,"28073",12810,2011,3173,47638500,1.18e+09,"Unranked","Bronze I",90,FALSE,TRUE,0,1227638500
1641308400,1641483390,38319,0,210,"38319",3955,460,1399,21021000,4.45e+08,"Unranked","Bronze I",21,"41227",1986,441,419,6279000,0,"Unranked","Unranked",13,TRUE,FALSE,466021000,0
1641333600,1641465093,42650,0,211,"41853",7600,1169,1578,23705500,5.95e+08,"Bronze I","Bronze",60,"42650",13517,2088,2721,40859000,1e+09,"Unranked","Bronze I",61,FALSE,TRUE,0,1040859000
1641322800,1641369567,9100,0,212,"8836",10363,903,2017,30303000,6.8e+08,"Bronze I","Bronze",94,"9100",19366,1465,4341,65201500,1.555e+09,"Unranked","Bronze I",91,FALSE,TRUE,0,1620201500
1641402000,1641535791,44865,0,213,"41238",9730,1807,1221,18336500,5.4e+08,"Unranked","Unranked",95,"44865",16010,2262,3439,51642500,1.265e+09,"Unranked","Bronze I",98,FALSE,TRUE,0,1316642500
1641394800,1641473236,15446,0,214,"15446",17630,2221,4974,74665500,1.765e+09,"Bronze","Bronze I",90,"25025",8725,1245,1657,24888500,5.55e+08,"Unranked","Unranked",97,TRUE,FALSE,1839665500,0
1641394800,1641531609,44404,0,215,"10826",232,84,234,3503500,0,"Unranked","Unranked",19,"44404",2956,612,1409,21157500,0,"Bronze I","Bronze II",19,FALSE,TRUE,0,21157500
1641481200,1641490625,11581,0,216,"11581",8358,584,4139,62153000,1.53e+09,"Unranked","Bronze I",97,"14078",950,104,709,10647000,0,"Unranked","Unranked",95,TRUE,FALSE,1592153000,0
1641481200,1641645131,16424,0,217,"16424",19408,2846,3144,47229000,1.21e+09,"Unranked","Bronze I",81,"46442",13948,2058,1315,19747000,0,"Unranked","Unranked",88,TRUE,FALSE,1257229000,0
1641474000,1641581674,44625,0,218,"41775",1013,214,391,5869500,1.8e+08,"Unranked","Unranked",26,"44625",5056,1097,2008,30166500,7.35e+08,"Bronze I","Bronze II",35,FALSE,TRUE,0,765166500
1641510000,1641609316,9420,0,219,"9420",8443,1192,1246,18700500,4.45e+08,"Unranked","Bronze I",35,"45040",3547,757,1268,19019000,5e+08,"Bronze I","Bronze",46,TRUE,FALSE,463700500,0
1641513600,1641916505,46088,0,220,"46088",1603,529,1028,15424500,4.15e+08,"Unranked","Bronze I",9,"47238",1325,371,407,6097000,0,"Unranked","Unranked",11,TRUE,FALSE,430424500,0
