cor,V2,V3,N2,N1
0.899708010599225,3005254,3131295,16,17
0.880797477178605,3646560,3653353,24,25
0.84295607695296,179208,3613770,117,122
0.838949915074758,2326653,2966467,124,119
0.834962807279693,1970869,3487587,114,116
0.833002265238681,1973007,2599616,25,24
0.823484138357337,2710847,3077998,18,20
0.822497314287359,1970869,2656557,113,116
0.821820651921747,3029152,3487587,114,115
0.81524926686217,2966467,3611342,124,124
0.813796576280717,3456053,3456532,18,23
0.805866520846256,2200246,2798058,21,20
0.799575696943831,3569365,3582938,22,24
0.798350284263205,1970869,3169212,111,116
0.79704128840511,3230755,3547169,115,112
0.79666410207525,3244939,3611342,124,118
0.796364574649802,2326653,2396695,112,119
0.794810667981998,179208,3247296,113,122
0.794264695543985,770641,2838827,114,106
0.79214905343386,2326653,3487587,114,119
0.79193298305261,3649710,3649791,23,21
0.791872596254202,108922,3611342,124,110
0.790031213125445,2258134,3637948,34,38
0.78830977460066,2099808,3613770,117,104
0.787869391797091,2775485,3487587,114,103
0.787491188816194,1970869,3376130,125,116
0.787371724122335,2775485,3469677,102,103
0.78697950615737,108922,3487587,114,110
0.784762075666952,2520656,2842410,122,130
0.784467359766449,2792921,2966467,124,117
0.781676413255361,2436236,2838827,114,114
0.780821810491973,3247296,3613770,117,113
0.780656146845616,3318248,3592016,72,68
0.780301051053384,27297,1546551,121,113
0.778924058606249,2326653,3128897,108,119
0.778543157386647,3301685,3487587,114,118
0.777853992148912,179208,3487587,114,122
0.77671125884479,2221287,2538827,120,131
0.775170684592409,1970869,2596958,109,116
0.772559441551381,1970869,3611342,124,116
0.772555144641942,2326653,3613770,117,119
0.772305034499252,2668287,2684392,122,111
0.771636721062905,179208,3257746,125,122
0.769227081453919,2656557,3487587,114,113
0.768584415068995,2100801,2326653,119,112
0.767620607059291,1970869,3182393,113,116
0.764888819779195,3456608,3470562,59,59
0.764568999812284,3257746,3487587,114,125
0.764062306877658,2099808,2326653,119,104
0.763671531563214,1546551,3497161,121,121
0.762453036625988,2326653,2758625,109,119
0.762249424283669,3236245,3247296,113,109
0.762074686979165,1970869,3613770,117,116
0.761651956135903,2099808,2792921,117,104
0.761330299181249,3230755,3626844,110,112
0.760119230860557,2326653,2766039,116,119
0.758928571428571,3230755,3410923,112,112
0.758116179028013,2099808,2758625,109,104
0.757986612607202,1970869,3257746,125,116
0.75734490746649,2792921,3581753,120,117
0.756890232692174,152511,3487587,114,105
0.756724242341534,914753,3487587,114,100
0.756640827023958,2326653,3244939,118,119
0.75626658630414,2100801,2966467,124,112
0.755943638943342,865186,2847234,126,109
0.755860984131252,852964,2684392,122,117
0.755277621840932,179208,3541099,126,122
0.755088647411497,2838827,3592521,130,114
0.75470685875168,3029152,3182393,113,115
0.754647704084109,2221287,2847234,126,131
0.754068262811894,2209422,3173708,125,123
0.753491501872873,3247296,3257746,125,113
0.751361365183259,2775485,3613770,117,103
0.751339219324809,2326653,3627372,122,119
0.750568335670192,2838827,2847234,126,114
0.750366479376867,2966467,3286235,126,124
0.749554697367029,2966467,3487587,114,124
0.748569876923707,865186,2838827,114,109
0.748519375406734,2326653,3286235,126,119
0.748430867280701,1975235,3583242,107,125
0.74767245290913,3641961,3653353,24,27
0.747436617816882,1970869,3440725,104,116
0.747339235916252,1439133,1546551,121,122
0.746840732990008,1546551,3017918,115,121
0.746546396559568,3509935,3601335,115,125
0.746119440520864,2099808,3487587,114,104
0.745385971021943,2792921,3610183,105,117
0.745012715479146,2206723,3498315,19,15
0.744461988588901,2221019,3410923,112,113
0.744132090208738,2187764,3547169,115,105
0.743961457111454,78601,3497772,116,111
0.743631501792975,1906686,3376130,125,129
0.743376291812566,1970869,3541099,126,116
0.743274697377051,1970869,2966467,124,116
0.743209822575386,2152032,3487587,114,96
