"ID","company_type","rating","name","director","employees_hired","employees_capacity","daily_income","daily_customers","weekly_income","weekly_customers","days_old","type"
"88273","1","10","Dye Hard","3040016","10","10","1623561","11431","11783777","86113","1361","Hair Salon"
"87631","1","10","Goldn Scissors","1614113","10","10","1512619","13745","10411055","92926","1403","Hair Salon"
"95067","1","10","The Mortuary","2562786","10","10","1417762","12749","9951876","78836","846","Hair Salon"
"84315","1","10","Deadly Do&#039;s","2619283","10","10","1374937","9964","9667329","76411","1601","Hair Salon"
"97800","1","10","Drunk Barbers-Hiring Now","2970008","10","10","1363652","10975","9660866","80800","622","Hair Salon"
"77074","1","10","Twisted Scissors *Hiring*","2720026","10","10","1337291","9272","9594121","69409","2008","Hair Salon"
"83465","1","10","Fl&#039;hair","2807920","10","10","1403390","11726","9552810","77001","1645","Hair Salon"
"89864","1","10","WTF-Mullets and Mohawks","2893295","10","10","1398708","11517","9208642","68635","1253","Hair Salon"
"86211","1","10","Fair hair","2567800","10","10","1361977","11614","9137907","80962","1498","Hair Salon"
"88652","1","10","Ace Salon-Hiring Now","2643368","10","10","1287629","11168","9085090","79880","1333","Hair Salon"
"92751","1","10","Cale&#8217;s Cutz","2619039","10","10","1252416","11074","8878024","71812","1032","Hair Salon"
"60350","1","10","Holy Hair Haven","2934662","10","10","1272594","10265","8638145","59369","3440","Hair Salon"
"79188","1","10","The Grateful Head","2722171","10","10","1202301","8694","8486431","62660","1890","Hair Salon"
"71705","1","10","Faint of Heart","2557204","10","10","1173090","9889","8394146","66493","2401","Hair Salon"
"97330","1","10","Curl Up and Dye","2743882","10","10","1216385","8737","8285645","64331","660","Hair Salon"
"75379","1","10","WTF Hair Exhibition","2968727","10","10","1184784","9525","8205807","60595","2111","Hair Salon"
"92163","1","10","The Gorgeous Gorgon","2588462","10","10","1137340","8291","8198745","67383","1079","Hair Salon"
"91966","1","10","Pitstop Barbershop","2655009","10","10","1139637","8648","8186439","69466","1096","Hair Salon"
"88300","1","10","Perfect Styling *Hiring*","2676589","10","10","1143755","7325","7958863","53561","1359","Hair Salon"
"72966","1","9","Mane Salon","2592597","10","10","1164320","9397","7967020","61591","2297","Hair Salon"
"103838","1","9","The Snip","2886465","10","10","1125035","9927","7879170","63827","242","Hair Salon"
"89276","1","9","Lux Studio","3101935","10","10","1115388","7962","7630015","60649","1295","Hair Salon"
"99809","1","9","Twisted Clipz *hiring*","2762483","10","10","1089060","8098","7422778","59021","469","Hair Salon"
"100808","1","9","First Class Cuts","2782842","10","10","943066","8122","7367102","61881","400","Hair Salon"
"96394","1","9","The New Sheoth Hair Salon","1733719","9","10","1059574","6760","7358380","51223","735","Hair Salon"
"100636","1","9","ThePeroxidePalace","2256393","10","10","1015146","6754","7142649","49709","410","Hair Salon"
"100116","1","9","BARINILS: Hair &amp; Benefits","2669316","10","10","977270","7841","6946485","58028","445","Hair Salon"
"102573","1","9","The Crusty Cut","2875396","10","10","943840","8555","6779015","55799","305","Hair Salon"
"90730","1","9","Straight Cuts *HIRING!!!*","3084311","10","10","974420","9820","6618835","59516","1193","Hair Salon"
"100646","1","9","Panda&#039;s Bear Salon","2908836","9","10","889785","7602","6567925","52581","409","Hair Salon"
"75319","1","8","Ravens Barber Shop","2233690","10","10","778752","6098","5953320","44140","2117","Hair Salon"
"89729","1","8","HIRING Ubuntu Fashion","2513511","9","10","890852","5597","5928686","43529","1264","Hair Salon"
"89769","1","8","Mighty Salon ***HIRING***","2192197","9","10","717526","5602","5641224","51269","1262","Hair Salon"
"100422","1","8","Torn Strands","2549400","10","10","691776","6182","5575779","53867","425","Hair Salon"
"76867","1","8","Platinum Cuts","2347347","10","10","745265","6365","5082645","39812","2019","Hair Salon"
"83649","1","8","SmallAces (Hiring!)","3048647","10","10","531369","3869","3686650","25326","1634","Hair Salon"
"101890","1","8","[H]Contra BarberShop","3013092","9","10","511155","6028","3329880","42991","338","Hair Salon"
"97674","1","7","Magically Scissors","3022432","9","10","353875","2845","2825897","24140","633","Hair Salon"
"105433","1","6","Claws Hairsalon [Hiring]","2848983","9","10","892868","7261","4883322","40701","156","Hair Salon"
"101505","1","6","Meeseeks Can Do It*HIRING","2255679","6","10","135700","1929","1098000","15158","359","Hair Salon"
"102723","1","6","Crucible Of Hair","2857414","5","10","127730","5064","864360","34847","299","Hair Salon"
"91299","1","6","Cutting Edge Hairography","1975097","2","10","80284","872","692328","7577","1158","Hair Salon"
"98946","1","6","TopCut HIRING","1963309","1","10","0","0","321535","2424","539","Hair Salon"
"106473","1","5","Deez Cutz","3076063","9","9","455360","4358","3067137","26163","104","Hair Salon"
"106785","1","5","Urban Edge Salon","2089892","3","10","82560","670","552800","4271","89","Hair Salon"
"105109","1","5","Angel Hair Salon","2062806","6","10","35930","541","380270","6021","172","Hair Salon"
"106820","1","4","Beastly Beauty (hiring)","2135930","8","9","476020","4044","3330660","27449","87","Hair Salon"
"105661","1","4","A Touch of Class (hiring)","2961566","6","7","235090","2319","1545450","14111","143","Hair Salon"
"101473","1","4","Buzzcut Bill&#039;s Cut-n-Clip","2921202","1","6","82420","732","592495","4882","361","Hair Salon"
"97928","1","4","Silky Strands","2837642","4","10","4790","41","93050","809","611","Hair Salon"
"107840","1","3","Special Unit 7 Buzz Cuts","2283132","10","10","417495","3452","2654220","23106","39","Hair Salon"
"105693","1","3","Premium Salon [HIRING]","3223078","3","5","153780","1207","999310","8446","142","Hair Salon"
"107170","1","2","The Hen House","3212772","6","9","149754","1048","955434","6845","72","Hair Salon"
"106960","1","2","Bad Bitch Braidzzz","3199578","5","9","89900","441","437650","2289","81","Hair Salon"
"104795","1","2","Rapstah&#039;s Salon (Hiring)","2798178","3","4","22543","135","215431","1177","188","Hair Salon"
"107807","1","1","TeaTime Cuts &amp; Styles","3095162","9","9","237756","2388","1557152","14536","41","Hair Salon"
"107672","1","1","ShamPoopie&#039;s","2939512","9","9","132150","2117","872960","12938","48","Hair Salon"
"108162","1","1","GarethBrynn's Hair Salon","3342578","6","7","98905","920","457120","4332","23","Hair Salon"
"107936","1","1","Sal&#039;s","2537183","5","5","53090","772","371001","5038","34","Hair Salon"
"108344","1","1","M Hair Salon","2926284","9","9","36945","281","338250","2434","14","Hair Salon"
"107952","1","1","Porcupine Whiskers","3296299","7","9","52540","537","305460","3307","34","Hair Salon"
"108264","1","1","Graceful Curls","3322896","5","9","22430","288","153430","1822","18","Hair Salon"
"108142","1","1","Legend Barbar*HIRING*","3346067","3","6","3000","6","143125","929","24","Hair Salon"
"104937","1","1","Fish_1's Hair Salon","2690338","2","10","6080","157","115010","2752","181","Hair Salon"
"108596","1","1","Mirco_Pagani's Hair Salon","3118779","2","5","64770","639","109690","1036","3","Hair Salon"
"108529","1","1","mrull's Hair Salon","3338159","1","9","16275","108","78850","596","6","Hair Salon"
"107354","1","1","HIRING - Cool Hair Salon","2860253","3","4","0","0","25530","258","64","Hair Salon"
"108640","1","0","Beauty &amp; Beast","3321994","2","5","1660","16","1660","16","1","Hair Salon"
"15059","1","0","Cut & Blow","1553137","0","10","0","0","0","0","5588","Hair Salon"
"37002","1","0",".-.-.-.-.","912915","7","10","0","0","0","0","4808","Hair Salon"
"47318","1","0","Eye Spy","1689679","2","10","0","0","0","0","4258","Hair Salon"
"47365","1","0","for saleee","1378152","1","9","0","0","0","0","4255","Hair Salon"
"52488","1","0","HIRING HIRING !!","1395780","1","10","0","0","0","0","3916","Hair Salon"
"53043","1","0","Scruffy Cuts","2077878","1","10","0","0","0","0","3879","Hair Salon"
"53368","1","0","Hiring anyone","1861152","2","10","0","0","0","0","3859","Hair Salon"
"53550","1","0","Forgive me EQ3. BRB.","1865915","0","9","0","0","0","0","3848","Hair Salon"
"53884","1","0","10$ Hair Salon","1550926","4","10","0","0","0","0","3844","Hair Salon"
"54165","1","0","Boob&#039;s hunni tales","1349593","4","10","0","0","0","0","3836","Hair Salon"
"54289","1","0","Company","1606554","5","10","0","0","0","0","3831","Hair Salon"
"55690","1","0","Gossip Gurl Salon","1681958","0","10","0","0","0","0","3765","Hair Salon"
"56297","1","0","Science Hair Saloon","1298254","4","10","0","0","0","0","3733","Hair Salon"
"57054","1","0","The Hair - For Sale 500m","1874483","2","10","0","0","0","0","3685","Hair Salon"
"57845","1","0","Nacho&#039;s","1661709","1","6","0","0","0","0","3614","Hair Salon"
"58997","1","0","Rock Paper Scizzors","1872185","4","9","0","0","0","0","3525","Hair Salon"
"59041","1","0","Unbeweavable","1872921","5","9","0","0","0","0","3523","Hair Salon"
"59576","1","0","HT hair saloon","1481125","1","10","0","0","0","0","3488","Hair Salon"
"60307","1","0","Frisren","1162786","0","4","0","0","0","0","3444","Hair Salon"
"61248","1","0","Too__Tipsys Hair Salon","1862407","2","8","0","0","0","0","3386","Hair Salon"
"61468","1","0","spy_u_cash","1436419","8","9","0","0","0","0","3373","Hair Salon"
"61875","1","0","Hair styles ","932706","0","4","0","0","0","0","3343","Hair Salon"
"63258","1","0","Hir Force1","1974298","4","10","0","0","0","0","3234","Hair Salon"
"63385","1","0","elmerrs Hair Salon","1559000","0","9","0","0","0","0","3224","Hair Salon"
"63535","1","0","Fl'hair -HIRING-","1955965","5","9","0","0","0","0","3210","Hair Salon"
"64503","1","0","Shear Delight","1606981","3","10","0","0","0","0","3111","Hair Salon"
"64888","1","0","13TH Syndicate","711071","3","8","0","0","0","0","3071","Hair Salon"
"65193","1","0","Uriens Hair Salon","1982036","0","9","0","0","0","0","3044","Hair Salon"
"65898","1","0","Funk Extreme","1994421","1","8","0","0","0","0","2979","Hair Salon"
"66631","1","0","flarys Hair Salon","2004881","8","10","0","0","0","0","2908","Hair Salon"
"67559","1","0","Undercutz","1857362","8","9","0","0","0","0","2820","Hair Salon"
"69299","1","0","M-M","1636969","0","9","0","0","0","0","2651","Hair Salon"
"70077","1","0","Little Girls","1904034","7","9","0","0","0","0","2571","Hair Salon"
"71233","1","0","Fleet Street Barber Shop","1682616","5","10","0","0","0","0","2448","Hair Salon"
"71506","1","0","RiaSakurais Hair Salon","2096271","2","9","0","0","0","0","2421","Hair Salon"
"72495","1","0","Nature&#039;s Hair RECRUITING","1436995","1","10","0","0","0","0","2333","Hair Salon"
"72890","1","0","The Jarhead","2108179","4","9","0","0","0","0","2303","Hair Salon"
"73879","1","0","Hair Slinging Slashers","1927399","0","9","0","0","0","0","2228","Hair Salon"
"74219","1","0","The naked beaver","2141380","0","6","0","0","0","0","2202","Hair Salon"
"74355","1","0","Hair4U2Me Saloon","2129441","6","7","0","0","0","0","2193","Hair Salon"
"74993","1","0","OMG Cutz","1490665","2","10","0","0","0","0","2143","Hair Salon"
"75073","1","0","HS stylish","2165050","4","4","0","0","0","0","2135","Hair Salon"
"75490","1","0","MK Hair and Fashion","2476571","0","10","0","0","0","0","2104","Hair Salon"
"75592","1","0","Run The Fade","2112716","2","10","0","0","0","0","2096","Hair Salon"
"75670","1","0","The Den Salon","2191017","0","10","0","0","0","0","2091","Hair Salon"
"76003","1","0","A Slash Below Hair Salon","1183008","2","10","0","0","0","0","2068","Hair Salon"
"77086","1","0","Hailedreapers Hair Salon","2233459","0","9","0","0","0","0","2007","Hair Salon"
"77373","1","0","THOT beauty","1702104","0","4","0","0","0","0","1992","Hair Salon"
"77424","1","0","Arceuswomans Hair Salon","2230761","1","9","0","0","0","0","1988","Hair Salon"
"78152","1","0","SM0KE Barbershop","2302035","0","10","0","0","0","0","1947","Hair Salon"
"78161","1","0","Violet Hall","2266972","1","9","0","0","0","0","1947","Hair Salon"
"78196","1","0","Just the tip!","2250860","1","9","0","0","0","0","1944","Hair Salon"
"78248","1","0","Live or Dye","2275578","0","9","0","0","0","0","1940","Hair Salon"
"78642","1","0","Imprl Imaginations(Hiring","1947560","1","10","0","0","0","0","1918","Hair Salon"
"79628","1","0","Voodoos Perfect Hair","2309703","2","10","0","0","0","0","1862","Hair Salon"
"80343","1","0","Updos And Fades","2331685","1","9","0","0","0","0","1821","Hair Salon"
"82213","1","0","Newbie Cutz","2341874","1","9","0","0","0","0","1720","Hair Salon"
"83018","1","0","Supreme Styles","2297013","2","10","0","0","0","0","1672","Hair Salon"
"83285","1","0","SloppyJoppysRustyRazors","2196622","4","7","0","0","0","0","1656","Hair Salon"
"83909","1","0","IAMTROUBLEs Hair Salon","2096722","0","4","0","0","0","0","1622","Hair Salon"
"84132","1","0","Silver Shavers (hiring)","1861377","1","4","0","0","0","0","1611","Hair Salon"
"84496","1","0","FlawLo.","1925802","1","4","0","0","0","0","1592","Hair Salon"
"84792","1","0","-Nekos Hair Salon","2511045","0","4","0","0","0","0","1576","Hair Salon"
"85511","1","0","... Hair Salon ...","2513146","2","6","0","0","0","0","1540","Hair Salon"
"86311","1","0","SnipSnip","2374111","5","6","0","0","0","0","1492","Hair Salon"
"86867","1","0","Bootleg haircuts","2381517","3","9","0","0","0","0","1457","Hair Salon"
"87025","1","0","SmartWorld","1674864","2","4","0","0","0","0","1446","Hair Salon"
"87076","1","0","Mafioso Salon","2546805","0","9","0","0","0","0","1442","Hair Salon"
"87634","1","0","We care about your Hair","2678652","5","10","0","0","0","0","1403","Hair Salon"
"89114","1","0","LINLEI SALON","2638039","0","9","0","0","0","0","1303","Hair Salon"
"89280","1","0","HAIR & SQUARE HIRING!!!","2617918","0","6","0","0","0","0","1294","Hair Salon"
"89503","1","0","Scrappy Cocoa Hair Salon","2230585","2","6","0","0","0","0","1279","Hair Salon"
"90768","1","0","A Random Hair Salon","2675991","2","5","0","0","0","0","1190","Hair Salon"
"91480","1","0","BowlCuts [HIRING]","2990409","0","10","0","0","0","0","1143","Hair Salon"
"91503","1","0","NYcomas Hair Salon","2449027","0","4","0","0","0","0","1140","Hair Salon"
"92371","1","0","Slice N Dice *HIRING*","2684996","1","8","0","0","0","0","1064","Hair Salon"
"92713","1","0","Hair todayComb tomorrow!","2613528","1","9","0","0","0","0","1036","Hair Salon"
"92739","1","0","icryingucci beauty HIRING","2531002","0","4","0","0","0","0","1033","Hair Salon"
"93248","1","0","PRINCESS TREATMENT","1961394","0","10","0","0","0","0","993","Hair Salon"
"93604","1","0","Decreasing Education Time","2677919","0","5","0","0","0","0","960","Hair Salon"
"93911","1","0","No Dryer","2661340","4","6","0","0","0","0","937","Hair Salon"
"93983","1","0","79coders Hair Salon","1948398","2","4","0","0","0","0","930","Hair Salon"
"93997","1","0","Connors Hair Salon","1570278","0","4","0","0","0","0","929","Hair Salon"
"94259","1","0","Hairy Poppins salon","2691611","2","10","0","0","0","0","910","Hair Salon"
"94711","1","0","The Stealthy Salon","2753815","1","10","0","0","0","0","873","Hair Salon"
"95136","1","0","The Supreme Look","2743523","2","10","0","0","0","0","840","Hair Salon"
"96294","1","0","Night&#039;s Flair","2796990","0","9","0","0","0","0","743","Hair Salon"
"96573","1","0","Hair To Dye For Hiring","2746672","0","5","0","0","0","0","720","Hair Salon"
"96902","1","0","Salon!!!!","2754039","1","10","0","0","0","0","697","Hair Salon"
"97611","1","0","Berbie_Dolly's Hair Salon","1588791","0","4","0","0","0","0","638","Hair Salon"
"97662","1","0","archnet43's Hair Salon","2146928","0","5","0","0","0","0","634","Hair Salon"
"98039","1","0","Chic Cuts &amp; Colours","3195511","0","10","0","0","0","0","603","Hair Salon"
"98417","1","0","in_Carnation","2872757","3","8","0","0","0","0","574","Hair Salon"
"98730","1","0","Cold Cuts","2845643","2","4","0","0","0","0","553","Hair Salon"
"98975","1","0","Sweeney Todd Fleet Street","2839748","2","8","0","0","0","0","537","Hair Salon"
"99559","1","0","Beauty Hair Salon","2893782","3","9","0","0","0","0","489","Hair Salon"
"99708","1","0","Westside Cuts","2890205","0","4","0","0","0","0","477","Hair Salon"
"99727","1","0","The Cut Above *Hiring*","2618352","1","9","0","0","0","0","476","Hair Salon"
"100397","1","0","Ofelia's Hair Salon","2949284","2","6","0","0","0","0","426","Hair Salon"
"100473","1","0","Curls N&#039; Stuff","2830346","1","10","0","0","0","0","420","Hair Salon"
"100715","1","0","Tankdrath's Hair Salon","2393752","0","4","0","0","0","0","406","Hair Salon"
"101405","1","0","Fomithius Hair Salon","3023016","4","9","0","0","0","0","365","Hair Salon"
"102449","1","0","Tony_Starks's Hair Salon","2942438","0","9","0","0","0","0","311","Hair Salon"
"102571","1","0","Abojouj's Hair Salon","2852139","0","4","0","0","0","0","305","Hair Salon"
"102727","1","0","ibrahimovic98's Hair Salon","3094687","0","4","0","0","0","0","298","Hair Salon"
"102736","1","0","Gupit","3052209","5","9","0","0","0","0","298","Hair Salon"
"102823","1","0","Purimkitty Salon","3104913","1","8","0","0","0","0","294","Hair Salon"
"103141","1","0","Capone&#039;s","2224881","0","9","0","0","0","0","277","Hair Salon"
"103303","1","0","The One Hair Salon","3091783","1","4","0","0","0","0","270","Hair Salon"
"103427","1","0","Baji99's Hair Salon","2706528","3","10","0","0","0","0","264","Hair Salon"
"103682","1","0","E.Scissorhands","3113954","0","4","0","0","0","0","250","Hair Salon"
"104342","1","0","HIRING - L Sight","3137588","5","9","0","0","0","0","210","Hair Salon"
"104975","1","0","The Clippers (HIRING!!)","3063586","1","9","0","0","0","0","179","Hair Salon"
"105159","1","0","varonajay's Hair Salon","2635362","0","4","0","0","0","0","169","Hair Salon"
"105658","1","0","ChiiC Hair and Cuts(H)","2113835","1","4","0","0","0","0","143","Hair Salon"
"106111","1","0","Fresh cutlery. Co HIRING","2852868","1","6","0","0","0","0","121","Hair Salon"
"106323","1","0","DA Freshest Salon","3188456","0","5","0","0","0","0","110","Hair Salon"
"106513","1","0","Wolf&#039;s Salon [Hiring]","3176012","4","7","0","0","0","0","102","Hair Salon"
"106561","1","0","Chopped Noggins","3255424","0","6","0","0","0","0","99","Hair Salon"
"106655","1","0","Wade7's Hair Salon","3198806","0","4","0","0","0","0","96","Hair Salon"
"106943","1","0","Christina&#8217;s Cuts","2073638","0","4","0","0","0","0","82","Hair Salon"
"107915","1","0","VINTITI's Hair Salon","3097257","0","10","0","0","0","0","36","Hair Salon"
"107955","1","0","&#039;&#039;Cut &#039;N Up&#039;&#039; Hair Salon","3225228","1","5","0","0","0","0","34","Hair Salon"
"66782","2","10","Eat Sleep Litigate Repeat","1827713","10","10","3189000","302","21720000","1786","2891","Law Firm"
"1477","2","10","Lawmart - NOT Hiring Now","824921","10","10","3174000","257","21051000","1771","6352","Law Firm"
"74464","2","10","Odyssey Law","1737229","10","10","2788500","203","20785500","1751","2185","Law Firm"
"90591","2","10","Unicorn &amp; Unicorns Asso.","2603373","10","10","2809500","279","20452500","1889","1200","Law Firm"
"69104","2","10","Goodman lawfirm","1508945","10","10","2805044","176","20410658","1505","2670","Law Firm"
"77146","2","10","Wraith Law","2186994","10","10","2906625","261","20394675","1594","2004","Law Firm"
"94139","2","10","*SELLING* Badgers in Law","2178580","10","10","3030175","215","20333000","1742","918","Law Firm"
"68626","2","10","NeoLegal","1565175","10","10","2732678","216","20310724","1576","2712","Law Firm"
"74615","2","10","RazerLaw","2283445","10","10","3020360","290","20025180","1652","2174","Law Firm"
"91104","2","10","L@WLESS - Hiring","148085","10","10","2838930","190","19784280","1552","1171","Law Firm"
"96356","2","10","DeweyCheatumHowe HIRING","2583219","10","10","2787200","204","19774400","1513","738","Law Firm"
"64641","2","10","Shadow Legal HIRING","2265426","10","10","2852600","244","19507500","1436","3096","Law Firm"
"81296","2","10","Hiring - Iron Law PA LLC","145507","9","10","2735850","167","19506300","1462","1768","Law Firm"
"90524","2","10","RoCs Law Firm","1741987","10","10","2601971","192","19477230","1432","1205","Law Firm"
"72341","2","10","PT PA LLC - full","1088323","10","10","2763000","235","19462500","1533","2345","Law Firm"
"86818","2","10","Jux @ Law","1629262","10","10","2996000","250","19448800","1821","1459","Law Firm"
"88835","2","10","Nuclear Lawyers","2438170","10","10","2730675","209","19361400","1427","1320","Law Firm"
"79872","2","10","Habeas Corpus ~hiring~","2358003","10","10","2769000","249","19054500","1520","1848","Law Firm"
"86306","2","10","LawBirds Firm &amp; Full","384108","10","10","2609240","168","19047280","1368","1492","Law Firm"
"94280","2","9","Fairley Legal Hiring ;)","2065939","10","10","2753100","189","18708300","1445","909","Law Firm"
"68026","2","9","Mayhem Law","851007","10","10","2715300","227","18692100","1563","2773","Law Firm"
"95594","2","9","Alice in Court","2404027","10","10","2798400","173","18689440","1337","802","Law Firm"
"89856","2","9","Saul Law","1542349","10","10","2658000","195","18574500","1473","1254","Law Firm"
"89774","2","9","Legal Theme","1281415","10","10","2704560","181","18413310","1398","1261","Law Firm"
"78050","2","9","Extinct Prosecution","499322","10","10","2558416","204","17836504","1421","1953","Law Firm"
"79511","2","9","Legitimate Lawyers","2584467","10","10","2509650","182","17678100","1295","1869","Law Firm"
"94834","2","9","Defense on Demand","2733987","10","10","2743170","227","17412384","1369","862","Law Firm"
"96079","2","9","Too Sober for Legal Shit","2564085","10","10","2460150","205","17303550","1267","761","Law Firm"
"89393","2","9","Extinct Litigation","1043377","10","10","2504160","176","17287695","1242","1288","Law Firm"
"88363","2","9","HIRING NOW@PA Associates","2188378","10","10","2400950","200","17036050","1423","1354","Law Firm"
"86745","2","9","The Black Hand Suits","2160619","9","10","2201600","192","16912000","1408","1464","Law Firm"
"82934","2","9","Fullest Law Firm","2198496","10","10","2330820","178","16601181","1343","1677","Law Firm"
"92523","2","9","Lawyers, Guns, and Money","2091567","10","10","2304600","151","15966600","1134","1051","Law Firm"
"93993","2","9","Default (Full)","2534927","10","10","1980179","143","15616582","1279","929","Law Firm"
"96254","2","8","Jaws &amp; Justice LLP","2568489","10","10","2233800","137","15788075","1108","746","Law Firm"
"85553","2","8","Next Level Law","1532434","10","10","2422000","148","15694000","1146","1538","Law Firm"
"93950","2","8","Briefcase Bandits at Law","2258194","10","10","2272500","192","15579000","1361","933","Law Firm"
"96331","2","8","The Advocate","2568511","10","10","2167900","148","15135400","1027","740","Law Firm"
"100175","2","8","The Court Jesters","2736280","10","10","2086400","150","14928000","1187","440","Law Firm"
"69009","2","8","Sue&#8217; Em Silly LLP","2151865","10","10","2072400","199","14723460","1173","2680","Law Firm"
"93936","2","8","Let&#039;s Judge!","2194089","10","10","2085440","143","14664965","1066","935","Law Firm"
"5655","2","8","Busthaven","1497544","10","10","2036600","125","14555400","996","6047","Law Firm"
"94537","2","8","Academy Legal LLC","2476551","10","10","2106150","204","14536425","1328","888","Law Firm"
"78782","2","8","Legal Eagles (Hiring)","2179964","9","10","1929780","184","14254400","1341","1912","Law Firm"
"93033","2","8","Queen&#039;s Counsel *HIRING*","379954","9","10","1973400","179","13382550","1000","1009","Law Firm"
"100816","2","7","Wolfram &amp; Hart [Hiring]","2276821","10","10","1948100","150","13354880","1006","399","Law Firm"
"96927","2","7","Bring-Em-Closer","2411010","10","10","1889600","147","13131200","1006","695","Law Firm"
"105021","2","7","HIRING Law &amp; Disorder","2939032","10","10","1900950","127","13016850","916","176","Law Firm"
"99919","2","7","[Hiring] BMB Attorneys","2193081","10","10","1788020","174","12744875","1067","460","Law Firm"
"95154","2","7","Horizontal Litigations","3238894","10","10","1721550","193","11939300","1310","839","Law Firm"
"89794","2","7","Baby &amp; Champers","2430424","10","10","1550300","116","11283150","814","1260","Law Firm"
"103217","2","7","Cul-D-Law ~Yes Hiring~","2767179","10","10","1510250","109","11119500","840","274","Law Firm"
"94777","2","7","WDHQ Intelligence Unit","2642509","10","10","1526625","106","10876125","826","867","Law Firm"
"49930","2","7","Wegett Chuoff","183028","10","10","1565700","107","10358100","689","4094","Law Firm"
"96990","2","7","Dark Law","3009868","10","10","1480450","127","10216700","912","689","Law Firm"
"98285","2","6","Langley Law","2552182","10","10","1521600","183","9890400","983","584","Law Firm"
"99174","2","6","Legal Beagles Law Firm","2718176","10","10","1460250","103","9164650","659","522","Law Firm"
"95081","2","6","CSY Juztice","2404098","10","10","1257800","98","9045900","659","845","Law Firm"
"95387","2","6","Objection Hearsay","2676094","10","10","1201500","124","8845500","734","819","Law Firm"
"83673","2","6","Bar Breakers","2226570","9","10","1221500","75","8615250","610","1633","Law Firm"
"101903","2","6","Pi Law Hiring","2613646","9","10","1030750","81","7877100","644","337","Law Firm"
"93709","2","6","(HIRING) Dog Tags Court","2791089","10","10","1136920","74","7836320","576","952","Law Firm"
"86217","2","6","877-CASH-NOW","2344144","9","10","1101000","101","7596000","589","1497","Law Firm"
"104907","2","5","Law Mint","2973354","10","10","1507800","134","10472000","987","182","Law Firm"
"103146","2","5","TA &amp; Associates","2340312","9","10","1005950","102","6689800","551","277","Law Firm"
"101452","2","5","ColdBlooded *Hiring*","2189702","9","10","992200","109","6223800","719","362","Law Firm"
"105458","2","5","Brotherhood Law","3182164","9","9","773850","70","5357550","445","155","Law Firm"
"104796","2","5","[Hiring] Mamma Llama","2838898","9","10","817500","79","5221500","432","188","Law Firm"
"105571","2","5","Guli_Maria Spies HIRING","2837832","9","9","688200","66","4844040","418","148","Law Firm"
"95171","2","5","Suits","2408299","8","10","733500","72","4656000","401","838","Law Firm"
"101349","2","5","Law For Sure","2404778","5","10","661500","58","4644000","392","368","Law Firm"
"101822","2","5","Ace Attorney&#039;s Law Firm","2369402","9","10","668590","65","4570320","431","342","Law Firm"
"103628","2","4","Murderous Law","2819891","8","10","610450","51","4174550","363","254","Law Firm"
"100060","2","4","Classy&amp;Sassy Law Firm","2741795","6","9","498000","50","3066000","272","449","Law Firm"
"95631","2","4","L&#8217;PROBABLE C. [Hiring]","1875071","2","10","243000","18","1641600","118","799","Law Firm"
"107942","2","3","Magus Judicialis","1587260","10","10","1239203","109","8174116","693","34","Law Firm"
"103319","2","3","Eagle eyes Law Firm","2725449","10","10","244900","20","1226050","97","269","Law Firm"
"107953","2","2","Saints Solicitor&#039;s HIRING","3128539","9","9","652500","50","3946900","341","34","Law Firm"
"106662","2","2","We bribe our trials","3201086","5","8","243000","30","1710000","209","95","Law Firm"
"108586","2","1","Eratio's Law Firm","2549846","9","9","469300","41","1043000","102","4","Law Firm"
"108267","2","1","Robots @ Law","2703040","10","10","151500","11","820500","69","18","Law Firm"
"108179","2","1","Bettr call saul (hiring)","3299635","8","8","69975","7","472615","43","22","Law Firm"
"105157","2","1","Rains Law Firm(HIRING)","3138906","2","7","49500","4","327000","31","169","Law Firm"
"106509","2","1","(HIRING) MLA Law Firm","3088489","2","9","49000","5","306600","34","102","Law Firm"
"108411","2","1","kingboll-5's Law Firm","3325336","9","9","4300","1","25400","7","12","Law Firm"
"276","2","0","Lawmart","846690","1","10","0","0","0","0","6352","Law Firm"
"8249","2","0","Robin Barsteward legal se","925831","3","4","0","0","0","0","5887","Law Firm"
"9014","2","0","Cixton - Hiring All Stats","1994573","4","9","0","0","0","0","5836","Law Firm"
"46495","2","0","kelly856s Law Firm","1585138","0","4","0","0","0","0","4308","Law Firm"
"53359","2","0","Better Call Saul","159715","0","4","0","0","0","0","3859","Law Firm"
"55445","2","0","Exiles LLP - hiring","210837","2","10","0","0","0","0","3776","Law Firm"
"58738","2","0","Devil&#039;s Advocate","1465560","0","4","0","0","0","0","3543","Law Firm"
"58828","2","0","Screwem, Goode, and Hart","1868025","2","10","0","0","0","0","3537","Law Firm"
"58970","2","0","Stratton Oakmont ","1464113","5","5","0","0","0","0","3527","Law Firm"
"60248","2","0","MAD Lawfirm Hirring all","1598244","3","9","0","0","0","0","3447","Law Firm"
"62123","2","0","deadlybeast786s Law Firm","1297605","0","4","0","0","0","0","3324","Law Firm"
"62175","2","0","elcracks Law Firm","489073","0","4","0","0","0","0","3320","Law Firm"
"62366","2","0","antiaceschaubs Law Firm","1937082","1","6","0","0","0","0","3317","Law Firm"
"63132","2","0","ibk93s Law Firm","868175","0","4","0","0","0","0","3244","Law Firm"
"63427","2","0","Pearson Hardman","1330240","0","5","0","0","0","0","3219","Law Firm"
