cor,V2,V3,N2,N1
0.96694597580415,1655039,1805433,17,16
0.904534033733291,151915,242483,28,33
0.899708010599225,2561231,2572472,17,16
0.894520666203107,3264622,3264631,35,37
0.893990004078067,2966467,3285017,111,117
0.891171391280743,3613889,3615422,51,55
0.891156462585034,1259296,2870018,21,21
0.854654479031528,2099808,3285017,111,110
0.84308821934669,2112707,3622892,44,40
0.840974447314679,3543446,3545121,18,17
0.84080749998002,2099808,3487587,116,110
0.838250055063621,3633941,3640580,34,42
0.83625065382674,2777737,3042007,36,29
0.827546587576936,2099808,2966467,117,110
0.826132795726732,1646963,3468459,103,113
0.818080175786033,2966467,3487587,116,117
0.814980444419125,3024743,3034979,17,19
0.81297819775075,3091253,3184198,24,26
0.808506456575278,2939355,3559827,37,48
0.808290376865476,2946057,3333695,108,105
0.807377923952367,3041171,3526466,37,43
0.806340314543563,2436236,3333695,108,107
0.804322533440386,1143611,2728258,119,115
0.802846395157571,2665553,3487587,116,126
0.802805603823955,2775485,3285017,111,101
0.802146516508857,2966467,3611342,129,117
0.800128089442041,2307957,3584560,40,38
0.799575696943831,2653475,2893335,24,22
0.799092657575566,2220399,3285017,111,120
0.798050347761654,2099808,3606077,97,110
0.797881869242486,3255370,3289165,36,45
0.795058960673325,3460072,3487587,116,113
0.794086103876207,2436236,3447066,107,107
0.793632606422344,3594975,3596162,70,73
0.792106902397076,2436236,2838827,113,107
0.790383323087823,498900,3602642,114,108
0.790077431382599,1997011,2966467,117,116
0.789648434734303,938850,3285017,111,109
0.789557836317232,2665553,3611342,129,126
0.789540625650757,2436236,3596904,100,107
0.787848544552571,2099808,2220399,120,110
0.787577050734945,108922,3285017,111,111
0.786645053662288,2099808,3376027,116,110
0.786491187576919,3363977,3364023,29,27
0.786001201262519,2220399,2966467,117,120
0.785283381990164,2728258,3583282,118,119
0.784869008776494,2684392,3210644,123,125
0.784784926329031,2665553,2966467,117,126
0.784621483644704,2281064,3285017,111,117
0.784178227403434,2775485,2966467,117,101
0.784045973404812,488099,3285017,111,104
0.782208812901546,1287203,3410000,50,45
0.780821810491973,2111374,3578434,113,117
0.780509569837126,3502021,3520862,19,16
0.778924058606249,2728258,3441977,128,119
0.777143640337885,3333695,3364187,115,108
0.775170684592409,938850,3487587,116,109
0.774024342246034,1646963,2099808,110,113
0.773089937865645,2099808,2281064,117,110
0.772618316238955,3042007,3538403,37,36
0.771155870687329,2610928,3487587,116,111
0.770945045920569,2966467,3263564,121,117
0.770073858696394,1328039,2067364,97,94
0.769696684463804,2684392,2900868,117,125
0.769664873281078,2161387,3547723,113,105
0.769059215604642,3629288,3629379,34,37
0.769008495135886,2360772,3608095,33,31
0.768967712926709,3397129,3547723,113,126
0.768929050933526,2326653,2966467,117,112
0.768897956046126,3277700,3631589,15,18
0.768713159906393,3223482,3611342,129,114
0.768636931281326,498900,2187764,106,108
0.768584415068995,2035529,3429399,119,112
0.768171838388118,2436236,3429399,119,107
0.767989844714324,2099808,2758625,99,110
0.767282719258549,2838827,2842410,124,113
0.766960390713051,3062593,3545585,109,107
0.766723139385812,3061311,3084375,38,40
0.765482110807286,2729963,2893335,24,17
0.765250143661671,2792921,2966467,117,114
0.765172418268074,2818013,3429399,119,123
0.764993465486,1328039,3333695,108,94
0.764323358519706,2436236,3139213,100,107
0.764057447960416,3543485,3545121,18,20
0.763245617918798,3472288,3475358,31,47
0.762074686979165,179208,2966467,117,116
0.76204886659145,3639303,3640984,44,48
0.761785502958662,2015785,2281064,117,109
0.761651956135903,488099,2966467,117,104
0.760926279257961,3497772,3619801,124,115
0.76078486761565,2436236,2842410,124,107
0.760236729439312,3487587,3611342,129,116
0.760172418356389,2099808,2792921,114,110
0.759428974296846,2855053,3601384,117,118
0.7581576629622,914753,3285017,111,104
0.758081138747914,2926089,3611342,129,113
0.758023291334053,3031314,3158688,106,105
0.757810571032904,3118800,3119198,18,23
0.757693141656107,3263564,3285017,111,121
0.757621942960015,3158688,3429399,119,106
0.75734490746649,3391134,3601384,117,120
0.757279353536364,108922,2966467,117,111
0.757216021123663,2099808,3158025,129,110
0.757033298610225,3301685,3602642,114,112
0.756970352937509,3031314,3333695,108,105
0.755964596998882,2732842,2900868,117,106
0.755440914927217,2436236,2850353,120,107
0.753248919364571,385375,3279579,102,116
0.75323441529478,2926089,2966467,117,113
0.753081900425419,2756425,2772377,26,35
0.752874202535648,152511,3487587,116,107
0.752109745259053,2307957,2939512,26,38
0.752025587104675,3589276,3612573,60,68
0.75162197840966,2855053,3630447,127,118
0.750716427384752,2775485,3469677,103,101
