fac1,fac2,fac1_name,fac2_name,wstart,wid,week,fac1_total,fac1_okay,fac1_hosp,fac1_travel,fac1_jail,fac1_pct,fac2_total,fac2_okay,fac2_hosp,fac2_travel,fac2_jail,fac2_pct,timestamp
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,5,21,2,0,0.17,29,6,20,2,0,0.21,1743076812.04424
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,9,11,0,0,0.45,15,12,3,0,0,0.8,1743076812.04424
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,1,12,1,0,0.07,11,5,6,0,0,0.45,1743078612.56053
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,1,9,1,0,0.09,12,10,2,0,0,0.83,1743078612.56053
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,14,1,0,0,0.93,11,8,2,1,0,0.73,1743078612.56053
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,10,13,0,0,0.4,20,17,2,0,0,0.85,1743078612.56053
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,23,0,1,0,0.96,14,1,13,0,0,0.07,1743078612.56053
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,4,22,2,0,0.13,29,15,12,1,0,0.52,1743078612.56053
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,13,6,0,0,0.65,15,10,5,0,0,0.67,1743078612.56053
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,0,13,1,0,0,11,5,6,0,0,0.45,1743080411.94131
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,0,10,1,0,0,12,10,2,0,0,0.83,1743080411.94131
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,2,1,9,0,0.17,15,14,0,1,0,0.93,1743080411.94131
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,15,0,0,0,1,11,7,4,0,0,0.64,1743080411.94131
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,0,5,7,0,0,18,1,14,3,0,0.06,1743080411.94131
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,15,7,1,0,0.6,20,11,8,1,0,0.55,1743080411.94131
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,19,3,2,0,0.79,14,1,13,0,0,0.07,1743080411.94131
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,3,24,3,0,0.1,29,8,19,1,0,0.28,1743080411.94131
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,9,9,1,0,0.45,15,2,13,0,0,0.13,1743080411.94131
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13,22,17,1,3,0,0.77,14,12,1,1,0,0.86,1743080411.94131
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,7,6,1,0,0.5,11,5,6,0,0,0.45,1743082211.26036
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,7,3,1,0,0.64,12,8,4,0,0,0.67,1743082211.26036
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,0,2,10,0,0,15,12,0,3,0,0.8,1743082211.26036
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,13,2,0,0,0.87,11,8,3,0,0,0.73,1743082211.26036
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,0,6,2,0,0,18,1,14,3,0,0.06,1743082211.26036
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,10,12,1,0,0.4,20,18,1,1,0,0.9,1743082211.26036
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,21,1,2,0,0.88,14,1,13,0,0,0.07,1743082211.26036
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,0,27,3,0,0,29,7,20,1,0,0.24,1743082211.26036
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,13,5,1,0,0.65,15,12,3,0,0,0.8,1743082211.26036
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13,22,11,9,1,0,0.5,14,6,7,1,0,0.43,1743082211.26036
15256,49561,Defenestration,The Four Twenty H-V-F,1743084000,23825,2025_13,14,14,0,0,0,1,13,13,0,0,0,1,1743084013.68433
8836,11796,Vinerri,SMTH - Bright Summit,1743084000,23806,2025_13,99,93,0,6,0,0.94,90,75,8,5,0,0.83,1743084013.68433
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,4,9,1,0,0.29,11,5,6,0,0,0.45,1743084013.68433
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,5,5,1,0,0.45,12,9,3,0,0,0.75,1743084013.68433
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,0,2,10,0,0,15,13,0,1,0,0.87,1743084013.68433
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,13,2,0,0,0.87,11,10,1,0,0,0.91,1743084013.68433
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,0,6,3,0,0,18,1,14,3,0,0.06,1743084013.68433
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,13,9,1,0,0.52,20,12,5,3,0,0.6,1743084013.68433
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,23,0,1,0,0.96,14,1,13,0,0,0.07,1743084013.68433
49573,49955,Fast&amp;FuriousTornDrift,WGAW,1743084000,23672,2025_13,22,12,4,2,0,0.55,13,9,3,1,0,0.69,1743084013.68433
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,14,11,3,0,0.47,29,0,26,2,0,0,1743084013.68433
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,12,6,1,0,0.6,15,14,1,0,0,0.93,1743084013.68433
39781,49297,Zenith Rising,Shaggy Hi-Fidelity,1743084000,23638,2025_13,14,11,2,1,0,0.79,15,14,1,0,0,0.93,1743084013.68433
13848,50070,BreakingBad,Business &amp; Trade Family,1743084000,23632,2025_13,50,48,0,2,0,0.96,64,41,6,13,0,0.64,1743084013.68433
9356,26312,SMTH - Party Animals,JFK - Misfits,1743084000,23624,2025_13,96,77,4,9,0,0.8,88,68,11,9,0,0.77,1743084013.68433
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13,22,8,12,1,0,0.36,14,6,7,1,0,0.43,1743084013.68433
15256,49561,Defenestration,The Four Twenty H-V-F,1743084000,23825,2025_13,14,14,0,0,0,1,13,1,12,0,0,0.08,1743085812.16308
8836,11796,Vinerri,SMTH - Bright Summit,1743084000,23806,2025_13,99,15,77,5,0,0.15,90,49,34,5,0,0.54,1743085812.16308
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,5,8,1,0,0.36,11,8,3,0,0,0.73,1743085812.16308
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,8,2,1,0,0.73,12,7,5,0,0,0.58,1743085812.16308
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,0,2,10,0,0,15,9,4,2,0,0.6,1743085812.16308
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,11,4,0,0,0.73,11,11,0,0,0,1,1743085812.16308
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,0,6,2,0,0,18,1,13,4,0,0.06,1743085812.16308
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,11,11,1,0,0.44,20,6,11,3,0,0.3,1743085812.16308
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,23,0,1,0,0.96,14,1,13,0,0,0.07,1743085812.16308
49573,49955,Fast&amp;FuriousTornDrift,WGAW,1743084000,23672,2025_13,22,5,9,4,0,0.23,13,0,11,2,0,0,1743085812.16308
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,0,25,5,0,0,29,0,25,2,0,0,1743085812.16308
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,9,9,1,0,0.45,15,13,2,0,0,0.87,1743085812.16308
39781,49297,Zenith Rising,Shaggy Hi-Fidelity,1743084000,23638,2025_13,14,9,4,1,0,0.64,15,9,5,1,0,0.6,1743085812.16308
13848,50070,BreakingBad,Business &amp; Trade Family,1743084000,23632,2025_13,50,5,42,3,0,0.1,64,39,8,12,0,0.61,1743085812.16308
9356,26312,SMTH - Party Animals,JFK - Misfits,1743084000,23624,2025_13,96,66,15,13,0,0.69,88,56,23,9,0,0.64,1743085812.16308
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13,22,19,1,1,0,0.86,14,5,8,1,0,0.36,1743085812.16308
15256,49561,Defenestration,The Four Twenty H-V-F,1743084000,23825,2025_13,14,14,0,0,0,1,13,6,7,0,0,0.46,1743087613.29098
18736,25025,Monarch Research,DP Warriors,1743087600,23808,2025_13,100,89,1,10,0,0.89,100,76,7,17,0,0.76,1743087613.29098
8836,11796,Vinerri,SMTH - Bright Summit,1743084000,23806,2025_13,99,11,82,5,0,0.11,90,58,27,4,0,0.64,1743087613.29098
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,0,13,1,0,0,11,8,3,0,0,0.73,1743087613.29098
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,4,6,1,0,0.36,12,10,2,0,0,0.83,1743087613.29098
16335,27312,SMTH - November Chopin,SA Succession,1743087600,23787,2025_13,97,93,2,0,2,0.98,100,79,1,17,1,0.8,1743087613.29098
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,0,2,10,0,0,15,9,4,1,0,0.6,1743087613.29098
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,15,0,0,0,1,11,9,2,0,0,0.82,1743087613.29098
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,1,7,3,0,0.07,18,1,13,4,0,0.06,1743087613.29098
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,19,4,0,0,0.76,20,0,17,3,0,0,1743087613.29098
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,23,0,1,0,0.96,14,1,13,0,0,0.07,1743087613.29098
49573,49955,Fast&amp;FuriousTornDrift,WGAW,1743084000,23672,2025_13,22,1,13,4,0,0.05,13,0,11,2,0,0,1743087613.29098
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,2,25,2,0,0.07,29,1,24,2,0,0.03,1743087613.29098
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,5,13,1,0,0.25,15,10,5,0,0,0.67,1743087613.29098
39781,49297,Zenith Rising,Shaggy Hi-Fidelity,1743084000,23638,2025_13,14,13,0,1,0,0.93,15,5,9,1,0,0.33,1743087613.29098
13848,50070,BreakingBad,Business &amp; Trade Family,1743084000,23632,2025_13,50,1,46,3,0,0.02,64,26,21,12,0,0.41,1743087613.29098
9356,26312,SMTH - Party Animals,JFK - Misfits,1743084000,23624,2025_13,96,68,12,14,0,0.71,88,79,3,5,0,0.9,1743087613.29098
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13,22,18,2,1,0,0.82,14,10,4,0,0,0.71,1743087613.29098
9110,36134,Siege,SMTH - Silver Hand,1743087600,23591,2025_13,73,44,20,5,1,0.62,93,80,9,4,0,0.86,1743087613.29098
15256,49561,Defenestration,The Four Twenty H-V-F,1743084000,23825,2025_13,14,11,3,0,0,0.79,13,12,1,0,0,0.92,1743089413.76317
18736,25025,Monarch Research,DP Warriors,1743087600,23808,2025_13,100,89,2,9,0,0.89,100,28,57,15,0,0.28,1743089413.76317
8836,11796,Vinerri,SMTH - Bright Summit,1743084000,23806,2025_13,99,87,5,5,0,0.88,90,66,19,4,0,0.73,1743089413.76317
51141,53547,monark krisalis,TLM: Half Past Murder,1743051600,23804,2025_13,14,5,8,0,0,0.36,11,10,1,0,0,0.91,1743089413.76317
51524,53205,Knights United,Latveria,1743073200,23791,2025_13,11,8,3,0,0,0.73,12,11,1,0,0,0.92,1743089413.76317
16335,27312,SMTH - November Chopin,SA Succession,1743087600,23787,2025_13,97,88,7,0,2,0.93,100,25,54,18,1,0.26,1743089413.76317
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13,12,0,2,9,0,0,15,3,10,1,0,0.2,1743089413.76317
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13,15,13,2,0,0,0.87,11,1,10,0,0,0.09,1743089413.76317
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13,14,0,6,3,0,0,18,1,13,4,0,0.06,1743089413.76317
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13,25,16,6,1,0,0.64,20,13,5,2,0,0.65,1743089413.76317
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13,24,23,0,1,0,0.96,14,1,13,0,0,0.07,1743089413.76317
49573,49955,Fast&amp;FuriousTornDrift,WGAW,1743084000,23672,2025_13,22,1,12,5,0,0.05,13,0,11,2,0,0,1743089413.76317
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13,30,1,26,3,0,0.03,29,1,24,3,0,0.03,1743089413.76317
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13,20,4,14,1,0,0.2,15,14,1,0,0,0.93,1743089413.76317
39781,49297,Zenith Rising,Shaggy Hi-Fidelity,1743084000,23638,2025_13,14,13,0,1,0,0.93,15,5,9,1,0,0.33,1743089413.76317
13848,50070,BreakingBad,Business &amp; Trade Family,1743084000,23632,2025_13,50,4,43,3,0,0.08,64,34,15,10,0,0.53,1743089413.76317
9356,26312,SMTH - Party Animals,JFK - Misfits,1743084000,23624,2025_13,96,55,29,12,0,0.57,88,79,2,6,0,0.9,1743089413.76317
