cor,V2,V3,N2,N1
0.960742736860728,3415977,3360044,12,10
0.924460431654676,3457813,3443410,13,13
0.920441917936233,3415936,3360044,12,10
0.916645993549988,3415977,3415936,10,10
0.884914586541908,3497354,3475691,55,53
0.884028341136516,3464363,3356898,37,39
0.865348650814854,3436768,3432083,8,8
0.864253393665159,3247791,3025638,8,8
0.849758540511536,3496816,3495046,22,22
0.847032508549696,3315130,3284903,22,20
0.846175573387939,3469063,3223438,9,8
0.846056768487938,3326766,3325141,29,28
0.840682788051209,3480425,3199826,9,9
0.833324251437153,3241161,3074302,15,14
0.833291987099975,3033952,3031814,10,10
0.829380698727737,3480425,3302266,10,9
0.82819908864831,3217136,3145677,10,8
0.821989408246444,3488679,3141058,12,11
0.821507829909377,3464649,3255011,8,13
0.820464867753139,3271811,3013038,8,8
0.819922169668492,3434866,3356831,8,12
0.816308562029039,3440276,3356831,8,15
0.811299960033797,3183791,3157805,8,11
0.809325045244289,3050618,3032122,10,9
0.808174380188684,3469887,3366379,13,15
0.806662064363721,3486132,3116749,14,8
0.805981692909461,3407288,3059008,11,13
0.803110721844958,3302266,3199826,9,10
0.802572353905128,3369928,3320008,9,10
0.802196059899647,3452075,3149560,13,9
0.802136695962544,3488417,3003914,9,8
0.801665457347936,3434866,3431506,9,12
0.800396485032251,3498777,3453163,11,8
0.800276415586647,3356831,3165679,14,8
0.799539461162748,3438312,3033952,10,12
0.798754283341919,3459347,3302266,10,17
0.798657718120805,3253922,3048980,11,11
0.798303949236225,3393145,3356831,8,17
0.795700354200109,3387575,3176883,8,9
0.795375002318545,3461325,3013038,8,12
0.79497881475623,3277383,3199826,9,16
0.794229923351665,3431506,3356831,8,9
0.793654093327822,3462665,3457270,27,21
0.793597871401609,3492072,3485347,72,67
0.79358044421255,3430917,3423873,8,9
0.793123515782861,3425877,3128274,10,12
0.792587870474866,3436768,3032563,15,8
0.792551705139427,3200657,3129535,9,11
0.792425759871267,3501663,3480425,9,15
0.791635437511382,3431506,3366379,13,9
0.791614983874969,3390234,3004123,10,10
0.79099666863279,3356831,3318946,15,8
0.790882555685838,3478384,3478300,14,13
0.787654910624645,3464711,3456893,9,11
0.786726200226756,3407399,3379456,13,10
0.786117280589482,3459347,3199826,9,17
0.785724725365981,3485196,3266876,9,17
0.784948405747186,3459056,3010452,10,8
0.784923955715852,3278445,3264665,10,10
0.784131224771368,3366379,3356831,8,13
0.784059994773883,3311386,3032722,10,13
0.784035634632778,3501359,3128274,10,10
0.783950617283951,3408171,3003914,9,9
0.783822214447766,3233353,3062734,16,9
0.783373524566052,3464578,3335898,15,10
0.782375460861073,3357315,3210254,11,12
0.78113833457184,3434253,3272683,10,13
0.780334406453298,3323113,3108771,8,13
0.780279658870222,3278445,3132184,16,10
0.779544337146815,3479265,3469804,16,8
0.779221324267714,3486132,3315606,16,8
0.779130540312029,3231653,3199826,9,15
0.77756693286747,3444633,3207791,9,9
0.777527234387242,3423781,3178781,8,12
0.777204627551348,3472444,3464578,10,13
0.776738765417396,3434012,3129535,9,12
0.775581084691424,3444850,3013038,8,8
0.774952964434943,3494680,3024677,11,10
0.774809874998653,3424508,3275274,15,21
0.774735678918988,3449640,3356831,8,14
0.774142182586563,3401765,3168474,12,14
0.773895705041086,3449640,3318946,15,14
0.773512485815756,3384564,3068981,9,12
0.773464350868155,3407808,3386006,9,15
0.772936758981171,3461279,3298796,11,18
0.772923125186866,3491216,3387946,27,38
0.772110188627048,3419585,3044094,8,20
0.772058634644962,3464699,3259416,11,16
0.771796772464082,3488255,3032198,16,15
0.770163422545334,3480425,3277383,16,9
0.769572531874516,3490029,3118685,8,8
0.769401213985353,3363576,3173993,14,10
0.769292639972169,3392117,3199826,9,19
0.76917792534921,3444633,3375535,9,9
0.769162215955727,3494860,3009302,20,23
0.768786425010192,3213821,3028642,11,8
0.768781155215439,3195501,3103499,16,9
0.768677171494346,3478384,3474858,15,13
0.768317790004317,3464578,3200657,11,10
0.767708941282604,3485270,3009302,20,20
0.767196424663736,3499702,3436439,17,10
0.767096372747041,3464578,3459249,19,10
0.766982578736422,3459967,3025103,13,11
0.766888526017997,3102195,3003914,9,10
0.766709949051622,3463650,3356083,13,16
0.766099590010802,3400018,3036629,14,8
0.766080861357482,3464711,3124555,8,11
0.765684775236541,3469887,3356831,8,15
0.765316884284743,3434866,3366379,13,12
0.765090668673546,3135764,3025638,8,18
0.765081761672036,3487777,3339535,28,29
0.764416092244216,3415300,3207791,9,22
