cor,V2,V3,N2,N1
0.96694597580415,3659719,3661524,17,16
0.946998361564526,3705210,3705422,20,22
0.936808673385011,3724319,3724636,29,26
0.892513524323827,3705422,3705434,22,20
0.843088418430884,3705210,3705434,22,22
0.803595992010534,3384787,3384802,41,39
0.802213327054392,2096570,3188081,31,31
0.799525065806865,3538693,3604091,34,35
0.785283381990164,3685843,3688689,49,50
0.770832394961446,2876414,2896692,45,44
0.76856593137426,1474472,2612021,28,34
0.764164390867861,2027893,3559338,36,33
0.759538113387555,3597252,3648174,50,58
0.752660592501777,2497083,2507515,17,19
0.74041605155156,3475874,3581298,30,22
0.739970314745803,3705219,3705422,20,27
0.716713200345963,3594956,3658786,21,27
0.716483394186425,3418446,3419873,19,16
0.71519707576837,1480701,3270436,31,34
0.714440411241256,2266695,2964718,38,24
0.702181918024541,2739480,2746227,21,15
0.694907608690681,3705210,3705219,27,22
0.686121510437754,3717652,3725831,46,52
0.68122585144549,3297990,3316141,19,20
0.681221329671936,1328039,1339487,72,88
0.675518373780115,3638774,3642285,29,26
0.673155275021515,3256025,3666093,76,58
0.672138361942852,2090277,2764967,65,63
0.668761999862435,3718462,3720896,70,69
0.668657315070539,1289614,2322089,35,33
0.658349577214516,3218418,3233693,33,26
0.657469349185746,786973,2070555,73,89
0.656119562742464,1328039,2465413,83,88
0.656020381320252,3256025,3586683,70,58
0.653361297409114,2071636,2771138,32,43
0.653334482463244,2144418,2522950,89,90
0.65108704768678,1328039,2829806,76,88
