uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,total
10003,Shady69,100,1718868169,89,Catalysis,3.32,4.16,2.29,3748.37,0.81,0.23,3.39,1.41,0.07,0.53,12371288960
1000524,-FB-Projectxrun,100,1718873303,16312,39th Street Killers X,5.76,15.93,3.02,14516.06,0.01,0.04,11.11,5.33,0.83,1,4011156303
1001196,Saren_Arterius,100,1718874922,13851,Nuclear Therapy,6.73,9.72,2.53,10469.67,1.32,0.76,0.06,3.56,0.67,0.92,4123540900
1001325,BuGsY,100,1718864599,41768,Aces Elite,0,8.06,2.04,1884.09,0,0.06,0,0.22,0.21,0.91,4172573482
1003202,iky,75,1718876744,38634,Takut Bini Army of Light,4.41,8.34,2.37,1408.94,0.03,0.01,0.09,33.89,0.19,0.81,2935755319
1004470,Blackdread,60,1718877654,39756,Abusement Park,0.2,4.44,2.72,2443.31,0,0,0,0,0.1,0.88,1527731235
1005145,Kamikaze-Rawr,100,1718848859,8938,Arcadia,0.32,3.6,2.56,1465.4,0,0.03,0.06,0.22,0.01,0.91,4233939511
100606,nitrogenous,80,1718849675,33007,HAKA,1.78,2.24,2.53,8454.26,0.06,0.14,1.58,5.56,0,0.97,2814170286
1007672,bobiii,100,1718877180,27312,SA  Equilibrium,0.42,2.88,2.42,2390.3,0,0.1,0.22,26.52,0.94,0.91,10500925607
1007792,Streets,90,1718853035,49380,Crows,7.72,8.58,2.31,5718.27,0.02,0.08,0.04,8.26,0.09,0.77,1859054784
1009117,Forrest1980,100,1718849952,11747,Natural Selection II,0.41,0.97,2.01,1801.3,0.01,0.16,2.08,22.04,0,0.93,4964002480
1009309,yawzaw,100,1718876291,16312,39th Street Killers X,0.39,3.16,2.44,2983.49,0.02,0.1,0.19,0,0.06,0.9,8125117939
1009539,kamas,100,1718872027,8336,Monarch HQ,2.04,5.26,2.47,5804.74,0,0.06,0.5,11,0.66,0.92,12085033252
1009654,stephenm,91,1718868632,8802,Ram Rajya,0.24,0.26,2.09,1267.18,0,0.07,0,2.5,0,0.84,3357259769
1009768,QueenRhi,47,1718871724,14768,RISE FROM RUIN,0.11,0.11,2.18,888.73,0,1.4,0.14,0,0,0.91,471654861
1009778,AznAntony,100,1718873210,16282,Nuclear Winter,1.2,3.2,2.63,3723.51,0.16,0.23,1.32,2.64,0.32,0.86,6961655216
1009930,_T_,100,1718855923,28349,Dexter&#039;s Laboratory,3.02,6.38,2.16,6262.03,0.43,0.14,1.23,54.77,0.81,0.88,8342585046
1010204,ZoNeD,69,1718877406,30009,White Rabbits,2.23,3.87,2.49,6103.16,0.11,0.11,0.86,8.94,0.59,0.91,1086923949
1010984,SaripD0L,99,1718866597,9055,Natural Selection IV,0.16,0.28,2.73,1262.91,0.02,0.04,0,18.99,0.03,0.86,6161224440
1012262,Cineva,94,1718878162,18569,Romania Elite Kommando,1.69,3.69,2.66,4746.29,0.14,0.14,0.11,2.74,0.77,0.9,5439053546
1012783,charlie0768,81,1718876674,15929,The Inquisition,1.69,3.27,2,2311.63,0.13,0.27,0.08,15.94,0,0.84,4641918633
1014257,Painkiller,100,1718874852,230,PT-Family,1.98,2.18,2.81,5642.97,0.04,1.71,2.92,13.72,0.06,0.94,15940713636
1014409,Brad0812,92,1718856842,9032,Wolf Pack,1.14,2.84,2.66,5100.32,0.17,0.17,1.79,0,0.04,0.74,3989187929
1016246,Jeffronimo,71,1718859271,14768,RISE FROM RUIN,0,2.53,2.16,922.51,0,0,0.09,16.5,0.94,0.91,853313499
1016719,Utracia,90,1718848923,8938,Arcadia,0.02,3.44,2.08,998.74,0,0.06,0.03,0,0.3,0.54,6955595106
1017334,bluetorpedo,100,1718874517,16312,39th Street Killers X,2.23,3.29,2.78,5374.09,0.01,0.93,3.06,9.68,0.4,0.97,8216767878
1019014,Saba,97,1718876094,16312,39th Street Killers X,2.42,4.11,3.1,12753.49,0,0.13,10.4,0,0.21,1,2965149577
1019019,Jrod,100,1718851253,2736,Itsi Bitsi Bikini,0,0.3,2.02,650.13,0,0.08,0.03,4.56,0.14,0.56,7489598572
1019193,Lunamaria,100,1718870209,10174,AQUA-Poseidon,1.49,2.38,2.61,2953.37,0,0.02,2.4,0,0.61,0.89,9533238176
1021188,FunkyCrunchy,50,1718868620,7115,Republic Of Futuria,1.01,3.7,2.2,4912.34,0,0.18,0.08,0,0.47,0.96,301456922
1021253,TriGuem,100,1718852625,11747,Natural Selection II,0.66,2.31,2.31,4147.08,0.04,0.08,3.63,38.32,0.58,0.89,6849528121
1021341,BooBees,91,1718877648,35507,The Nest,2.79,5.48,2.69,8117.42,0.14,0.21,2.13,15.74,0.64,0.91,2282513766
1022533,Luzbelito-,100,1718862896,27312,SA  Equilibrium,0.06,0.66,2.59,2179.54,0,0.04,4.69,6.74,0.18,0.9,8069731335
1022655,Zziox,94,1718877496,41702,39th Street Warriors,4.18,7.41,2.73,6716.08,0.31,0.11,0.79,26.52,0.02,0.99,10154500805
1023364,The1nonlyK,85,1718869113,50613,BRC   Supreme,8.39,13,2.63,7104.61,0.06,0.29,0.31,62.33,0.96,0.9,541373786
102430,Pompey123,95,1718871287,8336,Monarch HQ,3.48,4.21,2.79,3123.51,0,0.06,11.38,0,0.03,0.99,4221603072
1025410,Pops,100,1718877451,10174,AQUA-Poseidon,5.12,33.08,2.1,12257.19,2.34,2.49,4.08,11.99,0.87,0.61,1.000008e+15
1026373,MY_NAME_IS_TORN,90,1718877484,9032,Wolf Pack,0.51,3.99,2.73,11059.04,0.02,0.1,0.42,6,0.64,0.98,13494933833
1027599,UberMorlock,100,1718874725,2013,Subversive  Alliance,0.52,1.24,2.54,2764.06,0,1.17,3.52,0.24,0.61,0.9,15397874360
1028410,prowguy,91,1718868817,13665,PT-Penguins,1.86,3.46,2.04,2265.69,0.02,0,0,30.83,0.79,0.74,2553327000
1028538,xFreya,71,1718874064,9745,Emergency Room,0.8,1.44,2.62,3970.91,0,0.01,0.04,0.48,0.36,0.92,245059253
1029035,Wasted,52,1718877727,24218,HYPE,0.67,3.38,2.32,10348.4,0.07,0.17,0.1,25.21,0.49,0.66,81696272
1030698,Graphite,100,1718866572,9533,Natural Selection,0.83,1.19,2.22,3167.27,0.01,0.19,7.24,14.64,0.21,0.94,11682909378
1030826,Will_i_am,100,1718873587,10820,Lithium,0,2.53,2.66,2578.67,0,0.28,1.94,3.33,0.52,0.94,7466597572
1032325,iambob2,16,1718875182,25001,The Red Knights,2.22,2.9,2.63,9884.99,0.88,0.01,0.46,22.61,0.59,0.97,8270693108
1032943,MemoryLane,88,1718865137,44040,Galactic Arcade,1.03,3.53,2.31,5091.01,0.3,0.02,0.06,0,0.02,0.88,3132794351
1033165,TheLeperKing,72,1718878163,29107,I.H.Q.,0.99,9.66,2.28,9252.58,0.47,0.34,7.59,4.96,0.22,0.84,242286444
1033363,muszelious,75,1718858247,10566,The Rifle Company,1.23,6.9,2.32,2685,0.04,0,0.32,96,0.96,0.79,1536906360
1034083,Julle,100,1718869814,16628,Chain Reaction,4.94,6.78,2.16,3734.97,0,0.1,0.89,33.52,0.2,0.76,10485723920
1036235,SuperDuperPoor,100,1718859887,16312,39th Street Killers X,1.19,1.74,2.71,14395.02,0.03,0.06,0.7,0,0.1,0.99,11469997083
1036641,SevenDeadlySins,100,1718868539,8336,Monarch HQ,1.16,3.11,2.12,4704.43,0.01,0.08,0,0,0,0.8,6270129116
1039527,Wolfman,100,1718874026,8400,Lingering Insanity,4.79,8.33,2.07,11576.16,1.04,0.51,10.54,0.11,0.64,0.9,10245203135
1041309,TheCookieMan,91,1718874506,25025,DP Warriors,0,2.58,2.56,684.03,0,0.17,2.29,0,0,0.84,1712750667
1043377,Dyno,100,1718877298,8500,Extinction,0.07,7.8,2.31,8996.7,0.34,0.49,0.02,8.6,0.01,0.94,9275795342
1043426,ColdDeadFingers,100,1718872626,9533,Natural Selection,2.33,2.41,2.84,1425.46,0.08,0.07,0.32,13.11,0,0.96,13495648020
1044045,SanchoPanda,100,1718876827,13665,PT-Penguins,2.39,3.87,2.57,4509.06,0.04,0.01,0.13,12.8,0.88,0.9,5510643607
1044213,Imrahil,100,1718877267,8336,Monarch HQ,3.01,3.68,2.64,1721.62,0,0.09,0,1.72,0,0.97,14599202480
1045377,schilz,96,1718871158,38847,Vigilantes,1.91,4.56,2.04,1299.23,0.01,0.04,0,0,0,0.77,4729642991
104708,Tarren,35,1718873776,8510,Ara Pacis,1.83,10.54,2.66,7782.52,0.23,0.23,0.3,41.78,0.76,0.98,10041715820
1047724,TheDonIsBack,80,1718869572,10877,House of Dragonborn,2,2.92,2.09,1758.06,0.07,0.07,0.02,0,0.04,0.87,1486827162
1049343,Pelymeny,92,1718878431,20514,Monarch X,2.09,7.52,2.37,16020.27,0.36,0.16,8.53,0,0.77,0.93,1892391598
105214,Exploded,84,1718858826,16040,Winter is Coming,1.48,4.42,2.18,4853.34,0.04,0,6.6,15.29,0.47,0.91,2658538312
1052320,Darren,100,1718869808,12893,Darkside,0.33,1.22,2.48,1544.71,0.08,0.06,3.7,0,0.09,0.9,7335046540
105937,Nexus,100,1718877584,8706,Carbon,3.27,3.43,2.06,5852.06,0.01,0.04,0.3,0,0.04,0.82,6762552681
1060649,j0zeph,96,1718872667,8836,Vinerri,0.36,0.5,2.34,2936.8,0,0,0,0,0.1,0.96,7034618810
1063481,pablopol,99,1718851994,22492,Dystopia,0.42,1.87,2.13,2150.87,0.02,0.17,1.07,22.28,0.19,0.83,3111827648
1066131,Copper,100,1718877044,13842,Brazilian Unit,6.22,6.54,2.64,6781.14,0.28,0.03,0.42,0,0.08,0.98,6018464488
1066552,DwightSchrute,100,1718847628,40334,Euphoria,8.46,13.03,2.16,10418.79,0.74,0.66,0.76,1.23,0.08,0.88,4737902258
107444,Westend,100,1718878316,9533,Natural Selection,2.17,4.39,2.97,19821.47,0.14,1.4,0.43,39.43,1.01,1,4.194e+11
1075060,BiuBiu,95,1718878133,18736,Monarch Research,1.13,2.73,2.89,12404.4,0,0,1.58,4.08,0.91,0.98,3552284751
1075643,Gun_Ru,100,1718876414,230,PT-Family,2.13,4.39,2.61,7157.58,0.04,0.13,10.5,47.53,0.77,0.96,10862793578
1078182,GrimNuker,100,1718873616,16312,39th Street Killers X,1.18,5.96,2.56,5178.04,0,2.61,1.1,38.87,0.79,0.97,5283800550
1080773,Entrepreneur,86,1718853652,230,PT-Family,1.41,2.11,2.54,5037.28,0.07,0.03,1.03,25.3,0.74,0.8,7526715017
1081517,ShadowZone,100,1718877043,12094,Nuclear Fusion,4.8,7.67,2.41,5167.48,0.83,3.78,0.22,36.2,0.02,0.8,2.6478e+12
1085096,DeadLine,92,1718848598,9036,The Black Pearl,0.6,1.64,2.03,1697.18,0.04,0.33,0.8,0,0,0.96,6032224937
108760,ArcadeGaming,100,1718873884,12094,Nuclear Fusion,1.08,1.26,2.48,1346.01,0.02,0.38,0,5.86,0,0.8,4701587348
1088323,MIKELEE30,100,1718870949,230,PT-Family,3.52,4.62,2.23,6157.18,0.08,0.01,0.21,0,0.1,0.72,13094121430
108862,YEAR_ZERO,100,1718875100,40518,Monarch Oscuridad,15.07,16.01,2.69,7693.57,0.67,0.28,0.42,24.73,0.08,0.94,15611995773
108922,HT-Supermikk,100,1718878156,9524,HT-Fenris,8.54,13.33,2.71,16584.59,1.17,0.84,0.24,22.39,1,0.99,5.78718e+13
1090192,Luciano,100,1718866477,16312,39th Street Killers X,0.91,1.29,2.03,3807.3,0,0,0.6,0,0,0.74,6510412317
1090374,marric,100,1718877460,13784,WarBirds,0.19,0.21,2.69,4144.47,0,0.01,0,0,0,1,7656352224
1095910,cuculet,100,1718876683,18569,Romania Elite Kommando,1.88,2.71,2.21,3983.8,0.14,0.16,0.09,0,0.4,0.64,2530362582
1097729,-swing-,60,1718873518,8954,Nuclear Armageddon,3.01,3.06,2.16,2911.3,0.02,0,0.11,4.33,0,0.69,2822664703
1101362,rokiciano,100,1718875776,9036,The Black Pearl,3.56,7.17,2.16,2455.03,0.04,0.14,0.01,70.52,0.9,0.89,7569256951
1105319,_TMI_,100,1718849849,230,PT-Family,2.57,4.52,2.52,7779.21,0.1,0.06,10.49,34.89,0.83,0.9,7680924093
1105675,Kevin91,100,1718878063,27370,Desert Eagle,1.97,4.16,2.28,1479.26,0.01,0.11,0.01,0.87,0,0.97,4233009649
1109453,kittywarrior,100,1718858305,1149,WTF,3.17,4.44,2.36,4082.17,0,0.06,4.12,0,0.28,0.87,7558213561
111337,PrivateSnowball,100,1718876242,89,Catalysis,6.66,9.21,3.17,9271.72,1.16,0.68,4.02,59.19,0.44,0.92,7062161904
1117443,Toons,94,1718848875,20747,Damage Inc,1.62,3.94,2.01,3985.76,0.03,0.04,0.26,66.98,0.59,0.89,6707264565
1118257,Metallistar,100,1718874409,8706,Carbon,3.06,3.27,2.23,3728.01,0.46,0.51,1.56,39.28,0.03,0.76,8879261171
1118743,Fingerling,50,1718876337,20514,Monarch X,5.33,11.34,2.6,26669.01,0.06,0.26,5.32,47.89,1.01,0.81,164119174
1127284,xDakota,100,1718860841,8510,Ara Pacis,1.92,8.04,2.31,5017.43,0.31,0.02,0.08,25.62,0.8,0.88,2439412314
1127528,Fanatic,100,1718872203,8706,Carbon,2.4,2.61,2.87,2078.53,0.09,0.01,11.7,0,0,0.98,11800413113
1130241,DonnieBrasco,100,1718868116,89,Catalysis,2,4.74,2.21,9378.34,0.06,0.26,1.47,72.3,0.56,0.86,8930526311
1132337,LumbricuS,100,1718877528,230,PT-Family,1.83,3.39,2.52,5224.86,0.03,0.1,1.2,4.26,0.87,0.91,9301735721
1132772,byrod,100,1718871845,7709,Vulpes Vulpes,2.74,3.51,2.3,11470.44,0.16,0.11,1.87,19.44,0.34,0.76,6128214462
1132977,stax,93,1718877565,20747,Damage Inc,1.87,4.04,2.37,3937.31,0.02,0.06,0.04,9.12,0.91,0.94,1673558202
1133596,AlexanderWoolf,100,1718878224,11428,Swiss Squad,1.66,1.78,2.3,1825.22,0.01,0.21,0.04,57.21,0.08,1,9037109567
1135046,Colonel,100,1718842051,9041,PT-Calculated,2.48,4.28,2.02,2935.32,0.06,0.19,1.44,69.12,0.56,0.74,6146552907
1137061,Rohnn,95,1718871950,9524,HT-Fenris,2.48,4.37,2.23,4295.26,0.16,0.12,0.08,11.22,0.16,0.86,6811160602
1138376,Rafster,100,1718851599,15120,Wolf Pack Next Generation,0.06,3.2,2.42,1326.01,0.03,0.07,0.04,0.78,0,0.97,8319355181
1143611,Archmagex,100,1718878394,7835,Monarch Mutation,4.14,5.82,2.78,17427.6,0.09,0.09,0.14,8.77,0.82,0.99,10770981483
1145056,Suomipoika,100,1718872386,8836,Vinerri,1.94,9.77,2.47,9106.22,0,0.77,9.01,90.82,0.87,1,9200554796
1147611,HT-Tittentei,100,1718877939,9524,HT-Fenris,6.57,7.23,2.52,3623.47,0.64,0.51,1.1,53.92,0.34,0.9,15485695419
1148150,natty1066,100,1718876555,8336,Monarch HQ,1.38,2.74,2.41,1623.98,0.07,0.12,0.88,4.38,0.52,0.9,14053178732
1152399,5omeone,91,1718877813,19,39th Street Killers,4.06,6.4,2.6,6680.3,0.02,0.01,0.17,1.87,0.88,0.91,1884383893
1152433,Nihar,100,1718877917,8336,Monarch HQ,1.14,1.41,2.34,3762.06,0.06,0.16,3.77,6.11,0.11,0.77,12199820665
1154001,Hatchet,100,1718872703,8706,Carbon,4.16,7.98,2.58,9306.53,0.52,0.27,10.86,66.84,0.84,0.93,10406422832
1154897,Milosh,100,1718878501,28349,Dexter&#039;s Laboratory,0.12,0.8,2.74,3963.04,0.02,0.07,0,0,0,0.91,12452105147
1159022,minamimoto,100,1718877605,8317,Naughty Souls,0.02,0.02,2.41,1345.6,0,0.09,0.01,0,0,0.97,7881363510
1159897,smurf,100,1718852665,9041,PT-Calculated,3.3,9.18,2.09,3518.83,0.18,0.49,0.39,44.02,0.39,0.89,10835365839
116028,dk1234,100,1718877614,16053,Asylum 2.0,6.33,7.18,2.12,3438.08,0.13,0.48,0.21,154.02,0.71,0.83,11265061442
1160594,DamianWayne,100,1718875408,16312,39th Street Killers X,2.59,7.38,2.77,2791.32,0.02,0.01,8.21,16.01,0.94,1,6377036735
1161029,slayer97,100,1718876699,8151,Chromatic,2.29,2.41,2.17,5306.18,0.1,0.08,0,6.67,0.13,0.79,8044087165
1161626,LTJELLOMAN,100,1718862220,11747,Natural Selection II,4.4,14.16,2.56,16044.64,1.21,0.44,4.32,4.74,0.06,0.83,4.68e+10
1161672,Bon3s,93,1718878151,20881,.AMOEBA.,1.42,6.26,2.73,3107.23,0.01,0.01,0.07,4.44,0.1,0.91,3007111884
1161882,TheoZ,100,1718878074,16312,39th Street Killers X,1.39,4.9,2.28,4645.36,0,0.1,0.1,5.56,0.14,0.7,15986766253
1162052,Strelok,100,1718877955,6799,The Untouchables,0.27,7.63,2.73,2574.4,0.08,0.12,1.5,14.5,0.63,0.89,4108044846
1162351,budo_scarecrow,100,1718859262,22492,Dystopia,1.49,4.26,2.66,2608.09,0.39,0.49,0.47,4.69,0.77,0.81,10624896242
1164699,ceaseeer,100,1718872161,8520,Xenon,0.3,2.71,2.57,5093.42,0.1,0.13,2.54,10.82,0.9,0.92,6412553387
116536,HT-hch34,89,1718872525,9524,HT-Fenris,3.57,3.82,2.46,2676.86,0.19,0.16,2.49,12.73,0.11,0.89,3872592536
1167928,BigBonziBuddy,81,1718877680,8520,Xenon,0.03,0.66,2.37,2181.91,0,0.02,0,0,0.12,0.88,3826775274
1169153,Jimmy12X,100,1718870987,14078,~Twisted~,0.26,0.27,2.69,1059.66,0,0.14,0,0,0,0.96,11609255702
1170226,Lift,100,1718854505,8151,Chromatic,1.67,1.72,2.03,1284,0.18,0.02,8.49,29.69,0,0.88,8067779719
1171741,Adaline,100,1718874459,2095,insurreXtion,2.99,3.6,2.81,6393.08,0,0.17,10.82,0,0.4,0.98,12580968349
1172344,loonie,100,1718875585,2736,Itsi Bitsi Bikini,0.79,3.21,2.9,1959.93,0.07,0.42,0.18,43.77,0.49,0.99,12573158660
1172347,grobut,25,1718876628,21665,Monarch Army of Light,2.74,8.86,2.33,4054.11,0.04,0,0.24,1.77,0.24,0.66,283826318
117259,Ranf,100,1718873867,13665,PT-Penguins,3.63,5.6,2.63,4399.3,0.32,1.34,1.24,59.78,0.87,0.93,9071343549
117313,High,100,1718874457,20747,Damage Inc,1.93,2.24,2.03,2239.53,0.23,0.07,0.07,10.72,0,0.9,10704281222
1174171,Samurache,100,1718878454,18569,Romania Elite Kommando,0.51,1.01,2.7,6116.6,0,0.08,0.01,13.36,0.32,0.94,7516633356
117506,t0m,100,1718877053,9524,HT-Fenris,1.41,1.78,2.27,2171.63,0.08,0.19,0.59,0,0,0.81,3841107019
1176287,Paul,100,1718858412,3241,JFK,1.09,3.01,2.52,3893.49,0.06,0.13,0.34,8.67,0.73,0.67,7241426598
1177731,_O_o_,100,1718870569,9041,PT-Calculated,2.76,4.38,2.26,3970.4,0.02,0.06,0.88,24.13,0.86,0.93,5683121449
1178603,MgTheGreat,100,1718866721,10913,Unbroken Silence,3.43,10.32,2.22,11900.98,0.43,0.19,2.06,5.74,0.63,0.81,7770110245
1178989,Stricken,99,1718856387,33458,SA One  Punch,3.77,7.11,2.62,7258.1,0.48,0.82,7.24,2.78,0.67,0.99,7158537856
1180223,IsMiseAaron,88,1718872282,8537,NNGO,0.74,1.8,2.13,2509.62,0.03,0,0.01,0,0.09,0.88,1091093448
1180915,x_IBennnnn,94,1718869607,9036,The Black Pearl,0.68,2.71,2.11,1016.54,0.11,0,0.09,0,0,0.96,8339217691
1182764,Kamikaze-Phobe,100,1718862342,8938,Arcadia,0,6.26,2.39,1629.47,0,0.04,0.96,4.64,0.96,0.96,5298217082
1184072,AntiCupid,87,1718874831,9055,Natural Selection IV,0.72,0.91,2.38,4505.56,0,0.02,0.13,0,0.01,0.9,2618709607
1184330,Rixer,100,1718877703,9100,The Black Hand,5.59,6.59,2.73,15009.54,1.04,0.11,0.74,78.88,0.81,0.93,4528453178
1186889,mozzy134,78,1718877531,9041,PT-Calculated,2.11,2.12,2.49,2381.22,0.01,0,0.01,10.43,0,0.9,2402485239
1187574,S-I-S,100,1718875245,16628,Chain Reaction,5.54,6.51,2.98,18687.64,0.04,0.21,0.43,14.24,0.17,0.99,18130284698
1187876,Lat,100,1718878457,16696,Scum Squad HQ,11.02,52.68,2.66,26955.33,2.81,3.93,0.27,34.89,0.53,0.99,1.314e+11
1190773,Art,26,1718877445,10820,Lithium,0,6.4,2.6,5346.99,0,0.09,2.43,14.92,0.84,0.97,1545470193
1191149,Rosarium,80,1718877056,10818,Lex Wolverines,2.67,9.24,2.43,9232.32,0.81,0.09,0.69,0.67,0.99,0.84,3553191257
1192157,kuasa,100,1718875698,8336,Monarch HQ,5.13,6.41,2.89,9323.63,0.06,0.01,1.33,27.73,0.53,0.93,15073418608
1195734,RoLin100,88,1718857846,8085,Nuclear Blast,3.24,4.79,2.27,6400.08,0.18,0.19,0.04,0.22,0.44,0.86,1494530573
1197027,Wilkyvvay,49,1718875609,15929,The Inquisition,1.62,5.87,2.87,9442.82,0,0.14,0.11,5.22,0.1,0.99,507239401
1197995,Chesna,100,1718872104,15222,Dark Arts,9.32,11.73,2.02,5598.07,1.59,0.34,0.54,24.27,0.3,0.84,14312615754
1199477,Ragnfrior,99,1718875071,6799,The Untouchables,0.12,6.56,2.38,1986.81,0.18,0.04,0,7.99,0.96,0.96,5303774705
1199649,StreetRuler,100,1718859561,7709,Vulpes Vulpes,1.37,2.46,2.41,3093.78,0.13,0.07,0.02,50.53,0.79,0.68,10949305916
1200106,moezmay,62,1718877762,21665,Monarch Army of Light,0.73,1.16,2.47,8235.38,0,0,0,0,0.07,0.97,810413909
1201431,Eli,99,1718877421,35507,The Nest,1.12,3.16,2.14,4000.03,0.06,0.08,0.02,82.38,0.9,0.88,2609101600
1204341,DA-FRAZA,40,1718870223,8468,Bloodbath and Beyond,0.63,7.18,2.18,5252.91,0,0.02,0.22,0,0.88,0.93,57087451
1205033,aps,100,1718873752,7835,Monarch Mutation,2.82,5.43,2.92,8445,0.07,0.1,4.58,0.06,0.9,0.97,5434454043
1207116,2000,97,1718865329,41929,Valor,4.03,5.76,2.46,1968.03,0.07,0.01,0,0,0.42,0.81,3743921485
1207262,Embra,100,1718875658,2736,Itsi Bitsi Bikini,0.83,0.9,2.47,927.79,0.03,0.11,0,3.66,0,0.9,7665695747
1207312,-AKA-Spark,99,1718868479,9041,PT-Calculated,2.82,3.54,2.59,3013.46,0.04,0.1,0.07,0,0.34,0.9,2637388026
1211375,TerraZone,100,1718878366,8706,Carbon,2.06,3.17,2.51,2409.78,0.01,0.06,1.14,16.04,0.3,0.98,5566606075
121433,Pidu,100,1718867507,13665,PT-Penguins,0.76,0.99,2.19,602.78,0.08,0.07,0,0,0,0.86,11711460366
1220645,Smiffy,100,1718876033,27223,Little Stompers,4.24,10.41,2.67,6555.14,1.08,0.79,0.38,49.57,0.51,0.99,10099041193
122870,Tonk,100,1718860843,231,Destructive Anomaly,3.32,3.4,2.57,3609.83,0.11,0.24,1.16,8.28,0.02,0.93,13024129421
123036,Umol,91,1718864637,11581,Natural Selection III,0.14,0.14,2.04,639.96,0.03,0.14,0,0,0,0.59,4085496562
1232819,badger1965,86,1718875372,10174,AQUA-Poseidon,4.63,4.67,2.18,1730.52,0,0.58,0.02,0,0,0.94,11115580627
123649,Dabzilla,37,1718864845,28349,Dexter&#039;s Laboratory,1.26,8.17,2.26,2981.41,0,0.17,0.66,2.07,0.76,0.82,87558057
123708,Genocide,92,1718870141,9533,Natural Selection,2.94,5.02,2.54,7289.68,0.01,0.06,11.73,8.89,0.59,0.97,10718770683
1243700,Morrissey,54,1718876488,37786,Halos Momentum,4.31,7.04,2.73,6693.04,0.19,0.06,0.04,15.09,0.23,0.99,73162228
12469,Tygra,100,1718857925,16628,Chain Reaction,0.58,0.59,2.64,1064.43,0,0.03,0.13,0.19,0,0.92,12316384792
1251698,Magnum,100,1718855725,16312,39th Street Killers X,0.56,2.82,2.63,3786.99,0,0.02,0.26,1.78,0.4,1,7449913510
1258534,Sam-Phenom,30,1718870739,89,Catalysis,1.74,2.92,2.21,3863.51,0,0.01,0,0,0.06,0.96,896742958
126091,sCrEwBuRgEr,64,1718875934,9728,Victores Cruenti,5.8,8.09,2.09,7125.39,0.04,0.5,0.1,0,0.4,0.72,541732392
1261819,g_ho,100,1718873083,9533,Natural Selection,2.9,3.6,2.01,2713.18,0,0.2,2.54,117.03,0,0.91,17024811398
1263853,danielfritzzz,100,1718875937,8706,Carbon,2.82,4.84,2.72,4520.43,0.07,0.06,0.26,0,0.76,0.96,11293935567
1264195,jon0,78,1718878065,15655,Ravage,0.11,6.18,2.59,6423.31,0.01,0.01,0,31.17,0.99,0.91,1318776572
1264813,BlueAdept,100,1718878185,16312,39th Street Killers X,1.61,2.11,3.01,7191.84,0,0.17,0.46,10.29,0,0.92,7194966338
1265093,Willysw,95,1718854640,8537,NNGO,2.18,3.34,2.62,4103.76,0.01,0.47,0.53,22.07,0.44,0.7,4691949750
1265754,NickGeo,84,1718872179,7282,Luscious Dreams,0.18,0.24,2.3,905.39,0,0,0,0.37,0.04,0.99,3419040843
1265909,Jamin,100,1718859657,16628,Chain Reaction,2.12,2.28,2.53,1747.56,0.02,0.02,2.06,24.26,0.07,0.89,10358977817
1266202,DarkSpark,94,1718872480,8989,JUX HQ,0.12,2.52,2.57,3291.7,0.02,0.14,7.56,28.67,0.82,0.96,2872402880
1266413,Mugs_Bunny,100,1718877024,32781,HAMAG HQ,8.6,23.57,2.17,11684.46,1.06,0.44,0.7,0,0.2,0.61,1911404592
1266551,Doc-On-Duty,67,1718876123,40992,Medic!!,0.22,1.91,2.52,3315.79,0,0.01,1.98,5.91,0.01,0.83,261514644
1266618,alifsatar,70,1718870903,21665,Monarch Army of Light,1.71,3.81,2.03,3119.9,0.07,0.02,0,11.5,0.7,0.58,1721215223
1268021,Toxin,80,1718878450,16312,39th Street Killers X,4.42,6.58,2.21,15957.02,0.16,0.1,9.23,7.02,0,0.94,7758005490
1269106,qez,99,1718857558,13665,PT-Penguins,2.39,2.7,2.4,7062.12,0.29,0.09,0.72,23.82,0,0.7,3866054393
1269398,FI3ND,93,1718866978,41702,39th Street Warriors,3.29,7.26,2.84,9483.58,0.16,0.06,0.19,1.57,0.72,0.87,3674751011
1272771,LedHarley,63,1718875990,35776,IA Black,3.89,6.86,2.3,9184.78,0.57,0.19,10.41,0,0.83,0.82,1954329328
1273015,-LastSurvivor-,91,1718874472,21234,Underground Nation,4.37,4.87,2.86,5442.17,0.23,0.13,0,9.17,0.23,0.93,2808002740
1274736,RickMcDick,97,1718873683,8520,Xenon,1.27,3.27,2.88,8583.14,0.14,0.01,0.13,12.64,0.5,0.94,3444848527
1276677,ICEMAN00723,97,1718876889,9420,Sacrifice,2.64,4.81,2.11,10867.83,0.37,0.13,0.73,27.92,0.26,0.82,5618968453
1277209,Bling,80,1718872109,35507,The Nest,0.29,0.64,2.29,2076.04,0,0,0,3.64,0,0.98,1695939821
1278302,John-Gotti,100,1718868031,13784,WarBirds,1.97,2.24,2.03,1767.46,0,0.19,0,2.57,0,0.76,5652010280
1280348,JPills,90,1718875745,7227,The Collective JTF,2.36,5.3,2.53,6317.42,1.82,0.1,0.61,43.43,0.37,0.89,3327961815
1280393,Ice_Addict,70,1718877980,7935,Blue Rock Collective,0.31,3.3,2.09,4229.24,0.11,0.26,0.21,15.46,0.47,0.78,607041369
