fac1,fac2,fac1_name,fac2_name,wstart,wid,week
48718,49147,Peaky CS II,Gladiators,1741381200,23015,2025_10
42505,46708,BoW - Hidden Shadows,The Revenant,1741392000,23014,2025_10
38634,47515,Takut Bini Army of Light,Project at Eden&#039;s Gate,1741273200,23013,2025_10
45415,47760,PT-SunnyVale,Ninjas In Rehab,1741356000,23012,2025_10
30584,37595,Disorderly Conduct,Firequackers,1741302000,23011,2025_10
35090,49069,Desert Phoenix,Unbroken Damage,1741370400,23010,2025_10
48097,49836,Braveheart,Maniacbros,1741471200,23009,2025_10
52806,53100,Shadow_Wizard_Money_Gang,Menacing Monkeys,1741460400,23008,2025_10
8537,9412,NNGO,BLACK STATUES,1741298400,23007,2025_10
38097,45592,Kentucky Fried Criminals,TheWhisperers - BR Legion,1741460400,23006,2025_10
48563,53020,Morty&#039;s Mindblowers,Los Blancos Eldorado,1741309200,23005,2025_10
47467,50502,Margem Sul,2 High to Care,1741287600,23004,2025_10
20718,41225,S.C.A.R. Division X,PT-erodactyls,1741377600,23003,2025_10
47710,47878,PT-GuemLand,Righteous Aura,1741294800,23002,2025_10
47314,50601,The Cut,Gozerian,1741381200,23001,2025_10
50267,51316,Hallucinogenics,Pixel Ninjas,1741442400,23000,2025_10
37402,44811,The Laboratory,Order of Diverse Events,1741471200,22999,2025_10
49924,51674,OnlyXans,NOVA Warmonger,1741302000,22998,2025_10
16696,48206,PT-Guemedolphinos,ADHD Team,1741446000,22997,2025_10
16247,46978,Capacity X,PT-Slinkys,1741381200,22996,2025_10
49573,50573,Fast&amp;FuriousTornDrift,ECLIPSE VANGUARD,1741269600,22995,2025_10
50964,51056,The Brothers In Arms,Torn Sails,1741374000,22994,2025_10
9357,10610,AQUA-Neptune,NPO - Strength,1741291200,22993,2025_10
7746,17587,C.R.H,Nomads 2.0,1741446000,22992,2025_10
49297,51238,Shaggy Hi-Fidelity,The Fat Elephant,1741474800,22991,2025_10
51628,53389,Wolfe Corp,The We Tried Collective,1741359600,22990,2025_10
38319,41309,Unity Of Bagan,The Askelads,1741294800,22989,2025_10
50482,51200,Orphan Grinder,The Bottomless Pit,1741309200,22988,2025_10
28460,48040,Gangsta&#8217;s With Attitude,The Psychonauts,1741467600,22987,2025_10
8510,8867,Ara Pacis,Monarch Chrysalis,1741294800,22986,2025_10
52775,53207,Torn Metropolitan City,LLLL,1741453200,22985,2025_10
9517,28073,OverWatch,Shiny Hoard Avian Team,1741388400,22984,2025_10
51325,52052,ShadowWizard Money Gang,Special Task Force,1741294800,22983,2025_10
49916,53360,Halls OF Valhalla,Iron Serpents,1741460400,22982,2025_10
7969,22295,WIT-Premier,Aquarius,1741377600,22981,2025_10
10851,48965,Bullysian,Brotherhood of Butchers,1741291200,22980,2025_10
51839,53171,Veritas Legion,The S.C.P foundation,1741456800,22979,2025_10
47838,51855,Fallout Shelter,Chaos Cartel,1741384800,22978,2025_10
52284,52981,Defenders Of Torn Unite,Crime Spree,1741424400,22977,2025_10
27211,49319,W.M.D,SCHIZOPHRENIACS,1741464000,22976,2025_10
49384,52834,Organised Chaos,Mullet Mafia,1741456800,22975,2025_10
8677,35140,Mana,Vault 76,1741287600,22974,2025_10
44746,48093,Chromatic Sloths,UNDERWORLD,1741363200,22973,2025_10
8336,16628,Monarch HQ,Chain Reaction,1741280400,22972,2025_10
48443,50662,Knockout - Ringside,Cursebound Armada OJCW,1741456800,22971,2025_10
51218,51671,Magus Optimum,The Imperial Empire,1741356000,22970,2025_10
52603,52693,Midas Touch,JCL Base 1,1741266000,22969,2025_10
9524,12893,|HT|,Darkline,1741464000,22968,2025_10
15644,44865,New Sith Order,Violent Resolution,1741366800,22967,2025_10
8062,41702,Ruthless Reborn,Fatality,1741276800,22966,2025_10
52671,53111,United Legion,The Kok Rocket,1741464000,22965,2025_10
49515,53010,Holy Crucible Of Monarch,Edo,1741366800,22964,2025_10
16053,23193,Asylum 2.0,Materia,1741467600,22963,2025_10
40673,50508,Dudes I&#039;d Like to Fight,Dark Chocolate Winter,1741298400,22962,2025_10
50699,52835,Star-Light-Warriors,King Crabs,1741356000,22961,2025_10
17055,42055,Natural Born Killers,Dead Fragment,1741460400,22960,2025_10
50278,52357,Faygo Gang,Mystic Marauders,1741237200,22959,2025_10
22691,41218,MW - Beyond Valhalla,Forgotten Realm,1741446000,22958,2025_10
51605,53059,The Night Owls,The Obsidian Cartel,1741320000,22957,2025_10
13138,49488,Dark Carnival,EIRE Ranger Wing WAR,1741467600,22956,2025_10
3241,21665,JFK,Monarch Army of Light,1741269600,22955,2025_10
50754,52915,Th3 Illuminati,GAMER INC,1741381200,22954,2025_10
49710,52391,HellSpawn,Crime Co.,1741464000,22953,2025_10
50609,51754,Phoenix Elysium,Outlaw&#039;s HQ,1741464000,22952,2025_10
51454,51932,Sarrrrrrrrrrrrrrrrrrrrrrr,$Money Makers$,1741392000,22951,2025_10
9405,48684,Voidbringers,Torn Community Garden,1741456800,22950,2025_10
52657,52994,Armed Response Unit 1,Moretti Crime Family,1741456800,22949,2025_10
41066,49927,Mickey Mouse Reaperhouse,Viking Family,1741395600,22948,2025_10
9674,38847,Smells like Sex,Vigilantes,1741298400,22947,2025_10
231,7282,Destructive Anomaly,Luscious Dreams,1741467600,22946,2025_10
36467,48815,Shadow Wizard Money Farm,Monolith,1741377600,22945,2025_10
50271,53074,Warhounds,Low Vibin&#039;,1741266000,22944,2025_10
50723,51559,Shaggers,ALBA,1741460400,22943,2025_10
47229,50457,STONED,Tranquility Base,1741356000,22942,2025_10
44331,52788,Aussie Road Warriors,MATRIX UNDERGROUND,1741294800,22941,2025_10
12249,40624,Aurora Surrealis,Toxic Reign,1741464000,22940,2025_10
42832,46692,Ascendency,Disruption,1741359600,22939,2025_10
9171,9728,Occul2us,Nautilus,1741460400,22938,2025_10
47614,48277,Shadow Inc,HellRazers,1741449600,22937,2025_10
13525,51758,Wargasm 2.0,Dracula's Disciples,1741474800,22936,2025_10
37803,43836,PT-PimpTuga,LaFamilia,1741291200,22935,2025_10
51679,52764,stiff-knights: rE-ErEctEd,Arctic Vanguard INC,1741366800,22934,2025_10
50245,51708,Familia Delinquentium,Tribunal Global Network,1741294800,22933,2025_10
45421,48058,Ricefields of Neverland,Banty Shack,1741352400,22932,2025_10
13502,14821,Dead or Alive,JFK - Future Killers,1741276800,22931,2025_10
49793,51447,GANGSTA CARTEL HQ,2nd Chance,1741471200,22930,2025_10
40334,49953,Sentinels,BoW - 4.20,1741384800,22929,2025_10
48039,50785,(INQ) Schola Progenium,The Revenant Respawn,1741449600,22928,2025_10
37537,41777,The Regiment,The Swarm,1741219200,22927,2025_10
51179,51579,Phoenix Federation,Win Or Learn,1741442400,22926,2025_10
43226,52484,The Risen,Family First,1741460400,22925,2025_10
8954,33097,Nuclear Armageddon,Occultus,1741446000,22924,2025_10
7835,11796,Monarch Mutation,SMTH - Bright Summit,1741356000,22923,2025_10
41067,42435,Houdini,Nub Army,1741280400,22922,2025_10
31764,37786,39th Street Warriors,Halos Momentum,1741370400,22921,2025_10
9503,49776,TSFTS Microbrewery,Port Royal,1741284000,22920,2025_10
48517,52542,Magic Touch,House Of War,1741442400,22919,2025_10
46700,52235,Bleeding Streets,TheMatrix,1741348800,22918,2025_10
11559,15286,The Masters,C2C,1741453200,22917,2025_10
51524,51916,Knights United,Berserker Brotherhood,1741294800,22916,2025_10
49978,52875,Hammer Academy,TS (ThinkStation),1741370400,22915,2025_10
9356,43325,SMTH - Party Animals,Crime Syndicate,1741269600,22914,2025_10
9036,36891,The Black Pearl,FLATLINE,1741467600,22913,2025_10
8422,27223,Monarch Cupid,Stompers,1741359600,22912,2025_10
45465,47615,Cobra Command,TORN&#8217;S NEW HITTERS,1741280400,22911,2025_10
50207,52090,The Hideout,Endiness,1741381200,22910,2025_10
41164,51716,UNiTed Flying Doctors,Develop (Hiring),1741280400,22909,2025_10
15837,36660,Suits,Premature Attackulation,1741381200,22908,2025_10
44390,53032,Torn Cinematic Universe,Cupins Vevecation,1741302000,22907,2025_10
52786,53280,Mass Destruction,Cache Gamblers,1741377600,22906,2025_10
13848,50643,BreakingBad,Caramel Chocolate Winter,1741464000,22905,2025_10
49739,51011,Obscure -Recruiting-,The Crazy Horses,1741233600,22904,2025_10
41291,52917,UNDERWORLD ASSASSINS,The Shadow Kingdom,1741356000,22903,2025_10
13131,40518,Torn Galactic Republic,Monarch Optimus,1741460400,22902,2025_10
19,16312,39th Street Killers,39th Street Killers X,1741294800,22901,2025_10
10940,44547,Samurai Dojo,MORTAL WARLORDS,1741377600,22900,2025_10
44222,53366,Begal,Velobytes Network,1741237200,22899,2025_10
10820,27902,Lithium,SMTH - Concord,1741359600,22898,2025_10
53109,53236,Cali Cartel,Small Warring Faction,1741230000,22897,2025_10
47859,50244,Ghost Riders,Wretched Outcasts,1741446000,22896,2025_10
20554,50890,Rising Reckoning,Wartopia,1741467600,22895,2025_10
18963,51926,Search &amp; Destroy,Inglorious Basterds,1741388400,22894,2025_10
50433,52783,Golden Dawn Mafia,The Outback Syndicate,1741392000,22893,2025_10
9370,21040,Cipher,Monarch Vanguard,1741294800,22892,2025_10
49070,49380,Valhalla Fires,Crows,1741464000,22891,2025_10
8384,13842,Savage Plague,Brazilian Unit,1741370400,22890,2025_10
1117,40692,Ascension,Kingdom of Asgard,1741276800,22889,2025_10
8400,40992,Lingering Insanity,Medic!!,1741305600,22888,2025_10
47947,50711,KushStronauts,Diamond Cartel,1741287600,22887,2025_10
13421,48002,Wild Guardians,Corrupted Phoenix,1741471200,22886,2025_10
11428,20465,Swiss Squad,SMTH - Phoenix Nirvana,1741305600,22885,2025_10
40385,48633,Death Before Dishonor,Tokyo Syndicate,1741287600,22884,2025_10
230,14365,PT-Family,JFK 2.1,1741381200,22883,2025_10
52932,53254,Elite Hunters,New Horizon,1741244400,22882,2025_10
50348,52216,Fulca,Ponzi&#039;s Flame,1741464000,22881,2025_10
29865,43428,WTF Ducks,The Madhouse Resurrection,1741381200,22880,2025_10
50467,51404,D0p3 Kr3w,The Gambino Goons,1741269600,22879,2025_10
36457,46088,Warband of the Fallen,The Den Of Thieves,1741474800,22878,2025_10
50706,51523,REBELLION,Torn Bootcamp,1741363200,22877,2025_10
51307,53308,The Street Rats,Legion Of Elysium,1741464000,22876,2025_10
42353,47914,The Watch Corps,New World Alliance,1741294800,22875,2025_10
8802,16282,Luscious Incarnation,Nuclear Winter,1741449600,22874,2025_10
52940,53136,NINJA&#039;S BATTLE CLAN,Rogue Juniors,1741338000,22873,2025_10
50680,52026,The Shack,Savage Warlords,1741294800,22872,2025_10
25288,46022,The Horizon Initiative,Chrondawgs,1741384800,22871,2025_10
50961,51984,Sons Of Ragnar,Gryffindor,1741287600,22870,2025_10
23952,26437,Midnight Plague,The Prowl,1741384800,22869,2025_10
52944,53142,TheCollective,Project Xanax,1741291200,22868,2025_10
1149,13784,WTF,WarBirds,1741460400,22867,2025_10
7986,41620,Assassin Team,Wargasm Revival Medicare,1741449600,22866,2025_10
15222,20747,Mortiferi,Damage Inc,1741381200,22865,2025_10
45537,50310,Spectixen Network,classicvirgin,1741280400,22864,2025_10
50899,50927,Sagebrush Society,"SEX,  Sweet-Ecstacy-Xanax",1741370400,22863,2025_10
33241,46442,Nub Navy,The Resolute,1741287600,22862,2025_10
52129,52192,Kush Hempire,Hound&#039;s of Iron,1741384800,22861,2025_10
49617,51803,Filthy_Casuals,Psychos on Vicos,1741460400,22860,2025_10
47835,50418,Frogs of Fortune,The UnderDogz,1741219200,22859,2025_10
7093,47648,Halos,Rising Heroes,1741471200,22858,2025_10
17991,49169,TC Mafia Chain Gang,VOLT 44,1741446000,22857,2025_10
39226,50208,Samurai Uprising*,PR - Pontifical Guard,1741471200,22856,2025_10
49862,50740,Dirty Mike and the Boyz,Double Chocolate Winter,1741374000,22855,2025_10
51668,52953,Med-Evil Money 6,Sinful Sacrosanct,1741280400,22854,2025_10
49575,51166,We Don&#039;t Win,Bigger on the Inside,1741467600,22853,2025_10
8803,10818,Buttgrass Inc,Lex Wolverines,1741471200,22852,2025_10
7709,9110,Vulpes Vulpes,Siege,1741460400,22851,2025_10
48927,52815,Seven Deadly Sins - Wrath,Space Sweepers,1741442400,22850,2025_10
49708,51781,The Ravens,Torn Family,1741363200,22849,2025_10
11131,18420,Infernum Perdition,The Black Knights,1741474800,22848,2025_10
50356,52608,Colombo Crime Family,OWASP,1741460400,22847,2025_10
9176,48184,The Iron Fist,Soulless Mafia,1741467600,22846,2025_10
50104,52905,"The Big, Smol &amp; The Swole",Odds &amp; Sods,1741273200,22845,2025_10
5431,20303,[Redacted],The Saviors,1741374000,22844,2025_10
51042,51566,Starlight,Bacon INC,1741291200,22843,2025_10
50170,51498,Night Watch,GrindTime,1741471200,22842,2025_10
16335,21368,SMTH - November Chopin,Escensio Incursus,1741356000,22841,2025_10
11376,47893,Also Impulse,The Rifle Elites,1741467600,22840,2025_10
42133,50490,Intramural Basket Weavers,Heathen Saints,1741456800,22839,2025_10
6731,8520,The Next Level,Xenon,1741460400,22838,2025_10
50900,53195,Bloodbound Covenant,Hippie Mafia,1741287600,22837,2025_10
48473,48707,Plushie Liberation Group,Home Base,1741374000,22836,2025_10
40065,53160,The Jokers,BJSFTW,1741276800,22835,2025_10
24106,49646,The Almanac,Immortal Warriors,1741381200,22834,2025_10
50516,53362,Blackjack and Hookers,Irradiated War Machine,1741276800,22833,2025_10
21234,25025,Underground Nation,DP Warriors,1741449600,22832,2025_10
48832,50750,One Big Family,Axiom,1741366800,22831,2025_10
40774,41238,Pennywise Clown Posse,The Mile High Club,1741453200,22830,2025_10
21541,52728,My Brother&#8217;s Keeper,Night City,1741446000,22829,2025_10
20341,48025,Ophidians,Human Factor,1741291200,22828,2025_10
52375,52627,Ninjas Punishers BRC,Demon Sky,1741309200,22827,2025_10
44594,52414,The WarSluts,Azure Rooks,1741294800,22826,2025_10
52916,53054,Brothers faction,NewBorns,1741464000,22825,2025_10
41593,44627,TBA - Marauders,X FORBIDDEN SHADOWS X,1741464000,22824,2025_10
51223,52711,Fish&#8217;s aquarium,Murder squad,1741309200,22823,2025_10
49443,51740,Blood &amp; Breakfast,BONE THUGGIN MAFIA,1741453200,22822,2025_10
50783,51304,Army of Terror HQ,Legion Of Doom,1741287600,22821,2025_10
52292,53106,The Cartel Gods,Duders Dudes,1741453200,22820,2025_10
49753,52873,Disciplina Fortior,Bargain Boozers CW,1741374000,22819,2025_10
10913,16299,Unbroken Silence,Neon Cartel,1741287600,22818,2025_10
49872,50350,DEFENDERS OF TRUTH,Mayans,1741370400,22817,2025_10
8151,8836,Chromatic,Vinerri,1741276800,22816,2025_10
51815,53249,Drugs are us,55th St Asylum,1741381200,22815,2025_10
44164,51357,Bullets &amp; Booze,Lilium Alba Lupi,1741284000,22814,2025_10
50257,53186,Equilibrium,Light rangers,1741456800,22813,2025_10
20514,35507,DropBears,The Nest,1741467600,22812,2025_10
11872,51794,Leafy&#039;s Tree,Great Tomb of Nazarick,1741467600,22811,2025_10
9047,13307,DarkHearts,Goblin Horde,1741474800,22810,2025_10
12645,25001,NPO - Endurance,The Red Knights,1741471200,22809,2025_10
42263,48140,Happy Vegemites,The Revenant Reserve,1741471200,22808,2025_10
