fac1,fac2,fac1_name,fac2_name,wstart,wid,week
6557,41460,Stepping Stones,Waste Management Inc,1743080400,23783,2025_13
38847,44762,Vigilantes,Monarch Retardation,1743199200,23782,2025_13
35831,41218,709&#039;s South Side Rd,Forgotten Realm,1743282000,23781,2025_13
47676,51151,Matcha Cafe,The Peaki Blinders,1743256800,23780,2025_13
52510,52998,Grim Korp,Tree Guild,1743116400,23779,2025_13
50230,50334,The Panturas,Noble Vanguard,1743220800,23778,2025_13
53066,53165,Bandit Buddies,Dark Revenge,1743289200,23777,2025_13
51454,52333,Ancient,The Legion of Moonlight,1743246000,23776,2025_13
9041,12893,PT-Calculated,Darkline,1743278400,23775,2025_13
43752,50350,Tweakers in Sneakers,Mayans,1743188400,23774,2025_13
24106,45421,The Almanac,Ricefields of Neverland,1743073200,23773,2025_13
41225,48680,PT-erodactyls,BlackWatch,1743188400,23772,2025_13
48243,52275,Little Lizards,The Blood Hoods,1743267600,23771,2025_13
47600,48087,Valhalla Warriors,Endless Euphoria,1743274800,23770,2025_13
49927,51164,Viking Family,Lowkey Lunatics,1743080400,23769,2025_13
48443,49041,Knockout - Ringside,Mjolnir,1743267600,23768,2025_13
40334,46978,Sentinels,PT-Slinkys,1743195600,23767,2025_13
34623,37803,Viking Emus,PT-PimpTuga,1743102000,23766,2025_13
51516,53228,Vault 99,Untitled,1743120000,23765,2025_13
41160,48965,Echoes of Silence,Grims&#039; Academy,1743271200,23764,2025_13
39894,53527,The Jedi Order,The Rising Stars,1743282000,23763,2025_13
49710,52984,HellSpawn,Blood Coven,1743098400,23762,2025_13
7709,8520,Vulpes Vulpes,Xenon,1743274800,23761,2025_13
49196,49994,Cronies,The Obsidian Vanguard,1743282000,23760,2025_13
50604,52603,Gurkha Revolutionary Army,Midas Touch,1743181200,23759,2025_13
10739,33458,The Next Level - Forge,SA House of Mischief,1743278400,23758,2025_13
1117,7002,Ascension,Karma Chameleons,1743109200,23757,2025_13
9032,9357,Wolf Pack,AQUA-Neptune,1743289200,23756,2025_13
50479,52994,Knights Templar,Moretti Crime Family,1743127200,23755,2025_13
50630,53216,Knockout - Box Office,Shadow Development Group,1743282000,23754,2025_13
48795,53558,Clean Money Cartel,ShadowWarriors,1743105600,23753,2025_13
42961,51926,The Rebel Army,Inglorious Basterds,1743199200,23752,2025_13
39788,40399,Cerberus,WIT-Mayhem,1743285600,23751,2025_13
24218,51192,War INC,Urban Chaos OGs,1743094800,23750,2025_13
937,20514,Sport Club,DropBears,1743188400,23749,2025_13
7835,27223,Monarch Mutation,Stompers,1743109200,23748,2025_13
15222,16247,Mortiferi,Capacity X,1743195600,23747,2025_13
51304,53431,Legion Of Doom,Canadian Proud,1743033600,23746,2025_13
38319,42832,Unity Of Victory,Ascendency,1743174000,23745,2025_13
9689,30009,Deja,White Rabbits,1743109200,23744,2025_13
11898,35140,Attack Mode,Vault 76,1743192000,23743,2025_13
8076,10174,Order Through Chaos,AQUA-Poseidon,1743098400,23742,2025_13
5431,8802,[Redacted],Luscious Incarnation,1743282000,23741,2025_13
52764,52857,Arctic Vanguard INC,HALLOWED HITTERS,1743260400,23740,2025_13
3241,13784,JFK,WarBirds,1743274800,23739,2025_13
9055,9100,Natural Selection IV,The Black Hand,1743274800,23738,2025_13
9036,21368,The Black Pearl,Escensio Incursus,1743282000,23737,2025_13
50680,53389,The Shack,The We Tried Collective,1743177600,23736,2025_13
52230,53021,Darkness Academy,2FADED2DIE,1743102000,23735,2025_13
51471,53280,The Forsaken Legion,Cache Gamblers,1743274800,23734,2025_13
7074,40518,The New Uprising - HQ,Monarch Optimus,1743274800,23733,2025_13
19060,49147,Fallout,Gladiators,1743192000,23732,2025_13
52130,53231,OP names,The Citadel,1743102000,23731,2025_13
50246,51698,Outcast &amp; Outlaws,BoV :: Versatio,1743271200,23730,2025_13
37595,46666,Firequackers,Fluffy Kittens Inc.,1743199200,23729,2025_13
8422,41929,Monarch Cupid,Valor,1743253200,23728,2025_13
48790,49384,Soldiers of Darkness,Organised Chaos,1743112800,23727,2025_13
51089,51700,Brotherhood of the Glade,Fodder.,1743235200,23726,2025_13
33999,50613,Reluctant Horrors,BRC   Supreme,1743274800,23725,2025_13
50354,52787,The Undying Legion,Bliss,1743170400,23724,2025_13
17991,49805,TC Mafia Chain Gang,Just DU it!,1743260400,23723,2025_13
39779,53456,The Faceless Ones,Frozen Tooth Gang,1743116400,23722,2025_13
50055,52608,Bleak,OWASP,1743202800,23721,2025_13
49167,52438,RHINO&#039;S CARTEL,Reckless&amp;Nasty Pirate Co.,1743210000,23720,2025_13
53160,53375,BJSFTW,He-Man Woman Haters Club,1743105600,23719,2025_13
9728,47614,Nautilus,Shadow Inc,1743278400,23718,2025_13
53263,53552,Mori Clan,420 tokers,1743120000,23717,2025_13
47924,53138,The Guild,Dreaded Lords Of Death,1743112800,23716,2025_13
8124,50208,NF Legacy,PR - Pontifical Guard,1743282000,23715,2025_13
9517,31764,OverWatch,39th Street Warriors,1743271200,23714,2025_13
8989,28349,JUX HQ,Dexter&#039;s Laboratory,1743184800,23713,2025_13
9400,12894,Cyclone,New Sith Order II,1743094800,23712,2025_13
9405,17055,Voidbringers,Natural Born Killers,1743282000,23711,2025_13
51839,52145,Veritas Legion,Ebon Radiance,1743123600,23710,2025_13
51523,53195,Torn Bootcamp,Hippie Mafia,1743109200,23709,2025_13
50900,52916,Bloodbound Covenant,Brothers faction,1743192000,23708,2025_13
49777,49967,League of Corinth,Sandline,1743278400,23707,2025_13
40921,46570,Undead Army,INSANITY X,1743282000,23706,2025_13
50785,52726,The Revenant Respawn,Nine Hells - Avernus,1743285600,23705,2025_13
7652,42055,Alley Cats,Dead Fragment,1743274800,23704,2025_13
45635,51915,Ascended Punks,Faster Than Light,1743274800,23703,2025_13
36457,48640,Warband of the Fallen,Phoenix Ascent,1743105600,23702,2025_13
10184,42741,Queen Bee,Black  Lotus  Society,1743170400,23701,2025_13
51606,51896,Attic View,Stoner Inc,1743213600,23700,2025_13
14820,39549,Unbroken Legion,Good Guys,1743271200,23699,2025_13
52203,53461,The Bruddahood,The CareBears,1743289200,23698,2025_13
50331,51697,Duck Around &amp; Find Out,Nine Hells of Baator,1743116400,23697,2025_13
30584,47710,Disorderly Conduct,PT-GuemLand,1743199200,23696,2025_13
7282,33007,Luscious Dreams,HAKA,1743267600,23695,2025_13
49916,53284,Halls OF Valhalla,CottonTail Crew,1743213600,23694,2025_13
52775,53588,Torn Metropolitan City,THE BLACK HOUSE,1743076800,23693,2025_13
43793,53381,Backstreet Bozos,WIDE AWAKE,1743195600,23692,2025_13
41620,49922,Wargasm Revival Medicare,Warhawks,1743274800,23691,2025_13
50568,51754,The Saiyan Forces,Outlaw&#039;s HQ,1743102000,23690,2025_13
8795,35840,The Brotherhood of Battle,Baby Champers,1743253200,23689,2025_13
7171,50524,Torn Is Not Enough,Epsilon Eridani,1743264000,23688,2025_13
52851,53453,The Red Rabbit,369,1743267600,23687,2025_13
8205,21040,Howler&#039;s Haven,Monarch Vanguard,1743289200,23686,2025_13
9674,16053,Smells like Sex,Asylum 2.0,1743195600,23685,2025_13
7990,9201,Nomads,Destination Unknown,1743278400,23684,2025_13
9370,41067,Cipher,Houdini,1743102000,23683,2025_13
40385,41309,Death Before Dishonor,The Askelads,1743188400,23682,2025_13
38675,46627,The Legion of Evil,KOTOR,1743249600,23681,2025_13
48264,52369,Yahoo&#8217;s Yahooligans,The Court Of Owls,1743098400,23680,2025_13
19449,48911,Near~Death,Mickey Mouse Playhouse,1743199200,23679,2025_13
15083,49319,Leeches,SCHIZOPHRENIACS,1743282000,23678,2025_13
9047,15286,DarkHearts,Luscious Nightmares,1743105600,23677,2025_13
44786,52451,Dabbin Gamers,Vanguards Combine,1743217200,23676,2025_13
49921,52777,Guardians of Asgard,Evil Angels,1743123600,23675,2025_13
46022,49617,Chrondawgs,Filthy_Casuals,1743109200,23674,2025_13
52929,53576,TRYHARD,THE SYNDICATE [NF EMPIRE],1743199200,23673,2025_13
49573,49955,Fast&amp;FuriousTornDrift,WGAW,1743084000,23672,2025_13
41777,48093,The Swarm,UNDERWORLD,1743174000,23671,2025_13
14581,23952,Project Nimbus,Midnight Plague,1743098400,23670,2025_13
51056,51218,Torn Sails,Magus Optimum,1743199200,23669,2025_13
51932,53248,$Money Makers$,The Convergence,1743105600,23668,2025_13
44222,53365,Anak Mama,The Mighty Minge,1743134400,23667,2025_13
20718,44376,S.C.A.R. Division X,The Fellowship Warriors,1743278400,23666,2025_13
9455,43836,Bleed,LaFamilia,1743033600,23665,2025_13
15547,49585,Anarchist of Torn,Ghost Vipers,1743282000,23664,2025_13
41066,47835,Mickey Mouse Reaperhouse,Frogs of Fortune,1743210000,23663,2025_13
16312,42125,39th Street Killers X,ODB,1743285600,23662,2025_13
28460,49763,Gangsta&#8217;s With Attitude,Brotherhood of Darkness,1743181200,23661,2025_13
50028,53136,The Akatsukis,Rogue Juniors,1743098400,23660,2025_13
48480,52588,Moon Lust,White Blood Cells,1743163200,23659,2025_13
50642,51855,The Milkers,Chaos Cartel,1743109200,23658,2025_13
478,10820,PT-ShadowRazers,Lithium,1743271200,23657,2025_13
9420,50890,Band of Brothers,Wartopia,1743271200,23656,2025_13
49091,52387,Gregg&#039;s Kingdom,The Sons Of Anarchy,1743130800,23655,2025_13
50754,53458,Th3 Illuminati,Yellowstone,1743102000,23654,2025_13
10610,27902,NPO - Strength,SMTH - Concord,1743174000,23653,2025_13
41123,52380,IRON FORGE,The Klingon Empire,1743282000,23652,2025_13
49837,50315,Veritas,Bloodlust,1743282000,23651,2025_13
50498,51382,Biker&#039;s crew,jolly fellows,1743033600,23650,2025_13
8677,46692,Mana,Disruption,1743188400,23649,2025_13
22932,44746,The Red Circle,Chromatic Sloths,1743271200,23648,2025_13
50888,52063,Owain&#039;s Rebels,Torn City Cartel,1743105600,23647,2025_13
14438,48718,Core,Peaky CS II,1743282000,23646,2025_13
20211,47648,CR-ACK,Rising Heroes,1743285600,23645,2025_13
15694,51624,ZERO TO HERO SUPREME,Bamboo Union,1743163200,23644,2025_13
52267,52799,Hippy War Commune,Bingo Loco,1743271200,23643,2025_13
47859,48633,Ghost Riders,Tokyo Syndicate,1743282000,23642,2025_13
49122,50699,Balls of Steel MC,Star-Light-Warriors,1743098400,23641,2025_13
52860,53526,$$$,The Blackout Syndicate,1743271200,23640,2025_13
46127,46144,Cyber Warfare,SKS MUTATED,1743177600,23639,2025_13
39781,49297,Zenith Rising,Shaggy Hi-Fidelity,1743084000,23638,2025_13
51430,53109,THE  COUNCIL,Cali Cartel,1743264000,23637,2025_13
50104,50502,"The Big, Smol &amp; The Swole",2 High to Care,1743188400,23636,2025_13
22691,52788,MW - Beyond Valhalla,MATRIX UNDERGROUND,1743105600,23635,2025_13
13307,42505,Goblin Horde,BoW - Hidden Shadows,1743253200,23634,2025_13
53218,53559,Twisted Saints,Union 47,1743174000,23633,2025_13
13848,50070,BreakingBad,Business &amp; Trade Family,1743084000,23632,2025_13
50257,50625,Equilibrium,Creature,1743271200,23631,2025_13
52529,53236,Camelot,Small Warring Faction,1743199200,23630,2025_13
50528,53011,shell farm,T&#039;C OUTKAST BASE 1,1743264000,23629,2025_13
49892,53430,Insomnia one,Obliteration squad,1743285600,23628,2025_13
9305,37786,Legitimate Business,Halos Momentum,1743285600,23627,2025_13
50573,50806,ECLIPSE VANGUARD,Sanctuary for all,1743289200,23626,2025_13
50793,52645,Money Obligated Beast,Petals of the Frozen Dawn,1743213600,23625,2025_13
9356,26312,SMTH - Party Animals,JFK - Misfits,1743084000,23624,2025_13
50002,50244,Not A Cult,Wretched Outcasts,1743267600,23623,2025_13
11356,52756,-UGK-,NO F0CKS GIVEN,1743210000,23622,2025_13
51390,52791,Whisker Warriors,Nuova Tomorra Organizzata,1743278400,23621,2025_13
10140,16282,In Memory of the Fallen,Nuclear Winter,1743264000,23620,2025_13
53010,53508,Edo,Zephyr Mercs,1743181200,23619,2025_13
43545,52873,Phantom Syndicate,Bargain Boozers CW,1743102000,23618,2025_13
8062,11559,Ruthless Reborn,The Masters,1743181200,23617,2025_13
48769,48832,The Coalition,Varix Legion,1743274800,23616,2025_13
49636,50418,New Beginning,The  UnderDogs,1743091200,23615,2025_13
37402,37838,The Laboratory,Victores Cruenti,1743267600,23614,2025_13
50318,52284,Notorious Warriors,Defenders Of Torn Unite,1743282000,23613,2025_13
10979,14441,BAD COMPANY,The Mavericks,1743188400,23612,2025_13
48206,48252,ADHD Team,HABIBI CENTRAL,1743080400,23611,2025_13
13851,39756,Nuclear Therapy,Abusement Park,1743264000,23610,2025_13
10851,18090,Bullysian,REK&amp;morty,1743192000,23609,2025_13
10877,16299,House of Dragonborn,Neon Cartel,1743289200,23608,2025_13
50399,52462,TheUnknowns,"Shadow, synthetic",1743091200,23607,2025_13
48180,50516,Talented,Blackjack and Hookers,1743188400,23606,2025_13
9745,37530,Emergency Room,Crossfire,1743206400,23605,2025_13
36660,41702,Premature Attackulation,Fatality,1743105600,23604,2025_13
34247,49450,Veloce,The Couch Potatoes,1743177600,23603,2025_13
14078,22295,~Twisted~,Aquarius,1743271200,23602,2025_13
9171,49164,Occul2us,The Torn Division,1743274800,23601,2025_13
50706,51447,REBELLION,2nd Chance,1743091200,23600,2025_13
8811,37185,Impulse 13!,Catch 22,1743274800,23599,2025_13
48036,52052,Knights of Torn,Special Task Force,1743260400,23598,2025_13
44390,51078,Torn Cinematic Universe,Astral Alliance,1743278400,23597,2025_13
230,8867,PT-Family,Monarch Chrysalis,1743192000,23596,2025_13
49069,52324,Unbroken Damage,MostWanted,1743098400,23595,2025_13
231,11428,Destructive Anomaly,Swiss Squad,1743192000,23594,2025_13
49488,49718,EIRE Ranger Wing WAR,Torn City Kings,1743267600,23593,2025_13
39580,50467,Raccoon Rumpus,D0p3 Kr3w,1743282000,23592,2025_13
9110,36134,Siege,SMTH - Silver Hand,1743087600,23591,2025_13
46805,47878,Hummingbirds,Righteous Aura,1743264000,23590,2025_13
50723,50740,Shaggers,Double Chocolate Winter,1743271200,23589,2025_13
8255,8944,Requiem,Ambulance Chasers,1743170400,23588,2025_13
15046,40795,We Are Rising,Sons Of Torn,1743278400,23587,2025_13
