faction,name,fname,members,rank
43325,NBE,Crime Syndicate,95,Platinum
43325,PBE,Crime Syndicate,95,Platinum
43325,QBE,Crime Syndicate,95,Platinum
43325,RBE,Crime Syndicate,95,Platinum
43325,SBE,Crime Syndicate,95,Platinum
43325,VBE,Crime Syndicate,95,Platinum
43325,WBE,Crime Syndicate,95,Platinum
43325,WRD,Crime Syndicate,95,Platinum
43325,ZQD,Crime Syndicate,95,Platinum
43325,ZTD,Crime Syndicate,95,Platinum
43785,PYF,IA Bunker,18,Bronze
43785,QYF,IA Bunker,18,Bronze
43785,VZC,IA Bunker,18,Bronze
43785,WYF,IA Bunker,18,Bronze
43785,ZYF,IA Bunker,18,Bronze
44092,TTG,Chaos Theory,25,Platinum
44376,PPB,The Fellowship Warriors,33,Gold
44445,AKB,Combat Ready HQ,39,Gold
44445,BKB,Combat Ready HQ,39,Gold
44445,BPB,Combat Ready HQ,39,Gold
44445,CKB,Combat Ready HQ,39,Gold
44445,CPB,Combat Ready HQ,39,Gold
44445,DPB,Combat Ready HQ,39,Gold
44445,EPB,Combat Ready HQ,39,Gold
44445,FPB,Combat Ready HQ,39,Gold
44445,GPB,Combat Ready HQ,39,Gold
44445,HPB,Combat Ready HQ,39,Gold
44445,PSB,Combat Ready HQ,39,Gold
44445,ZKB,Combat Ready HQ,39,Gold
44625,KAA,Black Mirrors,35,Gold
44746,IYG,Chromatic Sloths,24,Platinum
44758,ASG,NPO - Prosperity,92,Platinum
44758,CSG,NPO - Prosperity,92,Platinum
44758,EKC,NPO - Prosperity,92,Platinum
44758,FHC,NPO - Prosperity,92,Platinum
44758,FNE,NPO - Prosperity,92,Platinum
44758,HFC,NPO - Prosperity,92,Platinum
44758,HLE,NPO - Prosperity,92,Platinum
44758,KFC,NPO - Prosperity,92,Platinum
44758,OFC,NPO - Prosperity,92,Platinum
44758,QDC,NPO - Prosperity,92,Platinum
44758,RDC,NPO - Prosperity,92,Platinum
44758,RJC,NPO - Prosperity,92,Platinum
44758,UGC,NPO - Prosperity,92,Platinum
44758,ZDC,NPO - Prosperity,92,Platinum
44758,ZWF,NPO - Prosperity,92,Platinum
44762,AIB,Monarch Retardation,48,Platinum
44762,CDD,Monarch Retardation,48,Platinum
44762,CIE,Monarch Retardation,48,Platinum
44762,DHE,Monarch Retardation,48,Platinum
44762,DIE,Monarch Retardation,48,Platinum
44762,DYE,Monarch Retardation,48,Platinum
44762,EHE,Monarch Retardation,48,Platinum
44762,EOE,Monarch Retardation,48,Platinum
44762,IIE,Monarch Retardation,48,Platinum
44762,JWE,Monarch Retardation,48,Platinum
44762,NRG,Monarch Retardation,48,Platinum
44762,OFD,Monarch Retardation,48,Platinum
44762,WED,Monarch Retardation,48,Platinum
44762,WGD,Monarch Retardation,48,Platinum
44762,WRE,Monarch Retardation,48,Platinum
44762,ZIB,Monarch Retardation,48,Platinum
44865,IFG,Violent Resolution,80,Platinum
44865,JFG,Violent Resolution,80,Platinum
44865,KFG,Violent Resolution,80,Platinum
44865,LFG,Violent Resolution,80,Platinum
44865,MFG,Violent Resolution,80,Platinum
44865,NGG,Violent Resolution,80,Platinum
44865,PTF,Violent Resolution,80,Platinum
44865,QTF,Violent Resolution,80,Platinum
44865,QYC,Violent Resolution,80,Platinum
44865,RTF,Violent Resolution,80,Platinum
44865,WYC,Violent Resolution,80,Platinum
45040,BKA,AXE,26,Gold
45040,YKA,AXE,26,Gold
45040,ZKA,AXE,26,Gold
45415,FTE,PT-SunnyVale,36,Platinum
45415,HTE,PT-SunnyVale,36,Platinum
45415,ITE,PT-SunnyVale,36,Platinum
45415,JTE,PT-SunnyVale,36,Platinum
45415,VBF,PT-SunnyVale,36,Platinum
45415,YAD,PT-SunnyVale,36,Platinum
45415,YYD,PT-SunnyVale,36,Platinum
45415,YZD,PT-SunnyVale,36,Platinum
46127,WXE,Cyber Warfare,32,Gold
46442,BZD,The Resolute,100,Platinum
46442,CTD,The Resolute,100,Platinum
46442,CUD,The Resolute,100,Platinum
46442,IUD,The Resolute,100,Platinum
46442,IZD,The Resolute,100,Platinum
46442,JWD,The Resolute,100,Platinum
46442,KWD,The Resolute,100,Platinum
46442,LWD,The Resolute,100,Platinum
46442,MWD,The Resolute,100,Platinum
46442,QUD,The Resolute,100,Platinum
46442,RVD,The Resolute,100,Platinum
46442,SZD,The Resolute,100,Platinum
46570,CDA,INSANITY X,91,Silver
46570,DDA,INSANITY X,91,Silver
46570,WDA,INSANITY X,91,Silver
46666,AMD,Fluffy Kittens Inc.,42,Platinum
46666,BDF,Fluffy Kittens Inc.,42,Platinum
46666,CDF,Fluffy Kittens Inc.,42,Platinum
46666,HDF,Fluffy Kittens Inc.,42,Platinum
46666,LCF,Fluffy Kittens Inc.,42,Platinum
46666,MCF,Fluffy Kittens Inc.,42,Platinum
46666,NDF,Fluffy Kittens Inc.,42,Platinum
46666,PDF,Fluffy Kittens Inc.,42,Platinum
46666,SDF,Fluffy Kittens Inc.,42,Platinum
46708,APD,The Revenant,96,Gold
46708,BKC,The Revenant,96,Gold
46708,BPD,The Revenant,96,Gold
46708,CPD,The Revenant,96,Gold
46708,IOD,The Revenant,96,Gold
46708,RIC,The Revenant,96,Gold
46708,SAF,The Revenant,96,Gold
46708,TAF,The Revenant,96,Gold
46708,UOE,The Revenant,96,Gold
46708,VIC,The Revenant,96,Gold
46708,WAF,The Revenant,96,Gold
46708,WND,The Revenant,96,Gold
46708,XAF,The Revenant,96,Gold
46978,GTE,PT-Slinkys,38,Platinum
47042,SWB,Shrooms of Doom,18,Gold
47238,HAB,The Midnight Club,47,Bronze
47238,IAB,The Midnight Club,47,Bronze
47238,JAB,The Midnight Club,47,Bronze
47238,WGA,The Midnight Club,47,Bronze
47238,ZAB,The Midnight Club,47,Bronze
47710,MAF,PT-GuemLand,26,Platinum
47710,NBF,PT-GuemLand,26,Platinum
47710,SBF,PT-GuemLand,26,Platinum
47760,KND,Ninjas In Rehab,21,Platinum
47760,LND,Ninjas In Rehab,21,Platinum
47760,NYF,Ninjas In Rehab,21,Platinum
47878,LHA,Righteous Aura,32,Gold
47878,MHA,Righteous Aura,32,Gold
47878,OJF,Righteous Aura,32,Gold
47878,PXB,Righteous Aura,32,Gold
48077,AAC,Champagne Killers,12,Gold
48077,KCC,Champagne Killers,12,Gold
48077,OME,Champagne Killers,12,Gold
48112,ETF,Triple X,22,Silver
48112,FTF,Triple X,22,Silver
48112,GTF,Triple X,22,Silver
48112,VNF,Triple X,22,Silver
48112,WNF,Triple X,22,Silver
48112,XNF,Triple X,22,Silver
48112,YNF,Triple X,22,Silver
48140,OBF,The Revenant Reserve,71,Silver
48140,PBF,The Revenant Reserve,71,Silver
48140,VAF,The Revenant Reserve,71,Silver
48184,LIF,Soulless Mafia,62,Gold
48184,WGF,Soulless Mafia,62,Gold
48184,XGF,Soulless Mafia,62,Gold
48184,ZGF,Soulless Mafia,62,Gold
48640,RNB,Phoenix Ascent,47,Gold
48640,SNB,Phoenix Ascent,47,Gold
48640,TNB,Phoenix Ascent,47,Gold
48640,UNB,Phoenix Ascent,47,Gold
48680,RCE,BlackWatch,37,Platinum
48718,OKA,Peaky CS II,13,Platinum
48718,SKA,Peaky CS II,13,Platinum
48912,ADB,BLOODLINE,99,Bronze
48912,BDB,BLOODLINE,99,Bronze
48912,CDB,BLOODLINE,99,Bronze
48912,DDB,BLOODLINE,99,Bronze
48912,EDB,BLOODLINE,99,Bronze
48912,IDB,BLOODLINE,99,Bronze
48912,OEB,BLOODLINE,99,Bronze
48912,PEB,BLOODLINE,99,Bronze
48912,YDB,BLOODLINE,99,Bronze
48912,ZDB,BLOODLINE,99,Bronze
49090,AQE,Valhalla - Laekna,20,Bronze
49090,IUF,Valhalla - Laekna,20,Bronze
49147,CEA,Gladiators,21,Gold
49147,CSB,Gladiators,21,Gold
49147,DEA,Gladiators,21,Gold
49147,DSB,Gladiators,21,Gold
49147,HEA,Gladiators,21,Gold
49147,IEA,Gladiators,21,Gold
49147,KEA,Gladiators,21,Gold
49147,LEA,Gladiators,21,Gold
49147,MEA,Gladiators,21,Gold
49147,PCF,Gladiators,21,Gold
49147,ZEA,Gladiators,21,Gold
49297,OMB,Shaggy Hi-Fidelity,15,Platinum
49297,ONG,Shaggy Hi-Fidelity,15,Platinum
49297,SJA,Shaggy Hi-Fidelity,15,Platinum
49297,WKF,Shaggy Hi-Fidelity,15,Platinum
49473,EUF,Valhalla - Pillagers,20,Gold
49561,JQF,The Four Twenty H-V-F,14,Platinum
49561,KQF,The Four Twenty H-V-F,14,Platinum
49763,ENE,Brotherhood of Darkness,30,Gold
49763,XCC,Brotherhood of Darkness,30,Gold
49805,PEE,Just DU it!,12,Silver
49899,TUB,Iron Rose Rogue Squadron,22,Bronze
49953,FSF,BoW - 4.20,33,Platinum
49953,GSF,BoW - 4.20,33,Platinum
49953,HSF,BoW - 4.20,33,Platinum
50613,MBG,BRC   Supreme,12,Platinum
50613,PCG,BRC   Supreme,12,Platinum
50890,ITD,Wartopia,45,Platinum
50890,JSD,Wartopia,45,Platinum
50890,PSD,Wartopia,45,Platinum
50890,SRE,Wartopia,45,Platinum
51559,MBF,ALBA,75,Bronze
51559,PJD,ALBA,75,Bronze
51559,QXE,ALBA,75,Bronze
51559,TXE,ALBA,75,Bronze
51708,GBA,Tribunal Global Network,31,Silver
51708,HBA,Tribunal Global Network,31,Silver
51708,PXF,Tribunal Global Network,31,Silver
51926,APE,Inglorious Basterds,24,Platinum
51926,GPE,Inglorious Basterds,24,Platinum
51926,JPE,Inglorious Basterds,24,Platinum
51926,YPE,Inglorious Basterds,24,Platinum
51926,ZPE,Inglorious Basterds,24,Platinum
