faction,name,fname,members,rank
42505,RFG,BoW - Hidden Shadows,78,Gold
42505,SSF,BoW - Hidden Shadows,78,Gold
42650,ADA,The Night’s Watch,73,Gold
42650,BDA,The Night’s Watch,73,Gold
42650,GCG,The Night’s Watch,73,Gold
42650,HCG,The Night’s Watch,73,Gold
42650,IDA,The Night’s Watch,73,Gold
42650,JFF,The Night’s Watch,73,Gold
42650,KFF,The Night’s Watch,73,Gold
42650,LDA,The Night’s Watch,73,Gold
42650,LFF,The Night’s Watch,73,Gold
42650,STB,The Night’s Watch,73,Gold
42650,TTB,The Night’s Watch,73,Gold
42650,UTB,The Night’s Watch,73,Gold
42650,VDA,The Night’s Watch,73,Gold
42650,VTB,The Night’s Watch,73,Gold
42650,WTB,The Night’s Watch,73,Gold
42650,XDA,The Night’s Watch,73,Gold
42650,YDA,The Night’s Watch,73,Gold
42671,AAB,The Hellfire Club,62,Gold
42671,BAB,The Hellfire Club,62,Gold
42671,BGA,The Hellfire Club,62,Gold
42671,CMF,The Hellfire Club,62,Gold
42671,DGA,The Hellfire Club,62,Gold
42671,GMF,The Hellfire Club,62,Gold
42671,HMF,The Hellfire Club,62,Gold
42671,PJF,The Hellfire Club,62,Gold
42671,QJF,The Hellfire Club,62,Gold
42671,WAB,The Hellfire Club,62,Gold
42671,XGA,The Hellfire Club,62,Gold
42671,YAB,The Hellfire Club,62,Gold
42671,YQG,The Hellfire Club,62,Gold
42671,ZGA,The Hellfire Club,62,Gold
42685,HAF,WarDogs Outpost,38,Platinum
42685,IBB,WarDogs Outpost,38,Platinum
42685,TDB,WarDogs Outpost,38,Platinum
42685,UDB,WarDogs Outpost,38,Platinum
42685,UEB,WarDogs Outpost,38,Platinum
42685,VDB,WarDogs Outpost,38,Platinum
42685,VEB,WarDogs Outpost,38,Platinum
42685,WEB,WarDogs Outpost,38,Platinum
42685,XDB,WarDogs Outpost,38,Platinum
42685,XEB,WarDogs Outpost,38,Platinum
42741,PMB,Black  Lotus  Society,21,Platinum
42741,QMB,Black  Lotus  Society,21,Platinum
42741,TMB,Black  Lotus  Society,21,Platinum
42741,UMB,Black  Lotus  Society,21,Platinum
42741,VMB,Black  Lotus  Society,21,Platinum
43325,EAE,Crime Syndicate,95,Platinum
43325,EPD,Crime Syndicate,95,Platinum
43325,ERD,Crime Syndicate,95,Platinum
43325,KRD,Crime Syndicate,95,Platinum
43325,LUD,Crime Syndicate,95,Platinum
