fac1,fac2,fac1_name,fac2_name,wstart,wid,week
51304,52451,Legion Of Doom,Vanguards Combine,1738418400,21822,2025_5
50334,51357,Noble Vanguard,Lilium Alba Lupi,1738328400,21821,2025_5
38662,46666,Only The Family,Fluffy Kittens Inc.,1738389600,21820,2025_5
52652,53186,RAVISPA,Light rangers,1738267200,21819,2025_5
8422,16040,Monarch Cupid,Winter is Coming,1738432800,21818,2025_5
89,2013,Catalysis,Subversive  Alliance,1738335600,21817,2025_5
8085,10174,Nuclear Blast,AQUA-Poseidon,1738249200,21816,2025_5
11782,39781,Midnight Judgement,Zenith Rising,1738443600,21815,2025_5
231,6731,Destructive Anomaly,The Next Level,1738357200,21814,2025_5
21665,27370,Monarch Army of Light,Desert Eagle,1738249200,21813,2025_5
45837,49164,dDossers,The Torn Division,1738443600,21812,2025_5
53155,53241,TCC,Dead Church Priests,1738364400,21811,2025_5
11581,16628,Natural Selection III,Chain Reaction,1738256400,21810,2025_5
11747,14365,Natural Selection II,JFK 2.1,1738353600,21809,2025_5
11898,41028,Harms Way,DP Medics,1738245600,21808,2025_5
50960,52267,The District,Hippy War Commune,1738353600,21807,2025_5
49710,51122,HellSpawn,Kagu-tsuchi clan,1738440000,21806,2025_5
52090,52916,Endiness,Brothers faction,1738242000,21805,2025_5
478,10610,PT-ShadowRazers,NPO - Strength,1738353600,21804,2025_5
47760,50315,Ninjas In Rehab,Bloodlust,1738443600,21803,2025_5
50754,51200,Th3 Illuminati,The Bottomless Pit,1738256400,21802,2025_5
51984,52875,x00,TS (ThinkStation),1738346400,21801,2025_5
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5
6557,53207,Stepping Stones,LLLL,1738281600,21799,2025_5
19,8802,39th Street Killers,Luscious Incarnation,1738249200,21798,2025_5
16696,46978,PT-Guemedolphinos,PT-Slinkys,1738364400,21797,2025_5
13784,18736,WarBirds,Monarch Research,1738432800,21796,2025_5
50538,50806,CAPO - LEX TALIONIS,Sanctuary for all,1738450800,21795,2025_5
41777,47600,The Swarm,Valhalla Warriors,1738432800,21794,2025_5
30584,38634,Disorderly Conduct,Takut Bini Army of Light,1738245600,21793,2025_5
8867,28349,Monarch Chrysalis,Dexter&#039;s Laboratory,1738335600,21792,2025_5
47042,51803,Risky Business,SlowPokeTail Harvest Crew,1738242000,21791,2025_5
29865,37185,WTF Ducks,Catch 22,1738447200,21790,2025_5
8566,34247,Mismatched,Veloce,1738357200,21789,2025_5
50356,52815,Colombo Crime Family,Space Sweepers,1738436400,21788,2025_5
9047,28073,DarkHearts,Shiny Hoard Avian Team,1738440000,21787,2025_5
8205,11559,Howler&#039;s Haven,The Masters,1738432800,21786,2025_5
34623,45415,Viking Emus,PT-SunnyVale,1738260000,21785,2025_5
9100,13665,The Black Hand,PT-Penguins,1738425600,21784,2025_5
46088,51325,The Den Of Thieves,ShadowWizard Money Gang,1738440000,21783,2025_5
51011,52052,The Crazy Horses,Special Task Force,1738357200,21782,2025_5
16247,42435,Capacity X,Nub Army,1738274400,21781,2025_5
9055,33007,Natural Selection IV,HAKA,1738425600,21780,2025_5
49718,50215,Torn City Kings,Fallen angels&#039; reckoning,1738450800,21779,2025_5
50257,53021,Equilibrium,2FADED2DIE,1738436400,21778,2025_5
41593,48636,TBA - Marauders,Jokerz Wild,1738447200,21777,2025_5
50208,51498,PR - Pontifical Guard,GrindTime,1738432800,21776,2025_5
52465,53020,Keyboard Cowboys,Los Blancos Eldorado,1738360800,21775,2025_5
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5
49515,51839,Holy Crucible Of Monarch,Veritas Legion,1738314000,21773,2025_5
48680,52748,BlackWatch,The Coiled Order,1738443600,21772,2025_5
47863,51758,Vanguard Assassins,Dracula's Disciples,1738270800,21771,2025_5
44092,50517,PERMANENT VACATION,Attack Mode,1738364400,21770,2025_5
52203,52866,The Bruddahood,GanjaWarriors,1738270800,21769,2025_5
10184,15256,Queen Bee,Defenestration,1738335600,21768,2025_5
42573,47911,Lion Force,Clammy&#039;s Atlantis Medical,1738425600,21767,2025_5
49707,53109,T&#039;c outkasts HQ,Cali Cartel,1738267200,21766,2025_5
29107,40518,Hello High,Monarch Optimus,1738436400,21765,2025_5
49837,52438,Veritas,Reckless Raiders,1738440000,21764,2025_5
50228,52336,HF-IronSkulls,The Wolves of Wall Street,1738436400,21763,2025_5
8836,13502,Vinerri,Dead or Alive,1738450800,21762,2025_5
31764,37426,39th Street Warriors,Monarch Embassy,1738357200,21761,2025_5
50206,52777,Vanguard Order-Rising,High By Choice!,1738450800,21760,2025_5
