fac1,fac2,fac1_name,fac2_name,wstart,wid,week
49836,52835,Maniacbros,Assbeater Bozos,1737763200,21583,2025_4
45421,47878,Ricefields of Neverland,Righteous Aura,1737820800,21582,2025_4
89,8989,Catalysis,JUX HQ,1737730800,21581,2025_4
50002,52693,Not A Cult,JCL Base 1,1737633600,21580,2025_4
19,8076,39th Street Killers,Order Through Chaos,1737738000,21579,2025_4
3241,11428,JFK,Swiss Squad,1737662400,21578,2025_4
9055,11581,Natural Selection IV,Natural Selection III,1737741600,21577,2025_4
9110,13784,Siege,WarBirds,1737669600,21576,2025_4
49695,53111,The Shogunate Spy,The Kok Rocket,1737730800,21575,2025_4
51523,52145,Torn Bootcamp,Ebon Radiance,1737835200,21574,2025_4
36660,44404,Premature Attackulation,PA Wet Dream,1737658800,21573,2025_4
14432,16247,160th SOAR Night Stalkers,Capacity X,1737741600,21572,2025_4
8422,13665,Monarch Cupid,PT-Penguins,1737644400,21571,2025_4
14365,21665,JFK 2.1,Monarch Army of Light,1737738000,21570,2025_4
51719,52248,Lycans,JCL HQ,1737633600,21569,2025_4
8400,9357,Lingering Insanity,AQUA-Neptune,1737842400,21568,2025_4
49651,50271,Exalibur,Warhounds,1737824400,21567,2025_4
52212,52748,Cheesers,The Coiled Order,1737838800,21566,2025_4
8566,16299,Mismatched,Neon Cartel,1737748800,21565,2025_4
16443,38482,Undead Covenant,Jokerz,1737763200,21564,2025_4
11747,16628,Natural Selection II,Chain Reaction,1737651600,21563,2025_4
48097,50354,Braveheart,Order of Ravens,1737763200,21562,2025_4
13842,36134,Brazilian Unit,SMTH - Silver Hand,1737817200,21561,2025_4
51498,51649,GrindTime,Dragon Army,1737831600,21560,2025_4
48093,48911,UNDERWORLD,Mickey Mouse Clubhouse II,1737730800,21559,2025_4
15961,52230,Raven Peaks,Darkness Academy,1737669600,21558,2025_4
9036,22887,The Black Pearl,Resilience,1737734400,21557,2025_4
41342,47614,Freedom Factory: War Boys,Shadow Inc,1737673200,21556,2025_4
46700,49153,Bleeding Streets,The Weekend Warriors,1737756000,21555,2025_4
52535,53109,The Fat Mammoth,Cali Cartel,1737608400,21554,2025_4
49515,50424,Holy Crucible Of Monarch,Ethereal Blade,1737759600,21553,2025_4
48087,49646,GigaProbe,Immortal Warriors,1737828000,21552,2025_4
38634,42961,Takut Bini Army of Light,The Rebel Army,1737640800,21551,2025_4
50138,52418,Greenlantis,The BellaNostra Family,1737752400,21550,2025_4
49507,50433,Atomic Warfare,Golden Dawn Mafia,1737666000,21549,2025_4
53169,53206,GHOST UNIT,BELL AIR,1737684000,21548,2025_4
52671,52932,United Legion,Elite Hunters,1737846000,21547,2025_4
7746,37803,C.R.H,PT-PimpTuga,1737828000,21546,2025_4
9728,47515,Victores Cruenti,Project at Eden&#039;s Gate,1737828000,21545,2025_4
9041,20747,PT-Calculated,Damage Inc,1737640800,21544,2025_4
49872,51679,DEFENDERS OF TRUTH,Stiff knights: re-erected,1737756000,21543,2025_4
48252,50529,Nasty,Mergers and acquisitions,1737669600,21542,2025_4
13851,25857,Nuclear Therapy,Road House,1737734400,21541,2025_4
20341,48948,Ophidians,IRON FORGE,1737666000,21540,2025_4
15694,52431,ZERO TO HERO SUPREME,D.T.S,1737716400,21539,2025_4
10851,52608,Bullysian,Rogue Algorists,1737662400,21538,2025_4
50286,52866,DM_Faction,GanjaWarriors,1737770400,21537,2025_4
47445,49169,Blade of Vengeance,I.R.S.,1737820800,21536,2025_4
8336,10174,Monarch HQ,AQUA-Poseidon,1737738000,21535,2025_4
51382,53020,jolly fellows,Los Blancos Eldorado,1737774000,21534,2025_4
51304,52246,Legion Of Doom,The Classroom,1737824400,21533,2025_4
39226,49384,Samurai Uprising*,Organised Chaos,1737666000,21532,2025_4
9686,46666,Cosa-Nostra,Fluffy Kittens Inc.,1737759600,21531,2025_4
50750,51011,Legion of Terror,The Crazy Horses,1737630000,21530,2025_4
50467,50884,D0p3 Kr3w,The White Wolves,1737842400,21529,2025_4
51179,52827,Phoenix Federation,The Krystal Empire,1737684000,21528,2025_4
50411,52315,Dark Desires,Th3 Illuminati 3.0,1737619200,21527,2025_4
48628,49619,OccamsRazers,The Cache Mint,1737846000,21526,2025_4
46022,50543,Chrondawgs,Pwners of Ye Olde Nine,1737709200,21525,2025_4
17055,30023,Natural Born Killers,87th Street Privateers,1737651600,21524,2025_4
9405,33999,Voidbringers,Reluctant Horrors,1737824400,21523,2025_4
51141,52652,monark krisalis,RAVISPA,1737748800,21522,2025_4
52699,52929,PATERNOSTER,TRYHARD,1737673200,21521,2025_4
1117,9674,Ascension,Smells like Sex,1737748800,21520,2025_4
50680,52793,The Shack,Slaughterhouse HQ,1737601200,21519,2025_4
39960,50699,Brave Survivors,Star-Light-Warriors,1737828000,21518,2025_4
37838,49617,Threat Level Midnight,Filthy_Casuals,1737752400,21517,2025_4
26312,30009,JFK - Misfits,White Rabbits,1737846000,21516,2025_4
