fac1,fac2,fac1_name,fac2_name,wstart,wid,week
41291,51151,UNDERWORLD ASSASSINS,The Peaki Blinders,1739476800,22131,2025_7
50961,53144,Sons Of Ragnar,Hells Mafia,1739574000,22130,2025_7
52336,53138,The Wolves of Wall Street,Dreaded Lords Of Death,1739466000,22129,2025_7
37402,42685,The Laboratory,WarDogs Outpost,1739631600,22128,2025_7
25857,29865,Road House,WTF Ducks,1739548800,22127,2025_7
49573,52275,Fast&amp;FuriousTornDrift,The Blood Hoods,1739455200,22126,2025_7
51430,52713,THE  COUNCIL,Bella Ciaoo,1739570400,22125,2025_7
50754,52203,Th3 Illuminati,The Bruddahood,1739476800,22124,2025_7
14581,30085,Project Nimbus,Wargasm HQ,1739559600,22123,2025_7
43226,52267,The Risen,Hippy War Commune,1739577600,22122,2025_7
50196,53010,War Monkeys,Edo,1739426400,22121,2025_7
7652,37803,Alley Cats,PT-PimpTuga,1739556000,22120,2025_7
53160,53302,BJSFTW,Horizon Sentinels,1739462400,22119,2025_7
40664,52216,Lucifer&#8217;s Saints,Ponzi&#039;s Flame,1739656800,22118,2025_7
39226,44817,Samurai Uprising*,Pokemon City,1739656800,22117,2025_7
48039,51753,(INQ) Schola Progenium,Spades&amp;Shadows,1739656800,22116,2025_7
11356,49636,-UGK-,New Beginning,1739649600,22115,2025_7
1149,9305,WTF,Legitimate Business,1739559600,22114,2025_7
49306,50609,Gilligan&#039;s Island,Phoenix Elysium,1739660400,22113,2025_7
50396,52185,BPT,ELITE FORCE,1739473200,22112,2025_7
46360,48433,Nuh-Uh!,THE RICK HORRORS,1739638800,22111,2025_7
37450,50245,Wargasm-DNA,Familia Delinquentium,1739653200,22110,2025_7
41218,41259,Forgotten Realm,Ninja&#039;s Playground BRC,1739631600,22109,2025_7
47615,50362,TORN&#8217;S NEW HITTERS,SHADOWS.,1739559600,22108,2025_7
49575,50002,We Don&#039;t Win,Not A Cult,1739638800,22107,2025_7
46673,51056,Rockstar,Torn Sails,1739656800,22106,2025_7
19060,47838,Fallout,Fallout Shelter,1739476800,22105,2025_7
25464,51576,Junkies,Coventus Obsidianus [R],1739660400,22104,2025_7
18090,48473,REK&amp;morty,Plushie Liberation Group,1739534400,22103,2025_7
8944,35776,Ambulance Chasers,IA Black,1739476800,22102,2025_7
44627,46805,X FORBIDDEN SHADOWS X,Hummingbirds,1739649600,22101,2025_7
48790,50191,Soldiers of Darkness,Fly by Night,1739548800,22100,2025_7
9110,10140,Siege,In Memory of the Fallen,1739476800,22099,2025_7
9686,41234,Cosa-Nostra,Peaky CS,1739646000,22098,2025_7
48572,49413,The Roman Empire,Green &#039;Peace&#039;,1739638800,22097,2025_7
20747,42125,Damage Inc,ODB,1739570400,22096,2025_7
39531,50354,The Fortunate Sons,Order of Ravens,1739577600,22095,2025_7
15083,46127,Leeches,Cyber Warfare,1739653200,22094,2025_7
13726,29107,Dark Energy,Hello High,1739653200,22093,2025_7
7002,28073,Karma Chameleons,Shiny Hoard Avian Team,1739646000,22092,2025_7
11559,36660,The Masters,Premature Attackulation,1739473200,22091,2025_7
49650,52465,Nebula,Keyboard Cowboys,1739570400,22090,2025_7
15222,33007,Mortiferi,HAKA,1739656800,22089,2025_7
52908,53136,The Mojo Dojo Clan,Rogue Juniors,1739635200,22088,2025_7
48109,52799,Tribunal Shadows,Bingo Loco,1739653200,22087,2025_7
51316,52843,Pixel Ninjas,Pickle Party,1739469600,22086,2025_7
52308,53275,Get Rich Without Dying,Torn Networks,1739653200,22085,2025_7
48633,49167,Tokyo Syndicate,RHINO&#039;S CARTEL BR,1739656800,22084,2025_7
22932,46978,The Red Circle,PT-Slinkys,1739656800,22083,2025_7
50267,52748,Hallucinogenics,The Coiled Order,1739570400,22082,2025_7
47229,51906,STONED,Mouthy Mercs,1739653200,22081,2025_7
50348,50963,Fulca,Fallen Fists,1739458800,22080,2025_7
19249,49153,Minervan Vanguard,The Weekend Warriors,1739541600,22079,2025_7
47676,50723,Matcha Cafe,Shaggers,1739462400,22078,2025_7
20211,50208,CR-ACK,PR - Pontifical Guard,1739556000,22077,2025_7
52240,53280,Th3 illuminati 2.0,Cache Gamblers,1739642400,22076,2025_7
7835,16335,Monarch Mutation,SMTH - November Chopin,1739455200,22075,2025_7
52032,52248,War Criminals,JCL HQ,1739541600,22074,2025_7
24106,48277,The Almanac,HellRazers,1739620800,22073,2025_7
21541,51166,My Brother&#8217;s Keeper,Bigger on the Inside,1739466000,22072,2025_7
8422,10739,Monarch Cupid,The Next Level - Forge,1739642400,22071,2025_7
40385,48911,Death Before Dishonor,Mickey Mouse Clubhouse II,1739570400,22070,2025_7
8124,50055,NF Legacy,Bleak,1739484000,22069,2025_7
17924,51559,The Brotherhood of Light,ALBA,1739574000,22068,2025_7
